Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
21:31:55:237,0.024,-0.011,-1.004,-264.900,-72.100,-92.100,0.500,2.062,0.062
21:31:55:381,0.029,-0.011,-1.004,-265.700,-71.900,-93.200,-0.188,2.250,0.250
21:31:55:543,0.026,-0.018,-0.993,-265.900,-72.300,-93.400,-0.188,2.188,0.062
21:31:55:691,0.023,-0.012,-0.994,-265.300,-73.800,-93.900,-0.125,2.188,0.750
21:31:55:835,0.032,-0.013,-0.993,-264.800,-72.400,-93.400,-0.562,2.375,0.125
21:31:55:988,0.027,-0.011,-0.995,-264.900,-70.300,-92.100,-0.500,2.312,0.062
21:31:56:145,0.024,-0.009,-0.998,-266.400,-72.100,-93.100,-0.062,2.688,0.188
21:31:56:314,0.030,-0.014,-0.991,-265.800,-71.200,-92.100,0.188,2.312,0.188
21:31:56:436,0.029,-0.012,-0.996,-265.600,-73.100,-92.100,0.062,3.000,0.062
21:31:56:589,0.024,-0.015,-0.991,-265.700,-72.100,-91.700,-0.750,2.625,0.188
21:31:56:750,0.027,-0.013,-0.996,-264.200,-73.200,-94.700,-0.312,2.500,0.312
21:31:56:906,0.029,-0.012,-0.992,-266.700,-72.400,-93.100,0.125,2.938,0.312
21:31:57:043,0.028,-0.008,-0.991,-265.400,-70.800,-93.900,-0.125,2.625,0.500
21:31:57:206,0.022,-0.007,-0.994,-265.800,-72.800,-91.900,0.062,3.000,0.375
21:31:57:356,0.020,-0.013,-0.995,-264.700,-71.500,-92.100,0.062,3.062,0.312
21:31:57:501,0.028,-0.018,-0.997,-265.000,-69.600,-94.400,0.188,2.812,0.125
21:31:57:667,0.024,-0.013,-0.996,-265.600,-72.500,-93.200,-0.062,2.188,0.125
21:31:57:825,0.023,-0.015,-0.990,-266.000,-70.200,-93.500,-0.500,2.938,0.125
21:31:57:966,0.023,-0.011,-0.996,-264.400,-73.400,-92.000,-0.125,2.500,0.250
21:31:58:132,0.027,-0.010,-0.995,-265.800,-72.200,-94.200,-0.188,2.000,0.062
21:31:58:290,0.028,-0.011,-0.989,-265.000,-71.300,-95.900,0.125,2.750,0.375
21:31:58:450,0.024,-0.009,-0.992,-266.700,-71.200,-92.600,0.312,3.062,0.000
21:31:58:603,0.022,-0.010,-0.996,-264.400,-72.000,-92.500,0.188,2.375,0.312
21:31:58:764,0.025,-0.012,-0.993,-263.300,-70.900,-95.300,0.188,2.938,0.312
21:31:58:920,0.027,-0.014,-0.993,-264.400,-71.900,-94.000,0.250,2.875,0.188
21:31:59:069,0.025,-0.009,-1.001,-266.200,-72.100,-94.100,-0.375,2.625,0.188
21:31:59:223,0.027,-0.010,-0.992,-267.100,-70.700,-93.100,0.062,2.688,-0.125
21:31:59:386,0.024,-0.014,-0.995,-265.300,-72.000,-92.800,0.188,3.000,0.125
21:31:59:542,0.028,-0.011,-0.994,-266.700,-71.500,-92.200,-0.438,2.562,0.188
21:31:59:688,0.026,-0.013,-0.993,-266.700,-73.700,-91.400,0.250,2.688,0.250
21:31:59:839,0.023,-0.012,-0.989,-264.800,-73.300,-92.700,0.062,2.625,0.125
21:32:00:005,0.024,-0.011,-0.989,-265.500,-71.000,-94.300,-0.375,2.125,0.188
21:32:00:163,0.023,-0.009,-0.992,-264.600,-72.700,-92.900,-0.250,3.000,0.000
21:32:00:323,0.029,-0.014,-0.991,-265.200,-72.600,-93.900,0.125,2.312,0.125
21:32:00:475,0.022,-0.013,-0.990,-264.500,-73.500,-94.100,-0.125,2.250,0.438
21:32:00:633,0.026,-0.016,-0.995,-264.200,-72.100,-94.400,-0.250,2.500,-0.062
21:32:00:775,0.024,-0.008,-0.992,-264.800,-72.100,-93.600,0.125,2.688,0.188
21:32:00:937,0.028,-0.012,-0.995,-265.700,-71.700,-91.700,0.312,2.938,0.188
21:32:01:092,0.028,-0.010,-0.997,-265.300,-72.000,-91.900,-0.375,2.500,0.125
21:32:01:241,0.028,-0.017,-0.992,-266.000,-71.300,-94.600,-0.125,2.125,0.125
21:32:01:396,0.027,-0.012,-0.991,-265.900,-72.100,-91.800,0.125,3.000,0.188
21:32:01:542,0.026,-0.009,-0.992,-264.800,-72.500,-91.700,-0.188,3.000,0.062
21:32:01:688,0.026,-0.010,-0.994,-265.400,-72.000,-91.400,-0.188,2.312,0.125
21:32:01:853,0.028,-0.014,-0.986,-266.600,-72.400,-93.400,0.625,2.875,0.125
21:32:02:013,0.026,-0.017,-0.996,-264.900,-72.000,-95.000,-0.125,2.312,0.188
21:32:02:166,0.027,-0.013,-0.988,-265.100,-72.400,-91.900,-0.062,2.625,0.375
21:32:02:337,0.027,-0.012,-0.996,-265.100,-71.900,-91.200,-0.375,2.062,0.125
21:32:02:487,0.024,-0.014,-0.996,-264.800,-71.900,-92.000,0.562,2.375,0.188
21:32:02:625,0.031,-0.012,-0.990,-265.500,-73.100,-93.400,-0.500,2.750,0.188
21:32:02:772,0.032,-0.011,-0.998,-265.400,-72.800,-93.800,0.375,2.875,0.312
21:32:02:937,0.028,-0.009,-0.992,-263.200,-71.900,-93.400,-0.500,3.000,0.312
21:32:03:085,0.025,-0.016,-0.991,-264.600,-72.300,-91.300,0.625,3.000,0.000
21:32:03:241,0.026,-0.008,-0.994,-265.000,-72.200,-93.600,0.625,2.438,0.188
21:32:03:402,0.027,-0.009,-0.996,-265.400,-72.700,-93.900,-0.125,2.875,0.250
21:32:03:527,0.026,-0.014,-0.995,-265.900,-72.600,-93.000,0.375,2.938,0.375
21:32:03:701,0.027,-0.013,-0.990,-265.300,-72.100,-94.500,-0.250,2.750,0.125
21:32:03:855,0.027,-0.012,-0.990,-266.200,-71.900,-94.000,0.000,3.250,0.312
21:32:04:004,0.025,-0.012,-0.996,-265.000,-72.500,-93.400,0.750,3.000,0.125
21:32:04:143,0.027,-0.013,-0.992,-266.200,-72.900,-92.000,-0.875,3.000,0.062
21:32:04:321,0.030,-0.007,-0.995,-265.200,-71.800,-92.900,0.375,2.812,0.062
21:32:04:454,0.024,-0.010,-1.001,-266.800,-72.700,-93.600,0.562,2.375,0.125
21:32:04:637,0.028,-0.014,-0.994,-265.900,-72.200,-92.700,-0.062,2.562,-0.125
