Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
00:37:40:805,0.024,-0.014,-0.999,-265.500,-72.000,-95.800,-0.250,2.312,0.375
00:37:40:916,0.028,-0.011,-0.997,-264.600,-72.100,-92.800,0.750,2.500,0.125
00:37:41:035,0.022,-0.017,-1.002,-263.500,-71.300,-92.600,0.312,3.000,0.312
00:37:41:142,0.026,-0.012,-0.992,-265.700,-72.600,-92.500,0.188,2.188,0.188
00:37:41:233,0.027,-0.015,-0.991,-264.700,-72.700,-92.500,0.438,2.438,0.000
00:37:41:327,0.029,-0.014,-0.995,-264.300,-73.100,-93.300,0.500,2.750,0.062
00:37:41:455,0.032,-0.007,-0.994,-265.600,-72.200,-92.300,0.125,3.312,-0.125
00:37:41:575,0.025,-0.002,-0.991,-264.600,-72.000,-94.500,0.375,3.000,0.250
00:37:41:684,0.025,-0.012,-0.995,-264.300,-73.400,-92.100,-0.125,2.375,0.250
00:37:41:794,0.028,-0.007,-0.997,-264.500,-72.200,-93.100,0.500,3.062,0.125
00:37:41:886,0.024,-0.017,-0.997,-265.500,-72.200,-93.400,0.000,2.625,0.312
00:37:42:030,0.021,-0.013,-0.989,-265.700,-72.100,-92.000,-0.250,2.688,-0.062
00:37:42:140,0.024,-0.024,-0.996,-264.500,-71.400,-93.900,-0.125,2.688,0.125
00:37:42:244,0.027,-0.014,-0.995,-265.500,-72.800,-91.600,0.688,3.000,0.250
00:37:42:362,0.023,-0.018,-0.992,-263.000,-72.400,-89.300,0.188,3.375,0.250
00:37:42:468,0.024,-0.011,-0.989,-264.700,-73.200,-92.500,-0.375,2.812,0.062
00:37:42:585,0.027,-0.014,-0.990,-262.100,-71.700,-92.800,-0.562,2.812,0.188
00:37:42:687,0.028,-0.015,-0.990,-263.100,-73.100,-94.900,0.625,2.688,-0.062
00:37:42:815,0.026,-0.019,-0.995,-266.300,-71.300,-93.400,0.500,2.938,0.062
00:37:42:896,0.026,-0.014,-0.993,-264.000,-73.300,-92.800,0.375,2.500,0.125
00:37:43:040,0.027,-0.010,-0.998,-265.400,-73.800,-90.400,0.250,2.625,-0.062
00:37:43:139,0.027,-0.011,-0.999,-264.000,-71.600,-90.500,0.000,2.500,0.188
00:37:43:253,0.031,-0.012,-0.990,-265.400,-72.100,-93.700,0.250,2.875,0.000
00:37:43:368,0.024,-0.015,-0.992,-265.200,-71.500,-93.100,-0.250,2.438,-0.125
00:37:43:482,0.025,-0.008,-0.998,-265.200,-73.100,-94.200,0.312,2.875,0.312
00:37:43:604,0.029,-0.013,-1.008,-263.600,-72.700,-92.000,0.625,2.562,0.000
00:37:43:695,0.024,-0.011,-0.996,-264.000,-72.800,-93.300,0.250,2.500,0.125
00:37:43:798,0.028,-0.015,-0.991,-265.900,-71.600,-95.000,0.062,2.812,0.438
00:37:43:919,0.023,-0.016,-0.996,-263.800,-71.400,-92.700,0.188,2.938,0.438
00:37:44:043,0.027,-0.007,-0.991,-264.700,-72.600,-93.800,0.125,2.812,0.188
00:37:44:147,0.024,-0.004,-0.994,-264.100,-73.000,-92.300,0.562,2.438,0.062
00:37:44:275,0.029,-0.012,-0.999,-263.500,-73.200,-94.600,0.312,2.562,0.312
00:37:44:366,0.025,-0.009,-0.986,-265.200,-72.100,-93.900,0.312,2.688,0.312
00:37:44:493,0.029,-0.013,-0.989,-262.600,-72.700,-94.700,0.125,3.062,-0.125
00:37:44:596,0.029,-0.010,-0.990,-264.100,-71.800,-91.300,-0.062,2.438,0.250
00:37:44:713,0.026,-0.010,-1.004,-264.300,-71.900,-93.900,0.312,2.938,0.062
00:37:44:823,0.031,-0.013,-0.993,-264.300,-72.600,-92.300,0.375,3.188,0.250
00:37:44:939,0.025,-0.014,-0.995,-263.400,-72.700,-93.300,-0.062,2.750,0.312
00:37:45:053,0.023,-0.012,-0.993,-264.600,-71.500,-91.300,-0.188,2.625,0.062
00:37:45:155,0.024,-0.013,-0.996,-263.500,-71.800,-91.000,0.312,2.500,0.000
00:37:45:267,0.030,-0.015,-0.996,-264.400,-72.500,-94.900,-0.250,2.250,0.188
00:37:45:391,0.024,-0.011,-0.991,-263.900,-72.300,-94.500,-0.438,2.812,0.000
00:37:45:493,0.030,-0.018,-0.999,-263.900,-71.300,-92.500,-0.125,2.688,0.438
00:37:45:611,0.025,-0.012,-0.996,-265.100,-71.500,-91.700,0.125,2.500,0.188
00:37:45:725,0.026,-0.011,-0.996,-265.200,-72.100,-94.300,0.000,2.875,0.062
00:37:45:833,0.028,-0.012,-0.991,-264.600,-71.200,-94.400,0.938,2.438,0.000
00:37:45:925,0.030,-0.015,-0.998,-265.100,-72.800,-93.000,0.125,2.562,0.125
00:37:46:044,0.027,-0.008,-0.996,-263.800,-70.300,-94.200,0.062,2.375,0.188
00:37:46:153,0.028,-0.010,-0.993,-264.200,-71.700,-93.800,0.250,2.625,0.125
00:37:46:254,0.028,-0.009,-0.999,-263.700,-71.400,-93.400,0.625,2.562,0.125
00:37:46:345,0.024,-0.015,-0.992,-264.000,-72.100,-93.600,0.375,3.000,0.250
00:37:46:457,0.027,-0.010,-0.995,-265.500,-72.100,-94.300,-0.250,2.062,0.000
00:37:46:575,0.027,-0.011,-1.000,-266.200,-71.400,-94.700,0.188,2.562,0.312
00:37:46:693,0.022,-0.016,-1.003,-266.000,-73.500,-92.200,0.625,3.188,0.062
00:37:46:788,0.024,-0.017,-0.989,-264.000,-74.000,-93.500,-0.188,2.875,-0.125
00:37:46:921,0.024,-0.007,-0.996,-265.000,-73.400,-92.700,0.188,2.312,0.312
00:37:47:040,0.024,-0.010,-0.998,-263.300,-72.300,-92.900,0.125,2.562,0.000
00:37:47:141,0.023,-0.010,-0.991,-264.800,-72.100,-93.400,-0.125,2.438,-0.062
00:37:47:246,0.026,-0.011,-0.991,-263.800,-72.200,-93.700,0.250,3.188,0.562
00:37:47:383,0.027,-0.014,-0.993,-266.700,-72.100,-92.200,-0.250,2.375,0.250
00:37:47:494,0.027,-0.009,-0.992,-265.000,-72.300,-93.500,-0.062,2.125,-0.062
00:37:47:614,0.028,-0.009,-0.996,-263.800,-72.400,-93.600,0.312,2.688,0.000
00:37:47:733,0.029,-0.012,-0.991,-264.200,-72.300,-92.400,0.062,2.375,0.125
00:37:47:825,0.026,-0.011,-0.989,-264.000,-72.600,-93.500,0.188,2.500,0.125
00:37:47:936,0.028,-0.013,-0.991,-263.600,-72.500,-93.700,0.438,2.750,-0.062
00:37:48:045,0.026,-0.017,-0.997,-265.400,-72.000,-95.200,0.000,2.938,0.250
00:37:48:165,0.026,-0.008,-0.989,-266.500,-71.900,-93.700,-0.375,2.562,0.062
00:37:48:265,0.026,-0.009,-0.989,-266.200,-71.000,-92.900,0.625,3.062,0.000
00:37:48:375,0.028,-0.014,-1.000,-264.800,-70.600,-94.100,0.000,2.562,0.188
00:37:48:510,0.026,-0.017,-0.995,-265.100,-72.900,-92.200,0.250,2.688,0.500
00:37:48:605,0.030,-0.013,-1.003,-265.200,-72.900,-94.800,0.438,2.250,0.188
00:37:48:716,0.025,-0.010,-0.988,-264.500,-70.500,-95.100,-0.438,2.875,0.250
00:37:48:807,0.029,-0.013,-0.991,-265.200,-73.400,-93.000,-0.375,2.750,0.250
00:37:48:935,0.025,-0.012,-0.991,-265.200,-71.200,-92.400,-0.125,2.438,0.188
00:37:49:049,0.028,-0.002,-0.989,-264.500,-72.300,-93.400,0.438,2.375,0.312
00:37:49:145,0.020,-0.012,-0.994,-264.900,-71.600,-93.300,0.062,2.500,0.000
00:37:49:264,0.024,-0.013,-0.992,-264.000,-72.100,-96.700,0.812,3.000,0.438
00:37:49:377,0.028,-0.012,-0.990,-265.500,-71.700,-93.500,-0.125,2.562,0.312
00:37:49:500,0.029,-0.010,-0.986,-264.500,-71.900,-89.800,0.062,2.688,0.312
00:37:49:630,0.028,-0.004,-0.987,-265.200,-71.000,-92.500,0.688,3.125,0.062
00:37:49:722,0.026,-0.013,-0.992,-264.900,-72.600,-93.300,0.125,3.312,0.125
00:37:49:817,0.025,-0.011,-0.996,-264.400,-71.300,-93.100,-0.250,2.562,0.000
00:37:49:934,0.027,-0.011,-0.988,-265.100,-72.300,-93.500,0.125,2.688,0.312
00:37:50:054,0.028,-0.018,-0.989,-263.800,-72.400,-93.600,0.250,2.938,0.000
00:37:50:163,0.024,-0.018,-0.992,-263.500,-72.300,-92.200,0.188,2.562,0.000
00:37:50:280,0.029,-0.015,-0.995,-264.900,-72.500,-92.000,0.125,2.438,0.312
00:37:50:392,0.026,-0.012,-0.989,-263.900,-71.600,-94.700,0.188,2.812,0.250
00:37:50:494,0.029,-0.014,-0.997,-263.800,-71.800,-92.700,0.125,2.625,0.312
00:37:50:607,0.028,-0.011,-0.989,-264.200,-71.800,-93.400,0.312,2.875,0.312
00:37:50:733,0.029,-0.011,-1.005,-265.700,-71.900,-91.700,-0.125,2.250,-0.250
00:37:50:844,0.031,-0.016,-0.991,-263.800,-72.200,-92.900,0.250,2.500,-0.125
00:37:50:981,0.021,-0.012,-0.993,-265.100,-72.400,-95.700,0.312,2.312,-0.125
00:37:51:083,0.026,-0.009,-0.999,-265.300,-71.200,-93.900,0.000,2.000,-0.062
00:37:51:203,0.023,-0.014,-0.991,-264.000,-73.000,-92.900,0.250,2.875,0.188
00:37:51:314,0.026,-0.012,-0.997,-264.600,-73.600,-93.200,0.188,3.250,-0.250
00:37:51:424,0.026,-0.009,-0.994,-264.700,-72.400,-93.600,-0.062,2.750,0.375
00:37:51:534,0.030,-0.012,-0.996,-263.700,-72.700,-93.300,-0.312,2.500,0.125
00:37:51:655,0.032,-0.014,-0.993,-264.600,-72.300,-91.700,0.125,2.875,0.312
00:37:51:765,0.028,-0.016,-1.002,-264.200,-70.600,-96.100,-0.250,2.250,0.000
00:37:51:857,0.028,-0.009,-0.993,-263.900,-71.600,-91.200,0.375,2.625,0.312
00:37:51:993,0.029,-0.011,-0.995,-264.700,-72.500,-93.800,0.250,3.188,0.188
00:37:52:084,0.027,-0.013,-0.989,-263.700,-72.800,-93.400,-0.188,2.875,0.000
00:37:52:221,0.030,-0.010,-0.992,-263.700,-72.200,-94.000,0.125,2.688,0.125
00:37:52:331,0.027,-0.012,-0.990,-263.900,-70.900,-96.900,-0.062,2.375,-0.125
00:37:52:418,0.030,-0.012,-0.991,-263.100,-72.900,-91.000,0.250,2.250,0.125
00:37:52:528,0.022,-0.007,-0.997,-265.100,-72.900,-93.200,0.125,2.688,-0.125
00:37:52:654,0.027,-0.005,-0.995,-265.100,-71.900,-92.200,0.062,2.500,0.188
00:37:52:757,0.024,-0.016,-0.996,-263.600,-72.400,-93.300,0.062,2.750,0.000
00:37:52:883,0.023,-0.010,-0.996,-264.800,-71.600,-92.900,0.062,2.938,0.312
00:37:52:991,0.022,-0.012,-0.995,-265.000,-72.300,-92.600,0.688,2.812,0.125
00:37:53:086,0.021,-0.018,-0.997,-263.900,-73.100,-92.100,0.188,2.812,-0.188
00:37:53:205,0.028,-0.013,-0.996,-264.400,-73.500,-93.700,0.500,2.375,0.188
00:37:53:330,0.027,-0.009,-0.993,-263.900,-72.800,-92.200,0.062,3.250,0.438
00:37:53:423,0.028,-0.013,-0.995,-262.900,-73.200,-92.600,0.188,2.500,0.438
00:37:53:560,0.024,-0.012,-0.997,-264.700,-71.700,-95.100,-0.062,1.875,0.375
00:37:53:655,0.032,-0.008,-0.993,-264.300,-72.300,-95.800,0.250,2.625,-0.188
00:37:53:782,0.025,-0.012,-0.996,-265.800,-73.500,-94.200,-0.188,2.250,0.062
00:37:53:890,0.028,-0.014,-0.996,-265.300,-71.900,-93.400,-0.062,2.688,0.125
00:37:53:986,0.024,-0.016,-0.990,-264.700,-72.000,-93.100,0.312,2.562,0.375
00:37:54:115,0.023,-0.012,-0.993,-265.000,-71.600,-94.500,0.000,3.062,0.188
00:37:54:214,0.026,-0.017,-1.003,-263.300,-72.500,-94.600,0.375,2.812,0.000
00:37:54:315,0.026,-0.008,-0.996,-265.000,-73.000,-92.400,0.000,2.688,0.062
00:37:54:427,0.029,-0.015,-1.001,-265.600,-72.400,-94.000,0.062,2.500,-0.125
00:37:54:535,0.029,-0.006,-0.994,-263.800,-73.900,-93.400,0.438,2.875,0.375
00:37:54:660,0.027,-0.011,-1.003,-264.400,-72.700,-93.300,0.062,2.688,0.188
00:37:54:747,0.031,-0.010,-0.995,-265.000,-72.700,-95.100,0.438,2.812,0.188
00:37:54:843,0.029,-0.013,-1.005,-263.900,-72.400,-93.000,0.062,2.938,0.188
00:37:54:966,0.028,-0.015,-0.990,-264.900,-72.200,-92.700,-0.375,2.812,0.125
00:37:55:057,0.027,-0.016,-0.998,-266.100,-72.500,-94.100,0.312,2.750,0.312
00:37:55:183,0.031,-0.009,-0.991,-265.400,-71.600,-93.500,0.312,2.812,0.125
00:37:55:320,0.030,-0.012,-0.990,-265.900,-72.400,-94.000,0.562,3.188,0.000
00:37:55:408,0.021,-0.009,-0.983,-265.300,-71.600,-94.500,0.438,3.062,0.000
00:37:55:533,0.032,-0.010,-0.997,-264.300,-72.200,-91.500,0.375,2.438,0.312
00:37:55:658,0.031,-0.012,-0.996,-264.800,-73.800,-95.800,-0.250,2.562,0.250
00:37:55:748,0.023,-0.012,-0.990,-265.300,-72.500,-91.700,-0.125,2.312,0.125
00:37:55:866,0.030,-0.014,-0.990,-265.700,-72.700,-92.100,0.438,3.125,0.250
00:37:55:978,0.025,-0.017,-0.989,-265.100,-72.800,-94.000,0.312,2.375,0.375
00:37:56:122,0.026,-0.011,-0.993,-265.900,-71.900,-90.900,0.125,2.438,0.312
00:37:56:216,0.028,-0.012,-1.000,-265.500,-73.200,-94.000,0.250,2.688,0.250
00:37:56:338,0.026,-0.012,-0.996,-265.100,-72.300,-91.900,0.188,2.688,0.125
00:37:56:435,0.026,-0.018,-0.992,-264.300,-72.700,-93.100,-0.062,3.250,0.125
00:37:56:553,0.030,-0.013,-0.996,-263.500,-73.800,-91.200,0.125,2.562,0.188
00:37:56:645,0.026,-0.012,-0.991,-264.700,-73.900,-91.800,0.688,2.750,0.000
00:37:56:766,0.029,-0.016,-0.994,-263.400,-73.000,-93.500,0.375,2.875,0.062
00:37:56:898,0.029,-0.011,-0.992,-266.100,-71.300,-93.900,-0.188,2.875,0.312
00:37:56:987,0.026,-0.008,-0.994,-265.600,-71.500,-93.500,0.062,2.938,0.312
00:37:57:106,0.027,-0.014,-0.992,-265.000,-73.600,-95.000,0.312,3.375,0.188
00:37:57:240,0.027,-0.011,-0.989,-264.800,-72.000,-93.000,-0.125,2.625,0.125
00:37:57:344,0.027,-0.010,-0.999,-264.400,-72.400,-93.500,0.188,2.125,0.062
00:37:57:435,0.024,-0.013,-0.999,-266.100,-72.800,-93.400,-0.562,2.875,0.188
00:37:57:545,0.028,-0.008,-0.992,-263.800,-72.400,-94.100,0.125,2.625,0.312
00:37:57:675,0.029,-0.011,-0.997,-265.100,-74.200,-90.300,0.438,2.750,0.500
00:37:57:789,0.031,-0.011,-0.998,-264.400,-73.200,-94.500,0.375,3.000,-0.188
00:37:57:893,0.024,-0.016,-1.000,-265.500,-72.000,-94.500,-0.375,2.812,0.125
00:37:57:995,0.030,-0.014,-0.996,-264.600,-73.000,-91.000,0.062,3.000,0.125
00:37:58:120,0.023,-0.011,-0.996,-264.900,-72.300,-92.700,0.375,2.125,0.000
00:37:58:260,0.035,-0.010,-0.987,-266.700,-72.000,-94.400,0.125,2.875,-0.188
00:37:58:336,0.029,-0.016,-0.996,-265.600,-72.200,-92.800,0.062,2.625,0.062
00:37:58:457,0.026,-0.014,-1.002,-265.000,-71.900,-93.800,0.500,3.000,0.062
00:37:58:583,0.026,-0.012,-0.995,-265.100,-71.900,-93.500,0.188,3.125,-0.062
00:37:58:677,0.031,-0.010,-0.992,-264.200,-72.500,-93.100,0.062,2.500,0.062
00:37:58:810,0.023,-0.011,-0.996,-265.400,-72.700,-93.300,0.500,3.000,0.125
00:37:58:896,0.024,-0.008,-0.999,-265.000,-73.700,-94.100,0.062,2.562,0.250
00:37:58:997,0.032,-0.008,-0.994,-265.400,-73.400,-92.300,-0.125,2.562,0.500
00:37:59:114,0.025,-0.014,-0.992,-265.600,-73.300,-92.700,0.188,2.625,0.125
00:37:59:238,0.025,-0.009,-0.991,-264.600,-72.000,-95.400,0.375,2.750,0.125
00:37:59:335,0.026,-0.014,-0.999,-263.600,-73.500,-91.400,-0.750,2.500,0.062
00:37:59:443,0.024,-0.018,-0.995,-264.900,-71.800,-94.900,-0.125,2.250,0.188
00:37:59:555,0.030,-0.013,-0.996,-265.100,-72.700,-92.400,-0.125,2.688,-0.125
00:37:59:682,0.032,-0.010,-0.992,-265.400,-72.900,-92.200,0.000,3.000,0.062
00:37:59:787,0.029,-0.013,-0.994,-265.600,-71.700,-94.400,-0.250,2.188,0.125
00:37:59:895,0.029,-0.012,-0.996,-264.900,-72.800,-92.900,0.938,2.938,0.375
00:38:00:005,0.029,-0.012,-0.994,-265.400,-72.400,-93.500,0.312,2.438,0.375
00:38:00:131,0.031,-0.007,-0.997,-263.800,-72.700,-93.900,0.000,2.688,0.250
00:38:00:251,0.023,-0.012,-0.995,-265.000,-72.900,-92.500,-0.125,2.812,0.000
00:38:00:347,0.027,-0.011,-0.996,-264.900,-72.900,-93.800,0.625,2.438,0.062
00:38:00:465,0.025,-0.011,-1.003,-264.900,-72.200,-93.400,-0.125,2.875,0.250
00:38:00:592,0.028,-0.012,-0.996,-264.500,-71.100,-94.500,0.688,2.875,0.000
00:38:00:694,0.024,-0.010,-0.988,-265.000,-72.800,-91.900,-0.375,2.188,0.125
00:38:00:808,0.026,-0.016,-1.002,-264.800,-72.300,-93.000,-0.125,2.125,0.125
00:38:00:938,0.031,-0.013,-0.999,-265.200,-71.600,-91.200,-0.375,2.688,0.125
00:38:01:035,0.030,-0.013,-0.996,-265.600,-72.600,-94.000,0.438,2.875,0.062
00:38:01:172,0.023,-0.012,-0.996,-263.400,-71.500,-93.800,0.125,3.188,0.125
00:38:01:258,0.025,-0.009,-0.989,-264.900,-71.700,-91.900,-0.375,2.750,0.375
00:38:01:377,0.021,-0.013,-0.992,-264.400,-72.800,-90.700,0.250,2.500,0.125
00:38:01:495,0.027,-0.009,-0.996,-265.000,-72.500,-93.100,0.375,3.188,0.438
00:38:01:576,0.031,-0.012,-0.989,-263.400,-72.100,-90.600,-0.062,2.625,0.375
00:38:01:686,0.027,-0.014,-0.996,-264.800,-72.800,-93.300,0.250,2.812,-0.188
00:38:01:794,0.028,-0.014,-0.993,-265.400,-72.600,-93.600,0.875,3.062,0.312
00:38:01:922,0.031,-0.012,-1.001,-264.000,-71.000,-94.000,0.438,2.312,0.062
00:38:02:040,0.024,-0.015,-0.991,-266.400,-72.800,-91.800,-0.188,2.125,0.000
00:38:02:126,0.026,-0.015,-0.995,-264.100,-72.400,-95.300,0.000,2.312,0.188
00:38:02:245,0.026,-0.016,-0.991,-265.000,-72.600,-93.000,0.000,2.312,0.375
00:38:02:356,0.025,-0.013,-1.000,-264.800,-71.700,-93.500,-0.062,2.250,0.000
00:38:02:456,0.027,-0.016,-0.991,-265.200,-72.000,-93.500,-0.188,3.000,0.062
00:38:02:577,0.027,-0.010,-0.991,-265.000,-72.600,-92.100,0.250,2.812,0.062
00:38:02:700,0.027,-0.010,-0.997,-266.600,-72.800,-93.700,-0.312,2.500,0.250
00:38:02:813,0.024,-0.011,-0.993,-264.700,-73.000,-94.000,0.438,2.750,-0.250
00:38:02:922,0.028,-0.014,-0.993,-264.200,-71.500,-92.000,-0.312,3.312,0.438
00:38:03:024,0.028,-0.016,-0.994,-265.100,-73.300,-94.000,0.125,2.438,0.250
00:38:03:180,0.027,-0.017,-1.006,-264.200,-72.600,-91.300,0.312,2.938,0.125
00:38:03:248,0.023,-0.010,-0.993,-263.700,-72.600,-93.200,0.562,2.750,0.062
00:38:03:377,0.024,-0.015,-0.997,-264.600,-72.800,-92.300,0.250,2.312,-0.250
00:38:03:504,0.025,-0.010,-0.990,-266.000,-72.000,-94.200,0.312,2.688,0.250
00:38:03:607,0.028,-0.014,-0.999,-266.800,-72.800,-93.500,0.062,2.188,0.188
00:38:03:738,0.024,-0.010,-0.996,-264.100,-74.600,-94.000,0.062,3.000,0.312
00:38:03:841,0.029,-0.014,-0.996,-264.800,-72.100,-92.800,0.188,2.562,0.312
00:38:03:962,0.025,-0.012,-0.998,-264.900,-71.500,-93.500,0.250,2.875,0.188
00:38:04:079,0.026,-0.010,-0.991,-263.000,-71.700,-93.500,0.000,2.688,0.125
