Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
21:20:03:220,0.025,-0.016,-0.992,-266.300,-73.200,-92.700,-0.062,2.312,0.125
21:20:03:384,0.032,-0.012,-0.992,-266.100,-72.500,-93.300,0.312,2.312,0.125
21:20:03:551,0.024,-0.015,-0.991,-266.300,-71.500,-93.400,0.000,2.812,-0.125
21:20:03:710,0.029,-0.015,-0.990,-265.900,-71.500,-92.500,0.312,3.125,0.500
21:20:03:875,0.025,-0.011,-0.991,-266.700,-71.500,-93.300,-0.312,2.812,0.375
21:20:04:020,0.030,-0.012,-0.996,-266.600,-70.300,-95.000,0.750,2.688,0.500
21:20:04:178,0.028,-0.012,-0.996,-265.900,-71.500,-90.600,0.000,2.625,0.062
21:20:04:326,0.022,-0.013,-0.993,-265.300,-70.300,-92.600,0.562,2.938,0.188
21:20:04:487,0.025,-0.013,-0.998,-266.000,-71.600,-92.900,-0.188,2.688,0.250
21:20:04:620,0.029,-0.012,-0.990,-265.000,-70.800,-91.200,0.125,2.438,0.312
21:20:04:781,0.028,-0.009,-1.001,-264.500,-71.400,-93.100,-0.312,2.750,0.250
21:20:04:941,0.024,-0.008,-0.992,-265.000,-70.600,-91.700,0.312,2.625,0.188
21:20:05:096,0.027,-0.011,-0.990,-265.500,-72.400,-91.100,-0.375,2.688,0.438
21:20:05:242,0.027,-0.010,-0.999,-263.900,-71.900,-92.400,-0.312,2.375,0.000
21:20:05:400,0.028,-0.016,-0.996,-265.800,-71.600,-94.700,0.375,2.875,0.562
21:20:05:557,0.027,-0.009,-0.997,-267.000,-70.400,-94.500,0.188,2.750,0.000
21:20:05:687,0.028,-0.011,-0.995,-265.000,-69.700,-94.700,0.250,2.750,0.125
21:20:05:857,0.027,-0.012,-0.989,-266.800,-71.100,-92.700,0.188,3.188,0.375
21:20:06:005,0.023,-0.012,-0.993,-263.700,-70.700,-93.400,0.000,2.562,0.125
21:20:06:163,0.024,-0.017,-1.003,-265.800,-72.900,-93.800,0.188,3.125,0.250
21:20:06:327,0.023,-0.012,-0.995,-265.500,-72.300,-91.700,0.000,2.438,0.250
21:20:06:498,0.028,-0.011,-0.996,-265.900,-71.800,-91.000,0.000,2.438,-0.125
21:20:06:669,0.023,-0.009,-0.996,-265.100,-71.700,-90.700,-0.250,2.625,0.125
21:20:06:790,0.028,-0.011,-0.994,-266.400,-70.800,-91.700,0.312,2.438,0.062
21:20:06:902,0.024,-0.010,-0.995,-265.500,-71.100,-94.200,-0.062,2.812,0.375
21:20:07:018,0.024,-0.012,-0.991,-266.500,-71.200,-93.600,-0.500,2.500,0.500
21:20:07:159,0.026,-0.015,-0.995,-264.300,-71.400,-92.400,0.375,2.875,0.062
21:20:07:280,0.028,-0.009,-0.991,-265.900,-72.600,-93.500,0.375,2.750,-0.250
21:20:07:403,0.029,-0.015,-0.996,-264.900,-71.300,-93.500,0.250,2.625,-0.062
21:20:07:537,0.027,-0.014,-0.991,-266.600,-72.200,-92.700,0.188,2.375,0.000
21:20:07:702,0.029,-0.012,-0.994,-265.500,-72.400,-90.700,-0.438,2.562,0.000
21:20:07:852,0.025,-0.012,-0.994,-267.100,-72.800,-92.300,-0.438,2.562,-0.250
21:20:08:022,0.025,-0.012,-0.993,-263.600,-72.000,-94.300,-0.438,2.562,0.125
21:20:08:139,0.021,-0.012,-0.995,-265.800,-72.100,-92.300,0.312,2.500,0.312
21:20:08:295,0.031,-0.011,-0.997,-264.400,-71.500,-91.900,-0.188,3.125,0.188
21:20:08:459,0.030,-0.013,-0.995,-265.900,-71.100,-93.900,0.000,2.812,0.250
21:20:08:614,0.029,-0.012,-0.991,-265.900,-71.900,-92.400,-0.062,2.688,0.062
21:20:08:760,0.032,-0.014,-0.996,-265.000,-71.200,-93.000,-0.188,3.188,0.188
21:20:08:925,0.025,-0.013,-0.991,-264.900,-70.500,-93.000,0.500,2.438,0.250
21:20:09:099,0.025,-0.011,-0.996,-265.200,-71.800,-92.600,-0.125,2.750,0.250
21:20:09:246,0.027,-0.014,-0.994,-266.400,-71.600,-94.700,0.500,2.500,0.062
21:20:09:404,0.025,-0.009,-0.990,-265.700,-71.700,-91.100,0.188,3.062,0.062
21:20:09:575,0.029,-0.011,-0.996,-266.900,-71.300,-92.200,0.312,3.125,-0.062
21:20:09:758,0.029,-0.013,-0.993,-265.200,-71.700,-93.300,0.062,3.000,0.125
21:20:09:942,0.022,-0.012,-0.993,-264.400,-72.300,-91.900,-0.250,2.812,-0.062
21:20:10:126,0.029,-0.009,-0.995,-266.400,-72.200,-91.600,-0.188,3.000,0.000
21:20:10:312,0.025,-0.013,-0.995,-265.500,-71.700,-95.600,-0.125,2.625,-0.062
21:20:10:499,0.026,-0.012,-0.991,-265.700,-72.100,-94.300,0.062,2.938,0.250
21:20:10:683,0.029,-0.007,-0.994,-266.000,-71.500,-92.200,-0.188,2.688,-0.062
21:20:10:863,0.026,-0.008,-0.989,-265.200,-71.100,-93.100,-0.125,3.312,0.000
21:20:11:044,0.029,-0.015,-0.996,-266.400,-73.900,-93.800,0.000,2.688,0.375
21:20:11:190,0.026,-0.012,-0.997,-266.200,-70.900,-93.400,0.062,2.750,0.125
21:20:11:372,0.027,-0.012,-1.001,-264.500,-72.100,-91.600,-0.375,2.625,0.062
21:20:11:551,0.027,-0.010,-0.990,-266.600,-71.500,-92.800,0.562,3.125,0.062
21:20:11:743,0.032,-0.013,-0.996,-265.100,-70.800,-93.500,0.125,3.000,0.062
21:20:11:920,0.026,-0.010,-0.997,-265.600,-72.300,-93.500,0.250,2.750,0.188
21:20:12:103,0.023,-0.015,-0.989,-265.600,-71.400,-91.900,0.312,2.875,0.312
21:20:12:283,0.024,-0.014,-0.990,-265.600,-71.000,-93.100,0.062,2.562,0.375
21:20:12:451,0.025,-0.008,-0.990,-266.200,-71.200,-91.300,-0.250,2.312,0.250
21:20:12:629,0.027,-0.012,-0.992,-265.600,-72.000,-94.400,0.250,2.688,0.188
21:20:12:819,0.027,-0.014,-0.996,-264.900,-71.000,-90.100,-0.188,2.438,0.000
21:20:13:001,0.030,-0.014,-0.986,-265.700,-72.100,-91.700,-0.438,2.500,0.312
21:20:13:191,0.026,-0.016,-0.992,-265.900,-73.400,-93.600,-0.375,2.625,0.188
21:20:13:377,0.024,-0.012,-0.996,-264.500,-71.700,-94.400,-0.500,3.312,0.500
21:20:13:557,0.027,-0.015,-0.988,-265.500,-71.600,-91.700,-0.125,2.750,0.188
21:20:13:736,0.028,-0.016,-0.991,-264.700,-71.300,-93.000,-0.250,2.812,0.188
21:20:13:918,0.031,-0.014,-0.994,-265.700,-71.600,-92.700,-0.375,3.062,0.312
21:20:14:094,0.028,-0.008,-0.985,-266.100,-71.400,-93.400,0.062,2.438,0.125
21:20:14:261,0.030,-0.011,-1.001,-265.800,-71.300,-93.700,-0.375,2.875,0.125
21:20:14:444,0.026,-0.009,-0.991,-265.400,-71.000,-93.400,0.125,3.125,0.125
21:20:14:632,0.028,-0.008,-0.996,-266.100,-71.800,-94.800,-0.500,2.625,-0.062
21:20:14:807,0.027,-0.011,-0.992,-265.400,-72.600,-93.400,-0.125,2.875,0.062
21:20:14:989,0.030,-0.010,-0.997,-265.900,-72.300,-92.300,0.625,3.000,0.000
21:20:15:171,0.022,-0.008,-0.999,-266.100,-71.500,-90.800,0.625,2.688,0.188
21:20:15:332,0.021,-0.009,-0.997,-265.300,-70.600,-92.400,0.188,2.812,0.312
21:20:15:516,0.024,-0.010,-0.991,-265.200,-72.500,-93.600,0.062,2.562,0.000
21:20:15:701,0.029,-0.014,-0.989,-264.900,-71.900,-93.500,-0.188,2.312,0.188
21:20:15:875,0.022,-0.010,-0.988,-266.500,-70.700,-90.500,0.250,2.750,0.062
21:20:16:038,0.027,-0.014,-0.990,-266.700,-72.400,-92.300,0.312,2.688,0.062
21:20:16:211,0.023,-0.014,-1.000,-264.700,-71.300,-93.300,0.125,2.500,0.125
21:20:16:400,0.031,-0.014,-0.991,-265.500,-72.700,-92.500,0.188,2.938,-0.062
21:20:16:550,0.025,-0.018,-0.995,-264.700,-71.700,-93.700,0.500,2.812,0.312
21:20:16:730,0.031,-0.011,-0.991,-264.900,-71.600,-92.800,-0.875,2.562,0.125
