Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
00:05:51:230,0.026,-0.009,-1.001,-265.000,-72.500,-93.000,0.812,2.812,0.250
00:05:51:402,0.029,-0.010,-0.990,-265.200,-72.900,-96.000,0.750,3.188,-0.250
00:05:51:558,0.025,-0.012,-0.996,-263.100,-72.400,-94.200,0.438,1.875,-0.188
00:05:51:734,0.020,-0.010,-0.998,-266.700,-72.800,-95.100,-0.062,3.062,0.188
00:05:51:912,0.027,-0.009,-0.996,-264.700,-72.000,-94.100,0.188,2.938,0.250
00:05:52:068,0.025,-0.013,-0.992,-265.300,-73.200,-93.100,0.062,2.625,0.312
00:05:52:236,0.024,-0.012,-0.997,-264.700,-72.900,-92.900,0.312,2.312,0.188
00:05:52:414,0.025,-0.010,-1.004,-266.400,-75.300,-93.300,-0.250,2.812,0.062
00:05:52:555,0.028,-0.016,-1.005,-264.300,-72.900,-92.700,0.188,3.000,0.125
00:05:52:757,0.023,-0.014,-0.989,-264.400,-71.600,-91.900,0.062,2.750,0.250
00:05:52:916,0.028,-0.015,-0.997,-265.600,-72.300,-91.500,-0.125,2.688,-0.188
00:05:53:088,0.027,-0.015,-0.996,-264.900,-73.000,-92.200,-0.562,2.375,0.000
00:05:53:257,0.023,-0.013,-0.998,-265.500,-73.100,-92.000,0.188,2.375,0.062
00:05:53:432,0.025,-0.015,-0.990,-266.600,-72.600,-91.500,0.000,2.688,0.312
00:05:53:594,0.024,-0.013,-0.992,-265.000,-72.800,-92.400,0.188,2.562,0.312
00:05:53:753,0.026,-0.015,-0.985,-265.400,-72.600,-95.400,0.000,2.312,0.312
00:05:53:927,0.027,-0.013,-0.995,-265.800,-72.700,-94.900,0.000,2.812,0.062
00:05:54:105,0.027,-0.011,-0.995,-265.900,-72.600,-93.300,-0.625,2.688,0.000
00:05:54:273,0.026,-0.012,-0.992,-265.200,-73.400,-92.500,0.625,2.625,0.188
00:05:54:426,0.029,-0.008,-0.993,-265.500,-72.900,-93.300,-0.250,2.250,-0.188
00:05:54:605,0.027,-0.012,-0.996,-264.800,-72.700,-92.500,0.312,3.000,0.062
00:05:54:770,0.032,-0.014,-0.992,-264.100,-74.000,-95.100,-0.375,3.062,0.125
00:05:54:936,0.024,-0.015,-0.991,-265.800,-70.900,-93.600,0.438,2.562,0.250
00:05:55:122,0.022,-0.013,-0.991,-264.900,-71.300,-90.900,-0.188,2.625,0.375
00:05:55:289,0.025,-0.012,-0.996,-264.300,-71.600,-94.000,0.312,2.562,0.000
00:05:55:443,0.026,-0.012,-0.986,-265.200,-71.600,-92.400,0.375,3.062,0.312
00:05:55:630,0.027,-0.013,-0.990,-263.700,-72.600,-93.900,0.562,3.062,0.062
00:05:55:769,0.022,-0.013,-0.996,-264.500,-73.600,-93.000,0.250,3.125,0.188
00:05:55:953,0.025,-0.006,-0.990,-266.600,-71.500,-93.500,-0.062,2.625,0.125
00:05:56:122,0.025,-0.011,-0.990,-266.500,-71.800,-91.500,-0.125,2.312,0.312
00:05:56:299,0.030,-0.015,-0.996,-264.400,-71.900,-95.700,0.250,3.438,-0.062
00:05:56:455,0.022,-0.012,-0.998,-264.000,-73.600,-95.400,0.125,2.625,0.438
00:05:56:625,0.024,-0.006,-0.999,-266.700,-73.500,-92.800,0.188,2.688,0.062
00:05:56:809,0.028,-0.006,-0.996,-263.000,-72.400,-93.100,-0.062,2.938,0.188
00:05:56:979,0.023,-0.018,-0.991,-265.200,-73.600,-92.700,0.062,2.750,-0.188
00:05:57:140,0.020,-0.010,-0.989,-265.900,-73.400,-92.700,0.000,2.812,0.062
00:05:57:310,0.022,-0.012,-0.993,-265.000,-73.800,-93.600,0.938,2.875,0.250
00:05:57:470,0.026,-0.014,-1.000,-265.500,-73.900,-92.300,-0.375,2.625,0.250
00:05:57:634,0.024,-0.013,-0.996,-263.500,-72.600,-94.400,0.188,2.625,0.250
