Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
00:05:57:818,0.023,-0.010,-0.996,-264.900,-72.700,-93.200,0.000,3.062,-0.062
00:05:57:938,0.026,-0.009,-0.991,-265.000,-72.400,-92.400,-0.062,2.812,0.062
00:05:58:143,0.027,-0.012,-0.992,-265.100,-72.500,-94.300,0.125,2.188,0.312
00:05:58:330,0.031,-0.007,-0.996,-265.600,-72.700,-92.600,0.062,2.812,0.125
00:05:58:484,0.028,-0.009,-0.997,-265.000,-72.400,-94.300,0.562,2.250,-0.125
00:05:58:653,0.032,-0.014,-0.996,-263.200,-72.000,-93.900,-0.500,2.688,0.062
00:05:58:808,0.028,-0.011,-0.991,-264.100,-71.200,-95.500,0.062,3.000,-0.062
00:05:59:001,0.023,-0.011,-0.992,-264.100,-72.100,-93.800,0.312,2.625,-0.062
00:05:59:174,0.027,-0.012,-0.989,-264.000,-73.100,-94.600,0.062,2.875,0.250
00:05:59:319,0.025,-0.011,-0.997,-264.600,-72.000,-93.900,0.250,2.750,0.250
00:05:59:501,0.028,-0.012,-0.991,-265.300,-72.300,-94.900,-0.062,2.750,0.188
00:05:59:653,0.027,-0.008,-0.992,-264.400,-72.000,-94.100,0.375,3.062,0.062
00:05:59:833,0.026,-0.009,-0.997,-263.600,-73.000,-94.400,-0.250,3.000,0.188
00:05:59:995,0.022,-0.013,-0.992,-264.500,-72.200,-94.000,0.125,2.750,0.062
00:06:00:184,0.028,-0.013,-0.997,-264.200,-72.600,-96.400,-0.125,2.312,0.438
00:06:00:324,0.026,-0.011,-0.998,-265.100,-72.200,-93.500,0.000,2.750,0.312
00:06:00:510,0.023,-0.012,-0.991,-265.100,-71.700,-93.700,0.438,3.125,0.250
00:06:00:667,0.022,-0.011,-1.000,-265.500,-73.200,-94.900,0.312,2.812,0.125
00:06:00:825,0.029,-0.012,-0.998,-263.500,-73.400,-92.900,0.188,2.688,0.375
00:06:00:997,0.025,-0.012,-0.994,-263.600,-71.400,-93.800,-0.312,2.812,0.250
00:06:01:177,0.027,-0.014,-0.995,-264.300,-73.400,-94.800,0.312,2.812,0.000
00:06:01:348,0.027,-0.008,-0.991,-263.900,-71.900,-93.500,0.125,2.562,0.250
00:06:01:519,0.028,-0.013,-0.996,-265.300,-72.000,-94.800,0.312,2.750,0.312
00:06:01:690,0.029,-0.016,-0.993,-265.500,-71.800,-92.200,0.125,2.562,0.250
00:06:01:850,0.024,-0.007,-0.990,-264.600,-72.400,-92.600,0.000,2.875,0.062
00:06:02:039,0.028,-0.010,-0.990,-265.000,-72.800,-94.600,0.188,3.062,0.188
00:06:02:176,0.029,-0.014,-0.991,-265.600,-72.100,-93.500,0.125,2.500,0.250
