Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
00:26:46:938,0.027,-0.011,-0.995,-264.000,-73.700,-91.600,0.250,3.000,-0.062
00:26:47:048,0.026,-0.015,-0.991,-265.500,-72.900,-91.400,0.375,2.688,0.250
00:26:47:193,0.027,-0.011,-0.991,-264.100,-72.900,-90.800,0.438,2.812,0.188
00:26:47:287,0.025,-0.010,-0.990,-264.500,-72.100,-91.900,0.250,3.062,0.188
00:26:47:408,0.026,-0.010,-0.998,-264.200,-73.600,-92.100,-0.250,3.125,0.188
00:26:47:526,0.024,-0.011,-0.992,-265.500,-73.300,-91.600,0.062,2.875,0.000
00:26:47:647,0.028,-0.014,-0.993,-264.400,-72.800,-91.800,0.062,2.875,-0.250
00:26:47:772,0.026,-0.007,-1.000,-264.800,-73.500,-92.300,0.250,3.000,0.312
00:26:47:885,0.032,-0.013,-0.996,-264.700,-72.300,-92.900,-0.562,2.688,0.125
00:26:47:996,0.030,-0.012,-0.990,-266.100,-73.000,-91.500,0.125,2.250,0.000
00:26:48:115,0.022,-0.014,-0.995,-265.200,-72.900,-93.000,0.125,2.625,0.125
00:26:48:234,0.025,-0.012,-0.993,-265.300,-73.300,-90.100,0.312,2.500,0.312
00:26:48:346,0.025,-0.012,-0.991,-264.700,-71.300,-93.800,0.375,2.125,0.562
00:26:48:481,0.025,-0.013,-0.990,-265.500,-73.900,-93.200,0.062,2.688,0.062
00:26:48:591,0.028,-0.015,-0.997,-264.800,-74.000,-92.700,0.625,2.625,0.250
00:26:48:701,0.023,-0.005,-0.993,-265.000,-72.700,-92.000,0.188,3.188,0.250
00:26:48:816,0.029,-0.020,-0.996,-264.800,-73.600,-92.300,-0.438,2.438,0.125
00:26:48:916,0.025,-0.013,-0.990,-265.100,-72.800,-90.800,0.500,2.750,0.062
00:26:49:037,0.023,-0.008,-0.988,-264.800,-72.900,-92.200,0.188,2.562,0.188
00:26:49:173,0.033,-0.015,-0.996,-265.500,-73.000,-92.100,0.250,2.750,-0.125
00:26:49:301,0.032,-0.009,-1.001,-264.300,-72.500,-92.100,0.438,2.375,0.312
00:26:49:418,0.029,-0.011,-0.992,-264.000,-72.700,-92.300,0.562,3.062,-0.062
00:26:49:524,0.027,-0.010,-0.995,-263.600,-72.700,-92.600,0.312,2.812,0.188
00:26:49:650,0.028,-0.013,-0.993,-265.100,-72.800,-91.200,0.000,2.438,0.312
00:26:49:774,0.030,-0.016,-0.995,-265.400,-73.200,-94.000,0.062,2.750,-0.188
00:26:49:893,0.029,-0.010,-0.996,-265.100,-74.200,-91.800,-0.062,2.250,0.125
00:26:50:012,0.029,-0.014,-0.988,-265.600,-71.900,-91.300,0.250,3.125,0.312
00:26:50:123,0.025,-0.015,-0.991,-265.500,-73.100,-91.200,0.625,3.188,0.438
00:26:50:246,0.027,-0.015,-0.987,-264.500,-74.000,-92.300,0.250,2.500,0.438
00:26:50:362,0.024,-0.009,-0.996,-265.100,-72.800,-91.600,0.312,2.938,0.500
00:26:50:473,0.028,-0.008,-0.996,-263.800,-73.900,-93.400,0.375,2.812,-0.188
00:26:50:595,0.024,-0.018,-0.989,-264.600,-73.200,-91.000,0.438,2.062,-0.062
00:26:50:719,0.022,-0.013,-0.995,-264.000,-72.900,-92.000,0.125,2.938,0.125
00:26:50:806,0.025,-0.010,-0.991,-266.000,-71.800,-93.900,-0.375,2.562,0.062
00:26:50:934,0.027,-0.016,-0.991,-264.700,-73.000,-94.400,0.062,3.000,-0.125
00:26:51:035,0.028,-0.006,-0.996,-265.400,-71.500,-90.500,0.125,2.438,-0.125
00:26:51:190,0.027,-0.009,-0.989,-265.400,-74.100,-92.100,-0.500,2.688,0.125
00:26:51:276,0.027,-0.008,-0.992,-264.700,-74.300,-91.700,-0.125,2.438,-0.312
00:26:51:406,0.030,-0.012,-0.993,-264.000,-71.700,-90.700,0.375,2.750,0.125
00:26:51:524,0.031,-0.019,-0.987,-265.400,-75.100,-92.600,0.188,2.812,0.062
00:26:51:669,0.026,-0.014,-0.990,-264.800,-74.500,-93.100,0.125,2.438,0.312
00:26:51:783,0.025,-0.019,-1.003,-265.700,-74.500,-94.800,-0.375,2.625,0.375
00:26:51:884,0.029,-0.014,-1.003,-266.100,-73.300,-92.500,0.500,3.000,0.062
00:26:52:005,0.028,-0.007,-1.000,-264.400,-72.000,-93.600,0.375,2.938,-0.250
00:26:52:115,0.026,-0.013,-0.995,-264.900,-74.300,-92.500,0.688,2.625,0.250
00:26:52:259,0.027,-0.014,-0.997,-265.800,-72.600,-92.500,-0.562,2.688,0.188
00:26:52:371,0.027,-0.011,-0.993,-264.700,-73.300,-93.400,0.062,2.688,0.562
00:26:52:465,0.023,-0.013,-0.996,-263.700,-72.800,-93.400,-0.375,2.750,0.125
00:26:52:576,0.030,-0.015,-0.996,-264.300,-73.800,-93.700,-0.188,2.562,0.375
00:26:52:723,0.025,-0.013,-0.989,-264.900,-71.600,-92.700,0.688,3.000,-0.188
00:26:52:813,0.029,-0.013,-1.001,-264.300,-73.700,-91.000,0.000,2.875,0.188
00:26:52:934,0.024,-0.007,-0.992,-266.000,-73.200,-93.500,0.188,2.812,0.312
00:26:53:055,0.027,-0.013,-0.991,-263.900,-73.600,-92.800,0.062,2.625,0.125
00:26:53:182,0.026,-0.010,-0.997,-265.800,-73.800,-93.600,0.312,3.062,0.312
00:26:53:286,0.028,-0.015,-0.998,-266.000,-73.200,-91.800,0.500,3.250,0.312
00:26:53:411,0.025,-0.010,-0.994,-266.300,-73.700,-91.300,0.312,2.938,0.125
00:26:53:525,0.022,-0.010,-0.998,-264.500,-73.600,-92.200,0.625,2.250,0.312
00:26:53:627,0.023,-0.011,-0.997,-264.400,-73.400,-93.500,-0.188,2.938,0.062
00:26:53:770,0.024,-0.011,-0.995,-263.400,-72.600,-92.600,0.688,2.312,0.000
00:26:53:884,0.029,-0.010,-0.992,-264.500,-74.200,-93.000,0.000,2.500,0.125
00:26:54:005,0.029,-0.013,-0.989,-265.800,-73.500,-93.600,0.000,2.812,0.125
00:26:54:117,0.028,-0.010,-0.990,-265.100,-73.400,-93.400,0.125,2.562,0.188
00:26:54:236,0.029,-0.012,-0.998,-263.700,-74.500,-92.700,0.312,2.938,0.312
00:26:54:372,0.028,-0.011,-0.991,-264.700,-73.100,-91.200,0.062,2.875,0.188
00:26:54:483,0.030,-0.010,-0.993,-263.800,-72.600,-92.000,0.062,2.562,0.312
00:26:54:586,0.027,-0.012,-0.992,-265.800,-74.900,-93.300,0.062,2.875,0.000
00:26:54:707,0.023,-0.015,-0.989,-264.600,-72.900,-92.900,0.250,2.250,0.125
00:26:54:817,0.026,-0.011,-0.999,-265.200,-73.100,-92.300,0.000,2.688,0.250
00:26:54:935,0.028,-0.009,-0.998,-265.600,-74.300,-92.200,0.438,3.125,0.125
00:26:55:056,0.026,-0.011,-0.992,-264.900,-72.700,-91.200,0.000,2.938,0.125
00:26:55:200,0.029,-0.017,-0.996,-265.300,-73.300,-93.000,0.250,2.562,0.250
00:26:55:286,0.028,-0.007,-0.991,-265.000,-73.000,-93.200,0.188,2.875,0.312
00:26:55:413,0.028,-0.009,-0.995,-264.700,-73.000,-93.400,-0.125,2.688,0.438
00:26:55:534,0.025,-0.009,-0.991,-265.000,-72.400,-91.600,-0.062,2.812,0.438
00:26:55:655,0.027,-0.010,-0.995,-263.800,-72.500,-94.500,0.250,2.688,0.250
00:26:55:775,0.032,-0.013,-0.996,-264.000,-73.300,-93.400,-0.250,2.688,-0.062
00:26:55:906,0.024,-0.011,-0.990,-265.100,-71.400,-92.400,0.125,2.625,0.125
00:26:56:016,0.024,-0.013,-0.993,-263.700,-73.700,-92.700,0.438,2.938,0.000
00:26:56:146,0.029,-0.012,-0.993,-263.800,-73.500,-91.600,0.062,3.000,0.188
00:26:56:255,0.027,-0.009,-0.994,-264.900,-73.200,-90.500,0.312,2.688,0.312
00:26:56:391,0.028,-0.014,-0.996,-264.100,-73.100,-91.500,-0.500,2.938,-0.062
00:26:56:497,0.024,-0.013,-0.995,-265.400,-73.900,-91.500,-0.188,2.375,-0.125
00:26:56:615,0.030,-0.011,-0.988,-266.600,-73.300,-91.300,0.312,2.562,0.312
00:26:56:719,0.032,-0.009,-0.987,-265.500,-74.600,-91.700,0.812,2.875,0.250
00:26:56:847,0.026,-0.012,-0.992,-265.400,-73.500,-93.100,0.000,2.875,0.250
00:26:56:973,0.030,-0.013,-0.997,-265.600,-72.800,-90.400,0.062,2.688,0.250
00:26:57:068,0.023,-0.013,-0.993,-264.000,-72.700,-93.800,0.312,2.875,0.125
00:26:57:188,0.031,-0.015,-1.001,-264.700,-73.300,-93.100,0.188,3.000,0.000
00:26:57:333,0.027,-0.021,-0.994,-265.200,-72.800,-93.300,-0.312,2.125,0.000
00:26:57:464,0.027,-0.013,-1.000,-265.300,-73.200,-90.800,0.188,2.812,0.375
00:26:57:589,0.028,-0.011,-0.996,-265.400,-73.300,-92.300,0.062,3.250,0.250
00:26:57:678,0.028,-0.013,-0.991,-265.600,-73.000,-92.400,-0.188,2.375,0.312
00:26:57:806,0.026,-0.014,-0.991,-265.400,-73.500,-90.400,0.562,3.250,-0.188
00:26:57:926,0.023,-0.015,-0.998,-264.500,-72.800,-92.200,0.188,3.375,0.125
00:26:58:051,0.028,-0.009,-0.990,-264.700,-74.500,-92.700,0.562,2.375,0.562
00:26:58:171,0.030,-0.013,-0.996,-266.600,-73.700,-92.900,0.500,3.062,0.438
00:26:58:275,0.028,-0.010,-0.991,-264.300,-74.000,-92.500,-0.125,2.750,0.125
00:26:58:426,0.028,-0.010,-1.000,-265.400,-73.200,-93.600,0.688,2.688,0.375
00:26:58:540,0.026,-0.010,-0.997,-264.100,-73.400,-93.200,-0.062,2.812,0.250
00:26:58:652,0.023,-0.020,-0.991,-264.600,-72.900,-91.500,0.375,2.875,0.125
00:26:58:738,0.027,-0.008,-0.988,-264.300,-71.500,-92.700,0.625,2.312,0.312
00:26:58:856,0.030,-0.010,-0.992,-264.900,-72.500,-91.400,0.438,2.875,0.000
00:26:58:992,0.030,-0.017,-0.988,-264.400,-72.200,-91.100,0.062,2.875,0.125
00:26:59:119,0.022,-0.012,-0.996,-264.300,-73.400,-91.500,0.312,2.750,0.125
00:26:59:217,0.026,-0.011,-0.988,-265.300,-73.400,-89.400,-0.062,3.312,-0.250
00:26:59:352,0.026,-0.012,-0.991,-265.600,-73.200,-91.300,-0.312,2.938,0.250
00:26:59:473,0.024,-0.012,-0.996,-264.300,-71.500,-92.100,-0.125,2.875,0.062
00:26:59:605,0.024,-0.009,-0.991,-264.700,-74.100,-92.800,0.562,2.500,0.312
00:26:59:723,0.027,-0.016,-0.992,-264.800,-72.800,-92.500,-0.375,2.562,0.250
00:26:59:818,0.025,-0.012,-0.991,-263.500,-73.300,-92.000,-0.062,2.688,-0.125
00:26:59:946,0.026,-0.016,-0.996,-264.200,-72.700,-92.900,0.062,3.000,0.188
00:27:00:039,0.029,-0.013,-0.999,-264.900,-72.800,-94.400,0.000,2.125,0.312
00:27:00:176,0.029,-0.010,-0.993,-265.100,-72.100,-92.200,-0.062,3.375,0.188
00:27:00:293,0.027,-0.008,-0.990,-264.600,-72.400,-93.700,0.250,2.562,0.375
00:27:00:413,0.030,-0.006,-0.992,-265.300,-72.100,-92.200,0.188,2.625,0.188
00:27:00:506,0.029,-0.008,-0.994,-265.400,-73.000,-90.900,0.312,2.875,0.250
00:27:00:643,0.025,-0.015,-0.989,-264.400,-72.700,-92.100,-0.438,2.938,0.250
00:27:00:736,0.026,-0.014,-0.996,-265.800,-73.200,-92.100,-0.500,2.875,-0.062
00:27:00:874,0.029,-0.015,-1.001,-265.400,-73.100,-94.000,-0.250,2.750,0.125
00:27:01:004,0.024,-0.015,-0.997,-266.000,-73.100,-92.300,-0.062,3.250,-0.188
00:27:01:105,0.031,-0.011,-0.999,-263.900,-73.900,-92.200,0.000,2.250,0.250
00:27:01:233,0.029,-0.011,-0.987,-264.800,-71.200,-92.400,-0.125,2.500,0.312
00:27:01:344,0.027,-0.012,-0.993,-263.700,-72.400,-91.200,0.438,2.500,0.312
00:27:01:491,0.027,-0.016,-0.996,-262.900,-73.100,-91.000,-0.250,2.500,0.375
00:27:01:592,0.027,-0.012,-1.001,-265.300,-74.500,-92.900,0.062,3.375,0.125
00:27:01:712,0.025,-0.018,-0.994,-264.000,-73.000,-92.600,-0.312,3.375,0.250
00:27:01:843,0.024,-0.013,-0.996,-265.200,-72.300,-91.300,0.375,3.312,0.438
00:27:01:946,0.029,-0.006,-0.999,-266.200,-73.600,-91.600,-0.125,2.500,0.125
00:27:02:058,0.022,-0.012,-0.990,-265.100,-73.100,-93.500,0.312,2.812,0.188
00:27:02:172,0.025,-0.014,-0.998,-264.500,-73.900,-91.800,0.438,2.562,-0.062
00:27:02:311,0.026,-0.013,-0.993,-264.200,-71.500,-93.200,-0.250,2.562,0.125
00:27:02:408,0.024,-0.010,-1.000,-264.000,-72.800,-93.000,-0.062,3.250,0.250
00:27:02:526,0.033,-0.016,-0.996,-264.500,-73.000,-91.300,0.125,2.875,0.250
00:27:02:647,0.031,-0.017,-1.001,-264.700,-73.600,-93.200,-0.062,2.688,0.250
00:27:02:763,0.024,-0.012,-0.993,-265.500,-73.000,-91.500,0.250,2.625,0.125
00:27:02:872,0.030,-0.012,-0.990,-264.400,-72.700,-93.700,0.250,2.625,0.062
00:27:02:986,0.026,-0.011,-0.988,-264.600,-72.200,-93.300,0.188,2.562,0.062
00:27:03:106,0.030,-0.009,-0.993,-264.800,-73.900,-92.600,-0.250,2.562,0.312
00:27:03:230,0.023,-0.010,-0.995,-264.700,-72.200,-91.400,0.500,2.188,0.188
00:27:03:342,0.029,-0.007,-1.000,-265.500,-72.800,-91.900,0.062,2.875,0.000
00:27:03:475,0.025,-0.013,-0.986,-264.800,-74.400,-93.300,0.125,2.562,-0.250
00:27:03:568,0.025,-0.017,-0.988,-263.700,-72.700,-92.100,0.250,3.125,0.375
00:27:03:711,0.021,-0.014,-0.989,-265.600,-73.300,-92.500,0.250,3.125,0.250
00:27:03:806,0.023,-0.018,-0.995,-264.500,-72.200,-92.600,0.500,2.625,0.250
00:27:03:946,0.024,-0.013,-0.996,-264.500,-73.300,-93.500,-0.062,3.000,0.188
00:27:04:044,0.027,-0.017,-0.991,-264.800,-73.200,-93.400,0.312,2.750,0.625
00:27:04:158,0.031,-0.014,-0.993,-263.100,-72.000,-91.200,0.062,2.875,0.000
00:27:04:287,0.023,-0.011,-0.989,-265.000,-73.500,-93.100,-0.125,2.625,0.250
00:27:04:406,0.024,-0.021,-0.994,-264.300,-73.600,-89.500,0.500,2.938,0.000
00:27:04:507,0.029,-0.013,-1.002,-264.000,-72.300,-92.100,0.062,2.312,0.188
00:27:04:650,0.026,-0.012,-0.997,-264.500,-72.200,-92.400,0.375,2.688,0.125
00:27:04:748,0.025,-0.013,-0.993,-264.400,-72.600,-91.300,-0.188,3.125,0.062
00:27:04:891,0.023,-0.011,-0.993,-264.000,-74.600,-91.600,0.750,2.812,-0.188
00:27:04:994,0.026,-0.017,-0.992,-265.100,-72.000,-94.000,0.312,3.125,-0.062
00:27:05:114,0.029,-0.018,-0.999,-263.700,-73.600,-93.300,0.125,2.812,0.000
00:27:05:226,0.023,-0.012,-0.989,-265.900,-73.500,-93.200,-0.375,3.000,0.250
00:27:05:335,0.020,-0.008,-0.996,-263.900,-72.200,-92.300,-0.125,3.062,0.062
00:27:05:481,0.030,-0.008,-0.996,-265.900,-72.900,-90.300,0.062,2.438,0.250
00:27:05:575,0.031,-0.009,-0.989,-265.300,-73.100,-92.100,0.000,2.812,-0.188
00:27:05:686,0.028,-0.012,-0.994,-264.600,-74.000,-92.100,0.250,2.625,0.062
00:27:05:796,0.023,-0.016,-0.996,-264.600,-72.700,-94.200,0.000,2.500,0.188
00:27:05:925,0.022,-0.016,-0.994,-264.300,-71.700,-92.400,0.062,2.562,0.250
00:27:06:034,0.027,-0.014,-1.001,-263.200,-73.000,-93.000,0.062,2.188,0.125
00:27:06:158,0.030,-0.011,-0.991,-265.800,-73.700,-96.000,-0.312,2.375,-0.188
00:27:06:276,0.023,-0.012,-0.993,-265.700,-71.800,-91.200,0.312,2.812,0.312
00:27:06:397,0.029,-0.010,-0.996,-265.200,-71.400,-90.600,0.250,2.500,0.250
00:27:06:533,0.030,-0.009,-1.002,-267.300,-73.200,-92.400,0.688,2.812,0.438
00:27:06:655,0.027,-0.013,-0.996,-265.000,-73.300,-91.500,0.250,3.312,-0.062
00:27:06:789,0.027,-0.012,-0.995,-264.100,-74.700,-93.400,0.000,2.688,-0.188
00:27:06:876,0.025,-0.009,-0.987,-263.300,-71.600,-94.100,0.438,3.125,0.188
00:27:07:007,0.028,-0.013,-0.993,-264.200,-72.300,-92.100,-0.500,2.562,-0.062
00:27:07:122,0.028,-0.011,-1.003,-264.700,-73.600,-93.800,0.562,2.625,-0.062
00:27:07:234,0.030,-0.012,-0.994,-265.200,-73.500,-93.500,0.312,2.812,0.000
00:27:07:346,0.028,-0.009,-0.991,-263.300,-74.000,-93.500,0.000,2.688,-0.188
00:27:07:459,0.023,-0.014,-0.990,-265.500,-72.400,-92.300,-0.062,2.625,0.188
00:27:07:585,0.031,-0.011,-1.000,-264.500,-73.900,-92.400,0.250,2.562,0.438
00:27:07:717,0.027,-0.014,-0.996,-265.400,-71.700,-93.900,0.062,2.438,0.062
00:27:07:839,0.027,-0.012,-0.990,-263.400,-72.900,-90.200,0.188,2.562,0.250
00:27:07:958,0.026,-0.015,-0.996,-264.500,-72.600,-93.500,-0.500,3.125,-0.125
00:27:08:101,0.033,-0.012,-1.003,-266.000,-72.800,-90.600,-0.125,2.438,0.125
00:27:08:204,0.029,-0.012,-0.998,-265.000,-73.000,-92.600,0.562,2.875,0.000
00:27:08:307,0.028,-0.010,-0.990,-264.000,-73.200,-91.700,-0.938,2.688,0.062
00:27:08:446,0.026,-0.007,-0.995,-264.800,-72.600,-92.700,-0.062,2.438,0.250
00:27:08:536,0.028,-0.013,-0.994,-263.500,-72.800,-93.400,-0.562,2.438,0.000
00:27:08:664,0.033,-0.016,-0.995,-265.800,-73.100,-92.000,0.250,2.500,0.438
00:27:08:786,0.028,-0.013,-0.996,-264.400,-72.900,-93.600,-0.125,3.125,0.062
00:27:08:895,0.024,-0.010,-0.994,-263.600,-72.300,-94.200,0.188,2.500,0.312
00:27:09:016,0.022,-0.006,-0.997,-264.900,-73.300,-90.300,-0.375,2.812,0.188
00:27:09:141,0.027,-0.013,-0.998,-263.300,-73.000,-92.600,0.250,3.000,-0.062
00:27:09:263,0.029,-0.009,-0.992,-264.200,-72.700,-94.000,-0.125,2.312,0.188
00:27:09:367,0.029,-0.011,-0.997,-265.600,-73.500,-92.800,-0.062,3.125,0.375
00:27:09:495,0.027,-0.012,-0.995,-263.600,-73.100,-92.300,0.062,3.062,0.062
00:27:09:606,0.024,-0.010,-0.997,-263.600,-73.800,-95.000,-0.500,2.438,0.438
00:27:09:718,0.027,-0.008,-0.996,-263.700,-73.200,-93.300,-0.062,2.250,0.188
00:27:09:847,0.023,-0.013,-0.996,-265.100,-73.800,-91.900,0.062,2.875,0.250
00:27:09:947,0.027,-0.011,-0.994,-264.000,-72.500,-91.700,-0.125,2.438,0.312
00:27:10:070,0.026,-0.020,-0.995,-264.200,-72.900,-93.600,-0.125,2.875,0.188
00:27:10:174,0.028,-0.014,-0.993,-264.800,-73.700,-92.600,0.562,3.125,0.062
00:27:10:284,0.028,-0.012,-0.990,-265.100,-72.900,-91.800,0.188,2.438,0.062
00:27:10:429,0.032,-0.014,-0.991,-263.000,-72.700,-91.300,0.188,3.000,0.250
00:27:10:561,0.026,-0.022,-0.997,-265.700,-72.700,-92.500,0.438,2.500,0.000
00:27:10:674,0.025,-0.015,-0.999,-263.400,-74.700,-91.600,0.000,2.438,0.188
00:27:10:767,0.023,-0.014,-0.990,-266.000,-73.400,-94.000,0.500,2.688,0.062
00:27:10:894,0.028,-0.014,-0.991,-264.400,-72.100,-92.900,0.250,2.375,0.062
00:27:11:030,0.025,-0.014,-0.997,-264.400,-73.400,-90.500,0.500,2.375,0.312
00:27:11:126,0.028,-0.013,-0.987,-264.200,-73.100,-92.800,0.250,2.375,0.188
00:27:11:236,0.027,-0.010,-0.992,-265.900,-73.700,-91.700,0.312,2.438,-0.062
00:27:11:378,0.026,-0.012,-0.986,-264.900,-71.800,-92.600,0.250,2.500,-0.062
00:27:11:476,0.028,-0.014,-0.991,-264.300,-73.200,-92.600,0.188,2.688,0.000
00:27:11:597,0.031,-0.010,-0.996,-265.100,-72.600,-94.200,0.000,2.438,0.625
00:27:11:713,0.028,-0.009,-0.990,-265.400,-73.500,-94.600,0.062,2.375,-0.062
00:27:11:827,0.031,-0.005,-0.991,-265.000,-73.700,-93.300,-0.375,2.500,0.000
00:27:11:947,0.024,-0.013,-0.997,-263.400,-74.000,-92.700,0.188,2.875,0.125
00:27:12:072,0.022,-0.012,-0.999,-265.500,-72.800,-93.500,-0.375,3.375,0.188
00:27:12:168,0.029,-0.016,-0.992,-263.800,-73.700,-92.900,0.125,3.312,0.125
00:27:12:294,0.025,-0.012,-0.988,-264.400,-72.400,-93.000,0.438,2.438,0.188
00:27:12:415,0.024,-0.012,-0.991,-264.700,-72.400,-91.800,0.625,3.062,0.188
00:27:12:551,0.025,-0.018,-0.996,-265.600,-73.400,-94.200,0.188,2.438,0.062
00:27:12:646,0.025,-0.014,-1.001,-265.600,-72.600,-90.800,0.375,2.438,0.312
00:27:12:772,0.024,-0.017,-0.996,-263.700,-73.100,-93.700,-0.125,2.750,0.062
00:27:12:901,0.028,-0.008,-0.994,-264.800,-72.500,-94.600,-0.062,3.000,-0.188
00:27:13:010,0.025,-0.015,-0.996,-265.700,-73.800,-92.800,-0.125,2.750,0.125
00:27:13:108,0.025,-0.011,-0.996,-264.600,-73.400,-92.300,-0.312,1.938,0.000
00:27:13:218,0.022,-0.009,-0.994,-264.600,-72.500,-91.800,0.375,2.625,0.125
00:27:13:348,0.025,-0.013,-0.990,-264.900,-73.200,-93.900,-0.500,2.562,0.312
00:27:13:490,0.029,-0.013,-0.996,-264.800,-71.100,-92.900,0.125,2.125,0.312
00:27:13:587,0.027,-0.011,-0.998,-264.900,-72.800,-92.600,0.312,2.750,0.062
00:27:13:697,0.023,-0.016,-0.990,-265.900,-73.500,-92.500,0.000,2.250,0.188
00:27:13:839,0.026,-0.015,-0.991,-265.000,-72.100,-93.600,0.188,2.625,-0.062
00:27:13:970,0.022,-0.012,-0.990,-264.500,-74.000,-93.900,0.062,3.312,0.375
00:27:14:074,0.022,-0.012,-0.994,-264.800,-71.800,-90.900,0.062,3.438,0.250
00:27:14:187,0.028,-0.011,-0.989,-264.100,-73.000,-94.000,-0.125,2.438,0.000
00:27:14:287,0.032,-0.012,-1.004,-263.800,-73.100,-93.300,-0.562,3.250,-0.062
00:27:14:418,0.029,-0.015,-0.991,-264.500,-71.300,-91.400,0.062,3.000,0.000
00:27:14:535,0.028,-0.011,-0.995,-265.500,-72.300,-93.100,0.812,2.562,0.250
00:27:14:665,0.025,-0.011,-0.993,-264.700,-73.600,-92.500,0.000,2.938,0.125
00:27:14:800,0.028,-0.015,-0.986,-264.200,-72.800,-93.500,0.062,2.625,0.375
00:27:14:914,0.030,-0.015,-0.991,-265.100,-72.200,-92.500,0.062,2.562,0.250
00:27:15:033,0.031,-0.011,-0.994,-263.700,-72.000,-94.400,0.375,2.812,0.250
00:27:15:171,0.027,-0.008,-0.994,-265.600,-72.800,-92.400,-0.188,3.062,0.312
00:27:15:271,0.025,-0.012,-0.989,-264.600,-73.300,-91.800,-0.125,2.438,0.188
00:27:15:395,0.029,-0.008,-0.996,-263.800,-73.400,-94.100,0.312,3.062,0.188
00:27:15:496,0.028,-0.011,-1.004,-264.400,-71.500,-91.700,0.750,2.938,0.250
00:27:15:616,0.023,-0.012,-1.000,-266.400,-73.500,-92.900,0.000,2.625,0.062
00:27:15:727,0.028,-0.013,-0.994,-265.600,-73.400,-92.300,-0.125,2.625,0.312
00:27:15:857,0.026,-0.009,-0.996,-264.000,-71.900,-91.900,-0.312,2.812,0.062
00:27:15:979,0.027,-0.020,-0.992,-265.500,-73.800,-95.100,-0.188,2.688,-0.062
00:27:16:107,0.027,-0.018,-0.996,-263.500,-73.800,-93.300,-0.312,2.750,0.375
00:27:16:208,0.025,-0.017,-0.990,-264.000,-73.700,-92.700,0.000,2.625,-0.062
00:27:16:354,0.023,-0.009,-0.990,-263.900,-72.100,-93.300,-0.375,2.938,-0.188
00:27:16:457,0.023,-0.016,-0.989,-264.500,-73.400,-92.400,0.375,2.875,-0.062
00:27:16:568,0.025,-0.014,-0.996,-264.300,-73.400,-92.400,-0.438,2.375,0.250
00:27:16:689,0.026,-0.008,-0.997,-263.800,-72.500,-91.300,0.125,2.625,0.125
00:27:16:809,0.030,-0.008,-0.996,-263.600,-71.400,-93.800,0.375,2.562,0.250
00:27:16:904,0.027,-0.012,-0.991,-264.100,-71.600,-92.400,0.312,3.000,0.062
00:27:17:041,0.030,-0.013,-0.996,-265.100,-73.200,-92.500,0.312,2.625,0.062
00:27:17:163,0.032,-0.012,-0.993,-264.000,-73.000,-93.600,0.062,2.688,0.375
00:27:17:266,0.026,-0.008,-0.992,-267.100,-72.300,-93.400,0.250,2.812,0.000
00:27:17:388,0.028,-0.012,-0.996,-266.200,-73.200,-93.900,0.375,2.438,0.188
00:27:17:528,0.024,-0.009,-1.001,-264.400,-72.500,-94.000,0.000,3.062,0.250
00:27:17:631,0.021,-0.010,-0.990,-264.600,-73.500,-93.100,0.000,2.625,0.312
00:27:17:731,0.029,-0.020,-0.996,-264.300,-73.700,-95.300,0.188,2.438,0.000
00:27:17:856,0.029,-0.015,-1.000,-264.100,-73.200,-93.800,0.688,2.938,-0.125
00:27:17:958,0.027,-0.014,-0.997,-266.600,-72.300,-92.500,0.562,3.062,0.125
00:27:18:095,0.029,-0.009,-1.001,-264.100,-72.900,-95.400,-0.375,2.188,0.062
00:27:18:221,0.031,-0.012,-0.996,-264.700,-74.400,-92.600,0.250,3.250,0.250
00:27:18:342,0.026,-0.011,-0.997,-264.200,-72.800,-91.500,0.625,3.375,0.125
00:27:18:458,0.025,-0.013,-0.990,-265.200,-72.700,-94.500,-0.125,3.250,0.000
00:27:18:559,0.027,-0.016,-0.994,-264.300,-73.300,-93.000,0.438,2.938,0.062
00:27:18:667,0.026,-0.014,-0.996,-265.300,-74.200,-93.200,0.500,3.062,0.562
00:27:18:788,0.032,-0.012,-0.993,-264.900,-71.900,-93.500,0.062,3.000,-0.062
00:27:18:907,0.029,-0.009,-0.996,-265.300,-72.700,-93.500,-0.125,3.125,0.375
00:27:19:049,0.026,-0.008,-0.992,-264.300,-73.600,-91.000,0.312,2.812,0.188
00:27:19:146,0.031,-0.009,-0.997,-264.700,-71.700,-92.600,-0.062,3.062,0.688
00:27:19:281,0.026,-0.016,-0.999,-264.500,-72.600,-94.100,0.125,2.750,0.125
00:27:19:393,0.022,-0.008,-0.989,-263.500,-73.200,-91.900,0.000,2.750,0.188
00:27:19:506,0.027,-0.014,-0.987,-263.600,-73.500,-92.700,-0.188,2.812,0.125
00:27:19:629,0.024,-0.020,-0.996,-263.200,-72.000,-93.300,-0.188,3.188,0.000
00:27:19:734,0.027,-0.018,-0.994,-264.200,-72.600,-93.300,0.250,2.250,0.062
00:27:19:879,0.031,-0.011,-0.994,-265.200,-73.000,-92.900,-0.062,2.938,0.062
00:27:20:009,0.024,-0.005,-0.992,-265.100,-73.200,-91.600,0.062,2.625,0.062
00:27:20:087,0.027,-0.016,-0.989,-265.600,-72.500,-91.200,0.375,3.500,0.000
