Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
00:26:20:380,0.028,-0.009,-0.996,-265.300,-73.300,-91.700,0.250,2.375,0.062
00:26:20:491,0.026,-0.014,-0.987,-264.200,-72.600,-93.300,0.125,2.500,0.688
00:26:20:605,0.027,-0.011,-1.002,-263.600,-73.900,-92.300,0.000,2.812,0.375
00:26:20:732,0.029,-0.010,-0.991,-264.000,-74.500,-93.800,-0.375,2.250,0.188
00:26:20:859,0.027,-0.008,-0.997,-265.200,-73.900,-92.000,0.125,3.000,0.062
00:26:20:966,0.027,-0.016,-0.990,-266.400,-73.300,-92.100,-0.062,2.562,0.188
00:26:21:077,0.024,-0.008,-0.997,-265.700,-72.800,-93.200,0.250,2.688,0.000
00:26:21:196,0.028,-0.011,-0.991,-264.200,-72.700,-91.400,0.312,2.375,0.188
00:26:21:315,0.030,-0.008,-0.993,-265.100,-73.000,-91.500,0.125,2.938,0.250
00:26:21:418,0.028,-0.012,-0.991,-265.600,-71.500,-94.400,0.562,2.812,0.125
00:26:21:560,0.029,-0.013,-0.994,-265.200,-72.400,-92.700,0.062,2.625,0.375
00:26:21:656,0.026,-0.015,-0.996,-263.800,-74.000,-92.500,0.375,2.688,0.188
00:26:21:774,0.026,-0.008,-0.996,-263.100,-73.000,-92.600,-0.062,2.438,0.000
00:26:21:928,0.025,-0.013,-0.992,-264.200,-73.700,-91.000,0.250,2.750,0.312
00:26:22:041,0.029,-0.007,-0.998,-263.600,-73.300,-92.800,-0.562,2.812,0.312
00:26:22:135,0.023,-0.009,-0.995,-264.100,-73.300,-92.800,0.000,2.625,0.125
00:26:22:249,0.025,-0.015,-0.995,-266.100,-74.200,-93.300,0.312,2.875,0.188
00:26:22:343,0.024,-0.005,-1.062,-263.900,-71.500,-92.700,-0.250,2.750,0.188
00:26:22:456,0.027,-0.010,-0.986,-264.100,-72.500,-90.800,-0.188,2.562,0.188
00:26:22:568,0.026,-0.015,-0.980,-264.200,-75.500,-94.200,0.250,2.750,0.000
00:26:22:685,0.024,-0.012,-0.999,-264.300,-73.800,-91.100,0.312,2.750,0.125
00:26:22:821,0.025,-0.013,-0.998,-264.400,-73.300,-90.500,0.125,3.125,0.188
00:26:22:916,0.024,-0.014,-0.989,-264.900,-73.600,-93.700,0.312,2.625,0.375
00:26:23:026,0.026,-0.015,-0.991,-265.000,-73.000,-93.000,0.000,2.875,0.062
00:26:23:136,0.027,-0.016,-0.996,-263.500,-72.500,-89.100,0.500,3.000,0.375
00:26:23:266,0.029,-0.015,-0.994,-263.800,-73.500,-92.000,-0.188,2.875,0.062
00:26:23:392,0.031,-0.012,-1.004,-264.600,-72.200,-91.900,0.125,3.188,0.000
00:26:23:506,0.031,-0.013,-0.994,-264.400,-73.400,-92.000,0.062,2.438,0.250
00:26:23:632,0.030,-0.009,-0.994,-264.500,-74.100,-93.000,-0.250,2.438,0.188
00:26:23:746,0.028,-0.011,-0.993,-264.200,-73.200,-92.100,0.000,2.750,0.062
00:26:23:846,0.028,-0.012,-0.999,-263.900,-72.000,-93.100,0.188,3.125,0.062
00:26:23:992,0.025,-0.011,-0.987,-265.600,-73.300,-92.200,0.125,2.750,0.188
00:26:24:106,0.024,-0.008,-0.990,-264.700,-73.500,-91.600,-0.438,3.188,0.438
00:26:24:239,0.027,-0.009,-0.990,-263.700,-72.600,-94.900,0.125,2.625,0.188
00:26:24:346,0.027,-0.010,-0.992,-265.600,-74.800,-93.000,0.875,2.750,0.125
00:26:24:459,0.028,-0.012,-0.988,-266.100,-73.800,-94.400,0.188,2.688,0.062
00:26:24:599,0.025,-0.011,-0.991,-265.300,-73.400,-92.200,0.250,2.312,0.125
00:26:24:712,0.031,-0.012,-0.999,-264.400,-72.100,-93.000,0.375,2.750,0.375
00:26:24:812,0.031,-0.011,-0.995,-263.900,-73.200,-93.400,0.000,3.062,0.125
00:26:24:924,0.033,-0.012,-1.002,-264.600,-73.000,-90.500,-0.500,2.812,0.000
00:26:25:036,0.029,-0.014,-0.993,-265.900,-73.200,-91.800,0.062,2.562,0.062
00:26:25:180,0.024,-0.012,-0.994,-264.500,-73.400,-93.600,0.125,2.688,0.312
00:26:25:285,0.030,-0.014,-0.991,-264.400,-73.500,-92.000,0.188,2.688,0.188
00:26:25:388,0.031,-0.015,-0.992,-265.200,-73.700,-91.300,0.000,2.375,0.188
00:26:25:517,0.027,-0.011,-0.996,-264.200,-73.200,-91.200,0.500,2.688,0.125
00:26:25:637,0.024,-0.011,-1.000,-265.400,-73.400,-90.400,0.188,2.500,0.312
00:26:25:739,0.027,-0.009,-0.994,-264.600,-75.600,-92.700,0.500,2.375,0.375
00:26:25:900,0.030,-0.014,-1.001,-266.300,-73.900,-93.500,-0.125,2.750,0.000
00:26:26:013,0.030,-0.012,-0.992,-264.800,-73.100,-93.500,0.125,2.562,0.062
00:26:26:114,0.024,-0.014,-1.006,-264.700,-72.200,-93.100,0.250,2.375,0.188
00:26:26:226,0.030,-0.013,-0.999,-264.800,-72.700,-93.300,-0.062,3.125,0.062
00:26:26:357,0.023,-0.017,-0.991,-265.600,-72.400,-92.000,0.250,2.625,0.250
00:26:26:491,0.026,-0.009,-0.990,-264.900,-72.900,-95.000,0.438,2.625,0.312
00:26:26:587,0.024,-0.008,-0.993,-266.000,-73.400,-93.800,-0.312,3.000,-0.062
00:26:26:727,0.025,-0.010,-0.991,-263.800,-72.900,-94.100,-0.250,2.688,0.438
00:26:26:833,0.023,-0.013,-0.993,-263.400,-72.200,-92.400,-0.438,2.875,0.125
00:26:26:953,0.028,-0.013,-0.994,-266.000,-73.800,-92.000,0.625,2.438,0.312
00:26:27:066,0.029,-0.012,-0.999,-264.000,-72.800,-92.900,0.438,2.438,0.188
00:26:27:209,0.028,-0.010,-0.991,-265.400,-74.000,-92.600,0.062,2.875,0.000
00:26:27:309,0.030,-0.010,-0.990,-265.000,-73.100,-95.400,0.375,2.688,-0.312
00:26:27:414,0.030,-0.012,-0.989,-266.300,-74.200,-94.100,-0.125,2.812,0.188
00:26:27:517,0.028,-0.013,-0.995,-265.900,-72.900,-91.900,0.188,2.750,0.000
00:26:27:655,0.026,-0.018,-0.994,-266.100,-72.100,-90.600,0.562,2.938,0.188
00:26:27:757,0.026,-0.010,-0.995,-264.500,-74.800,-92.800,-0.125,2.500,0.188
00:26:27:892,0.026,-0.008,-0.998,-264.900,-74.700,-91.900,-0.125,2.750,0.375
00:26:28:012,0.026,-0.012,-0.991,-264.800,-72.700,-92.000,-0.062,2.875,0.062
00:26:28:129,0.024,-0.010,-0.997,-265.300,-72.400,-92.500,0.188,2.875,-0.062
00:26:28:240,0.024,-0.009,-0.998,-265.600,-71.900,-92.100,0.188,2.938,0.188
00:26:28:346,0.025,-0.008,-0.995,-264.500,-73.600,-92.700,0.250,2.250,0.188
00:26:28:456,0.025,-0.016,-0.992,-263.600,-72.600,-92.900,0.188,2.562,0.062
00:26:28:600,0.028,-0.013,-0.996,-265.100,-71.600,-94.400,0.000,2.625,0.188
00:26:28:688,0.026,-0.015,-0.995,-265.400,-72.400,-94.300,0.438,3.000,-0.062
00:26:28:815,0.024,-0.014,-0.992,-263.600,-72.400,-91.500,-0.125,2.750,-0.250
00:26:28:934,0.030,-0.012,-0.994,-267.100,-73.200,-92.000,0.312,2.625,0.438
00:26:29:054,0.032,-0.008,-1.003,-265.700,-71.300,-92.700,-0.062,2.688,0.312
00:26:29:157,0.028,-0.010,-1.002,-264.800,-71.100,-91.900,-0.188,2.375,0.188
00:26:29:310,0.027,-0.006,-0.996,-266.000,-72.100,-91.100,0.250,2.250,-0.188
00:26:29:388,0.028,-0.011,-0.996,-265.400,-71.600,-93.900,-0.062,2.750,0.188
00:26:29:523,0.024,-0.011,-0.989,-264.800,-72.900,-92.500,0.250,2.500,-0.062
00:26:29:627,0.027,-0.010,-0.991,-265.300,-72.900,-94.000,0.062,2.688,0.438
00:26:29:745,0.029,-0.013,-1.001,-264.500,-71.100,-92.500,0.625,3.062,0.125
00:26:29:837,0.031,-0.016,-0.997,-266.300,-71.800,-95.100,-0.312,3.125,0.125
00:26:29:981,0.027,-0.014,-0.990,-264.100,-72.700,-92.300,-0.125,2.812,0.062
00:26:30:105,0.026,-0.015,-1.000,-263.800,-71.900,-93.400,0.062,2.875,0.125
00:26:30:231,0.028,-0.014,-0.997,-265.100,-73.000,-93.300,0.250,3.312,-0.062
00:26:30:325,0.026,-0.012,-1.001,-264.400,-73.600,-92.100,0.250,2.688,0.062
00:26:30:469,0.023,-0.016,-0.988,-265.600,-72.600,-92.300,0.250,3.000,-0.062
00:26:30:568,0.030,-0.011,-0.996,-264.200,-73.400,-93.600,0.188,2.938,0.250
00:26:30:692,0.026,-0.016,-0.990,-263.700,-71.800,-92.700,0.375,2.750,0.438
00:26:30:805,0.027,-0.008,-0.989,-263.800,-72.000,-92.500,0.125,2.938,-0.188
00:26:30:925,0.026,-0.009,-0.994,-262.500,-73.000,-93.400,-0.125,3.500,0.062
00:26:31:037,0.025,-0.012,-0.991,-265.600,-72.700,-92.000,0.625,2.625,0.125
00:26:31:180,0.031,-0.014,-1.003,-264.800,-73.700,-91.700,0.688,2.812,0.312
00:26:31:310,0.029,-0.008,-0.995,-264.400,-73.800,-91.500,0.625,3.188,0.188
00:26:31:415,0.020,-0.009,-0.990,-264.700,-73.500,-92.100,0.000,2.375,-0.250
00:26:31:516,0.022,-0.010,-0.994,-264.500,-73.700,-92.700,-0.062,2.688,0.188
00:26:31:649,0.026,-0.013,-0.996,-263.900,-72.000,-93.700,0.438,2.938,0.125
00:26:31:765,0.027,-0.011,-0.996,-265.300,-72.700,-93.000,0.062,3.062,0.000
00:26:31:868,0.026,-0.010,-0.990,-264.200,-72.500,-88.500,0.188,2.688,-0.125
00:26:31:996,0.030,-0.011,-0.991,-264.300,-73.500,-91.400,0.125,2.500,0.188
00:26:32:125,0.026,-0.012,-0.991,-265.000,-72.100,-92.300,0.312,2.938,0.125
00:26:32:226,0.030,-0.012,-0.998,-265.000,-73.500,-91.000,0.812,2.312,0.062
00:26:32:337,0.026,-0.007,-0.992,-264.900,-73.600,-93.400,0.125,2.750,0.125
00:26:32:465,0.028,-0.013,-0.996,-263.600,-74.300,-93.300,0.438,2.875,0.438
00:26:32:600,0.024,-0.012,-0.997,-264.700,-72.900,-93.400,0.000,2.750,0.125
00:26:32:721,0.024,-0.009,-0.994,-265.100,-73.900,-92.300,0.250,2.812,0.312
00:26:32:832,0.023,-0.013,-0.993,-264.100,-71.700,-92.200,-0.188,2.500,0.062
00:26:32:961,0.028,-0.010,-0.987,-264.000,-73.500,-91.400,0.500,2.875,0.125
00:26:33:090,0.026,-0.010,-0.991,-264.400,-73.000,-92.800,0.375,2.562,0.188
00:26:33:175,0.030,-0.012,-0.999,-265.500,-72.800,-94.000,0.500,3.000,0.188
00:26:33:286,0.028,-0.012,-0.996,-264.300,-72.700,-92.500,0.250,2.875,0.125
00:26:33:423,0.026,-0.012,-0.991,-264.800,-73.300,-92.200,0.562,3.500,-0.188
00:26:33:537,0.027,-0.013,-0.991,-264.100,-73.500,-91.000,-0.125,2.562,0.312
00:26:33:647,0.033,-0.015,-0.994,-264.200,-73.900,-91.500,0.312,2.562,0.000
00:26:33:758,0.028,-0.012,-0.995,-265.600,-74.500,-91.000,0.812,3.000,0.000
00:26:33:894,0.027,-0.008,-0.990,-264.900,-72.800,-89.800,0.562,3.000,0.125
00:26:34:008,0.025,-0.012,-0.990,-265.600,-72.100,-93.000,0.312,2.625,0.250
00:26:34:106,0.025,-0.014,-0.996,-263.900,-73.600,-93.000,0.250,2.750,0.000
00:26:34:245,0.029,-0.013,-0.989,-266.300,-72.900,-90.300,0.375,3.000,0.438
00:26:34:372,0.032,-0.012,-1.000,-265.400,-74.000,-90.900,0.625,2.938,-0.062
00:26:34:495,0.029,-0.010,-0.992,-264.600,-72.900,-92.900,0.062,2.688,-0.062
00:26:34:597,0.024,-0.017,-0.989,-264.100,-73.800,-93.000,0.375,2.438,-0.062
00:26:34:741,0.022,-0.010,-0.996,-264.500,-73.000,-91.600,0.062,2.625,0.250
00:26:34:835,0.028,-0.013,-0.989,-265.000,-73.000,-92.200,0.312,2.750,0.250
00:26:34:946,0.026,-0.009,-1.003,-264.500,-73.800,-94.000,0.312,2.750,0.125
00:26:35:081,0.022,-0.013,-0.996,-265.700,-72.900,-93.400,0.375,2.625,-0.125
00:26:35:204,0.026,-0.014,-0.994,-265.400,-72.300,-92.900,0.188,2.875,0.250
00:26:35:298,0.030,-0.013,-0.992,-265.600,-73.300,-93.100,-0.375,2.688,0.062
00:26:35:416,0.028,-0.014,-0.996,-264.300,-73.400,-92.900,0.000,2.750,-0.188
00:26:35:549,0.030,-0.010,-1.002,-263.400,-72.700,-93.900,0.438,3.188,-0.188
00:26:35:646,0.026,-0.014,-1.003,-264.700,-71.600,-93.300,0.250,2.438,0.188
00:26:35:781,0.023,-0.010,-0.991,-265.600,-73.000,-94.600,-0.125,3.000,0.312
00:26:35:881,0.024,-0.012,-0.989,-265.300,-73.100,-93.300,0.062,2.562,0.000
00:26:35:992,0.027,-0.009,-0.993,-265.400,-73.300,-91.200,0.500,2.625,0.250
00:26:36:098,0.027,-0.012,-0.997,-265.800,-73.500,-91.100,-0.188,2.250,0.125
00:26:36:258,0.028,-0.011,-0.990,-264.600,-72.600,-92.600,-0.250,2.375,0.000
00:26:36:382,0.026,-0.011,-0.999,-264.300,-74.200,-94.200,0.250,2.938,0.188
00:26:36:510,0.029,-0.017,-0.994,-266.100,-72.600,-91.100,0.250,2.688,0.000
00:26:36:598,0.025,-0.010,-0.993,-266.000,-72.600,-91.400,0.250,2.750,0.125
00:26:36:721,0.024,-0.018,-0.999,-266.300,-72.400,-92.300,-0.125,2.812,0.062
00:26:36:843,0.027,-0.010,-0.996,-265.600,-72.800,-91.800,0.062,2.562,0.062
00:26:36:956,0.021,-0.011,-0.993,-264.100,-73.000,-91.500,-0.062,2.812,-0.125
00:26:37:075,0.029,-0.010,-0.990,-265.500,-73.000,-92.100,-0.438,2.688,0.125
00:26:37:212,0.025,-0.015,-0.991,-265.000,-73.800,-92.300,-0.375,2.688,0.188
00:26:37:322,0.025,-0.015,-0.991,-265.200,-72.300,-91.400,-0.062,3.062,0.312
00:26:37:445,0.023,-0.007,-0.993,-264.300,-73.500,-94.500,1.125,2.938,0.000
00:26:37:547,0.032,-0.007,-1.001,-264.200,-73.100,-93.600,0.188,2.812,0.250
00:26:37:646,0.017,-0.014,-0.993,-266.000,-73.000,-92.800,0.250,3.062,0.188
00:26:37:783,0.029,-0.012,-0.994,-265.800,-73.700,-94.400,-0.312,2.562,0.438
00:26:37:904,0.027,-0.017,-0.996,-265.900,-73.500,-93.100,0.812,2.562,0.125
00:26:38:015,0.022,-0.015,-0.990,-266.500,-72.900,-93.000,0.250,2.375,0.062
00:26:38:136,0.025,-0.008,-0.990,-263.000,-73.600,-90.600,0.188,2.625,0.312
00:26:38:248,0.030,-0.013,-0.994,-264.500,-74.600,-91.300,1.125,2.812,0.438
00:26:38:358,0.024,-0.010,-0.995,-263.900,-73.500,-93.800,-0.188,2.250,0.500
00:26:38:502,0.029,-0.012,-0.999,-264.200,-73.900,-93.800,0.438,2.875,0.250
00:26:38:613,0.027,-0.011,-0.989,-265.700,-72.500,-93.700,0.062,2.688,0.188
00:26:38:733,0.022,-0.012,-0.998,-265.200,-73.300,-96.500,-0.125,2.812,0.000
00:26:38:864,0.031,-0.012,-0.991,-263.700,-73.100,-91.100,0.312,2.312,0.062
00:26:38:984,0.022,-0.008,-0.992,-265.500,-73.200,-90.100,0.500,2.312,0.125
00:26:39:095,0.031,-0.017,-0.991,-265.000,-73.400,-92.600,-0.312,2.500,0.312
00:26:39:197,0.030,-0.011,-0.998,-264.200,-72.300,-93.300,0.125,2.750,0.375
00:26:39:330,0.028,-0.011,-0.988,-264.400,-73.400,-92.400,0.438,2.688,0.312
00:26:39:438,0.026,-0.013,-0.995,-265.900,-73.600,-90.500,-0.188,2.812,-0.062
00:26:39:548,0.024,-0.013,-0.993,-264.200,-72.900,-95.600,0.000,2.562,0.188
00:26:39:676,0.029,-0.011,-0.996,-265.600,-74.000,-92.700,-0.312,2.312,0.000
00:26:39:787,0.024,-0.009,-0.990,-265.700,-73.300,-92.500,0.375,2.750,0.312
00:26:39:917,0.029,-0.015,-0.994,-266.100,-72.400,-94.100,0.125,2.188,0.062
00:26:40:017,0.030,-0.015,-0.991,-265.000,-73.600,-93.400,0.375,2.688,0.062
00:26:40:117,0.029,-0.005,-0.992,-265.100,-73.500,-93.500,0.438,3.000,0.188
00:26:40:244,0.025,-0.011,-0.991,-264.600,-73.200,-91.000,0.625,3.188,-0.125
00:26:40:371,0.029,-0.009,-0.989,-265.500,-73.700,-91.500,-0.250,2.562,0.125
00:26:40:502,0.029,-0.014,-0.989,-264.300,-73.800,-91.400,0.062,2.750,0.188
00:26:40:620,0.031,-0.011,-0.999,-265.200,-73.600,-91.000,-0.062,2.625,0.188
00:26:40:734,0.026,-0.013,-0.994,-264.600,-72.800,-92.100,0.062,3.188,0.438
00:26:40:846,0.024,-0.009,-0.990,-264.800,-73.200,-93.000,0.062,2.938,0.375
00:26:40:973,0.023,-0.010,-0.988,-265.200,-74.200,-92.100,0.312,2.625,0.188
00:26:41:090,0.026,-0.013,-0.990,-264.200,-72.500,-92.700,0.438,3.188,0.312
00:26:41:219,0.026,-0.013,-0.997,-265.400,-72.800,-90.200,-0.375,2.375,-0.188
00:26:41:337,0.023,-0.012,-1.002,-264.700,-72.800,-92.200,0.438,3.375,0.312
00:26:41:462,0.027,-0.009,-0.989,-266.300,-74.300,-93.700,0.438,2.875,-0.062
00:26:41:566,0.024,-0.014,-0.990,-265.100,-73.800,-91.900,0.062,2.625,0.062
00:26:41:691,0.025,-0.014,-0.996,-265.000,-73.600,-92.200,0.438,2.750,0.312
00:26:41:821,0.026,-0.012,-0.995,-264.100,-72.800,-92.400,0.375,2.750,0.062
00:26:41:908,0.028,-0.014,-0.996,-265.400,-72.500,-91.500,0.500,2.625,0.375
00:26:42:034,0.026,-0.018,-0.996,-263.800,-72.200,-93.200,0.375,3.125,0.250
00:26:42:137,0.031,-0.012,-0.997,-264.700,-73.200,-93.700,0.438,3.375,0.062
00:26:42:290,0.027,-0.012,-0.998,-263.800,-73.400,-90.100,0.250,2.562,-0.125
00:26:42:403,0.032,-0.015,-0.995,-263.800,-74.200,-90.400,-0.312,3.062,0.000
00:26:42:540,0.030,-0.012,-0.996,-264.300,-73.700,-93.900,0.188,2.562,0.250
00:26:42:607,0.028,-0.007,-0.997,-264.600,-73.700,-92.600,0.500,2.812,-0.125
00:26:42:740,0.025,-0.010,-0.991,-264.100,-73.900,-90.300,0.250,2.438,0.375
00:26:42:873,0.026,-0.018,-0.996,-265.300,-73.100,-94.400,0.562,3.125,0.312
00:26:42:967,0.027,-0.014,-0.991,-265.600,-73.700,-92.200,0.250,2.312,0.312
00:26:43:087,0.025,-0.012,-0.996,-263.900,-73.300,-91.500,-0.312,3.000,0.375
00:26:43:223,0.027,-0.010,-0.992,-265.100,-72.600,-90.900,0.312,3.000,0.062
00:26:43:313,0.028,-0.011,-0.992,-265.500,-73.500,-91.200,0.125,3.062,0.250
00:26:43:416,0.022,-0.015,-0.988,-264.800,-72.800,-91.500,0.250,2.625,0.438
00:26:43:539,0.029,-0.011,-0.987,-264.900,-72.500,-91.400,0.250,2.812,0.000
00:26:43:679,0.032,-0.015,-0.988,-263.600,-73.600,-93.000,0.500,2.438,0.375
00:26:43:800,0.025,-0.010,-0.996,-264.900,-72.400,-92.700,-0.250,3.062,0.375
00:26:43:897,0.027,-0.009,-0.993,-264.500,-72.700,-90.700,0.000,2.438,0.438
00:26:44:023,0.028,-0.008,-0.992,-265.100,-73.100,-92.500,0.625,3.250,0.062
00:26:44:153,0.025,-0.009,-0.989,-264.300,-73.500,-91.300,0.375,2.500,0.375
00:26:44:258,0.030,-0.011,-0.992,-265.200,-72.300,-93.800,0.562,2.688,0.188
00:26:44:367,0.028,-0.016,-0.996,-266.100,-73.000,-92.500,0.312,2.562,0.250
00:26:44:510,0.025,-0.007,-0.990,-264.700,-73.100,-93.300,0.500,2.625,0.312
00:26:44:624,0.025,-0.010,-0.990,-265.700,-73.800,-91.900,0.125,2.750,0.125
00:26:44:736,0.032,-0.010,-0.989,-263.400,-73.200,-93.200,0.125,2.438,0.062
00:26:44:849,0.028,-0.015,-0.997,-265.900,-74.300,-92.800,0.375,2.688,0.188
00:26:44:992,0.021,-0.013,-0.999,-265.900,-72.600,-92.700,0.062,2.250,0.000
00:26:45:105,0.026,-0.016,-0.996,-263.400,-73.400,-91.000,0.562,3.375,0.062
00:26:45:212,0.023,-0.011,-0.997,-265.100,-73.300,-92.600,0.188,2.625,0.062
00:26:45:317,0.028,-0.015,-1.003,-264.200,-74.900,-93.100,0.688,2.625,0.125
00:26:45:461,0.026,-0.010,-1.000,-263.600,-73.700,-92.400,0.438,3.688,-0.125
00:26:45:573,0.027,-0.011,-0.992,-263.600,-74.300,-93.200,0.375,2.750,0.125
00:26:45:668,0.026,-0.012,-0.992,-264.900,-72.300,-92.700,0.188,2.500,0.062
00:26:45:795,0.025,-0.009,-0.992,-264.700,-72.200,-91.500,-0.125,2.688,0.125
00:26:45:907,0.029,-0.015,-0.991,-265.300,-73.000,-92.900,-0.375,2.938,0.062
00:26:46:018,0.026,-0.011,-0.989,-263.800,-73.100,-93.100,0.562,2.875,0.250
00:26:46:131,0.023,-0.009,-0.993,-264.400,-73.100,-92.100,-0.250,2.750,0.188
00:26:46:246,0.024,-0.012,-0.996,-265.300,-74.000,-93.500,-0.125,2.625,0.188
00:26:46:390,0.028,-0.013,-0.992,-265.300,-73.400,-92.700,0.312,2.875,0.125
00:26:46:495,0.031,-0.015,-0.990,-264.700,-73.400,-91.700,0.312,2.188,0.375
00:26:46:615,0.027,-0.017,-0.992,-266.600,-73.500,-92.700,-0.188,3.062,0.312
00:26:46:726,0.030,-0.007,-0.989,-264.500,-73.300,-91.200,0.125,2.812,0.188
00:26:46:854,0.026,-0.015,-0.999,-264.400,-72.500,-93.200,-0.312,3.125,0.125
