Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
00:29:43:619,0.024,-0.011,-0.988,-264.600,-73.100,-92.500,0.375,2.812,0.500
00:29:43:808,0.027,-0.006,-0.996,-264.500,-73.300,-94.200,0.000,2.750,0.375
00:29:44:040,0.031,-0.015,-0.992,-264.400,-73.200,-92.800,-0.250,2.375,0.062
00:29:44:230,0.024,-0.011,-0.989,-264.800,-72.100,-93.000,0.438,2.500,0.375
00:29:44:470,0.023,-0.007,-0.989,-263.900,-72.800,-90.200,0.062,2.688,0.250
00:29:44:671,0.022,-0.012,-0.992,-265.400,-72.100,-92.300,-0.188,2.375,0.250
00:29:44:899,0.023,-0.015,-0.992,-264.100,-73.100,-93.500,0.750,2.938,0.312
00:29:45:086,0.023,-0.013,-0.998,-264.000,-72.300,-92.700,0.188,3.188,0.125
00:29:45:321,0.024,-0.011,-0.989,-265.100,-73.200,-93.400,0.188,3.062,0.125
00:29:45:518,0.024,-0.015,-0.993,-263.800,-72.600,-92.500,0.188,2.250,0.375
00:29:45:714,0.025,-0.015,-0.990,-264.400,-73.200,-94.100,0.062,2.688,0.312
