Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
23:15:36:487,0.024,-0.015,-0.991,-265.300,-73.200,-90.400,0.188,2.875,0.438
23:15:36:672,0.022,-0.017,-0.996,-266.200,-71.500,-93.900,-0.250,2.688,-0.125
23:15:36:826,0.030,-0.015,-0.992,-265.500,-71.300,-92.900,0.375,2.438,0.312
23:15:37:010,0.028,-0.011,-0.998,-265.600,-71.600,-93.300,0.062,2.375,0.000
23:15:37:169,0.026,-0.014,-0.987,-265.300,-71.700,-93.700,0.062,2.688,0.000
23:15:37:351,0.032,-0.011,-0.992,-264.900,-71.700,-94.300,0.125,3.062,0.062
23:15:37:506,0.026,-0.010,-0.990,-265.900,-71.100,-92.300,0.375,2.875,0.188
23:15:37:679,0.027,-0.014,-0.996,-266.500,-71.400,-93.100,-0.375,2.250,0.312
23:15:37:850,0.027,-0.009,-0.991,-266.200,-71.900,-92.100,0.500,2.375,0.562
23:15:37:994,0.025,-0.016,-0.996,-266.700,-71.200,-92.700,0.500,3.125,0.312
23:15:38:137,0.026,-0.009,-0.987,-265.700,-72.200,-94.200,0.500,2.688,0.312
23:15:38:308,0.028,-0.016,-0.992,-266.500,-72.400,-92.300,0.625,2.750,-0.250
23:15:38:506,0.027,-0.010,-1.005,-264.500,-71.500,-94.400,-0.188,2.625,-0.312
23:15:38:692,0.029,-0.014,-0.992,-265.300,-71.500,-91.200,-0.312,2.375,0.250
23:15:38:827,0.026,-0.012,-0.989,-265.800,-72.400,-91.600,-0.438,2.625,-0.062
23:15:39:021,0.021,-0.016,-0.990,-266.700,-72.500,-92.800,0.750,2.750,0.062
23:15:39:168,0.029,-0.011,-1.000,-266.200,-71.900,-93.900,0.188,2.625,0.062
23:15:39:344,0.025,-0.016,-0.991,-265.200,-72.100,-93.600,0.375,2.625,0.250
23:15:39:522,0.024,-0.007,-0.991,-265.700,-72.400,-91.100,-0.188,3.000,0.250
23:15:39:676,0.026,-0.013,-0.999,-266.200,-72.300,-92.200,-0.062,3.062,0.125
23:15:39:860,0.019,-0.015,-1.000,-265.100,-72.700,-91.700,-0.188,2.562,-0.062
23:15:40:006,0.022,-0.012,-0.999,-268.000,-72.400,-93.900,0.438,2.562,0.312
23:15:40:193,0.026,-0.012,-0.994,-265.500,-71.600,-92.600,0.250,2.500,0.375
23:15:40:343,0.030,-0.009,-0.997,-266.200,-71.700,-90.200,0.375,2.750,0.188
23:15:40:521,0.029,-0.011,-1.000,-265.700,-72.500,-92.600,-0.125,2.375,0.188
23:15:40:691,0.028,-0.013,-0.996,-263.600,-69.900,-93.500,0.000,2.625,0.062
23:15:40:860,0.026,-0.015,-0.992,-264.800,-71.300,-91.400,0.250,2.375,0.000
23:15:41:037,0.021,-0.012,-0.993,-265.300,-70.900,-92.800,-0.250,3.250,0.062
23:15:41:177,0.029,-0.010,-0.993,-265.300,-71.500,-92.900,0.688,2.625,0.000
23:15:41:360,0.027,-0.015,-0.997,-265.900,-72.300,-93.100,0.375,3.125,0.125
23:15:41:536,0.026,-0.014,-0.990,-265.600,-72.200,-93.000,0.625,2.312,-0.062
23:15:41:679,0.024,-0.011,-1.000,-264.300,-71.700,-93.600,0.125,3.188,0.000
23:15:41:871,0.030,-0.016,-0.996,-265.900,-70.900,-93.000,0.312,2.938,0.000
23:15:42:032,0.029,-0.011,-0.989,-264.900,-69.900,-93.400,0.375,3.062,-0.125
23:15:42:187,0.024,-0.011,-1.002,-266.400,-71.300,-93.100,0.438,2.562,0.125
23:15:42:364,0.029,-0.012,-0.993,-265.900,-72.700,-93.700,-0.062,2.688,-0.125
23:15:42:518,0.023,-0.013,-0.993,-265.600,-72.700,-92.700,0.250,2.438,-0.125
23:15:42:693,0.028,-0.013,-1.000,-265.500,-71.500,-92.000,-0.125,2.500,0.438
23:15:42:873,0.026,-0.007,-0.992,-263.900,-71.200,-93.600,0.188,2.938,0.125
23:15:43:019,0.029,-0.017,-1.001,-264.300,-71.000,-91.900,0.188,3.000,0.125
23:15:43:211,0.027,-0.011,-0.998,-265.200,-71.500,-92.300,-0.125,3.125,0.062
23:15:43:348,0.022,-0.011,-0.998,-265.400,-71.500,-93.700,0.125,2.375,0.000
23:15:43:550,0.023,-0.011,-0.998,-265.500,-73.400,-92.400,-0.312,3.312,0.250
23:15:43:725,0.026,-0.010,-1.004,-265.600,-70.500,-93.100,-0.312,2.750,0.062
23:15:43:838,0.021,-0.015,-0.996,-265.100,-73.100,-93.100,0.062,2.562,0.188
23:15:44:051,0.029,-0.014,-0.996,-266.600,-71.400,-91.400,0.688,2.938,0.062
23:15:44:201,0.028,-0.014,-1.004,-266.700,-71.800,-93.300,-0.438,2.625,0.062
23:15:44:373,0.024,-0.007,-0.998,-265.200,-73.100,-92.800,-0.188,2.812,0.000
23:15:44:537,0.028,-0.014,-1.001,-266.900,-71.200,-95.700,0.312,2.562,0.125
23:15:44:711,0.026,-0.007,-0.996,-264.800,-72.100,-90.800,0.250,2.375,0.188
23:15:44:873,0.025,-0.014,-0.990,-268.300,-71.100,-94.100,-0.062,2.938,-0.188
