Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
23:15:33:136,0.029,-0.012,-0.997,-265.100,-73.500,-93.200,-0.188,2.438,-0.125
23:15:33:326,0.024,-0.009,-1.003,-264.500,-73.000,-94.100,0.438,2.188,0.125
23:15:33:448,0.033,-0.013,-0.997,-266.400,-73.400,-90.300,0.250,3.062,0.125
23:15:33:651,0.023,-0.008,-0.997,-265.400,-70.800,-93.100,-0.188,2.062,0.125
23:15:33:817,0.025,-0.011,-0.992,-266.100,-71.200,-92.500,0.062,2.875,-0.125
23:15:33:991,0.028,-0.011,-0.993,-264.800,-71.400,-92.200,0.250,2.688,0.062
23:15:34:145,0.023,-0.013,-0.997,-264.600,-72.600,-91.900,0.000,2.438,-0.125
23:15:34:320,0.028,-0.015,-1.002,-267.200,-71.800,-93.500,0.312,2.562,0.188
23:15:34:503,0.023,-0.011,-1.001,-265.400,-70.800,-92.700,0.438,3.062,0.250
23:15:34:661,0.030,-0.009,-0.992,-265.700,-72.600,-93.300,-0.312,3.312,0.375
23:15:34:816,0.024,-0.012,-0.991,-265.400,-73.300,-93.200,0.500,3.188,0.000
23:15:34:985,0.025,-0.013,-0.995,-266.800,-72.400,-92.100,0.062,2.688,-0.062
23:15:35:170,0.026,-0.016,-0.995,-265.900,-71.500,-93.300,0.062,2.812,0.250
23:15:35:336,0.029,-0.009,-0.995,-265.200,-73.000,-93.000,-0.250,2.562,-0.250
23:15:35:492,0.022,-0.006,-0.998,-265.800,-72.400,-94.200,-0.625,2.688,0.000
23:15:35:648,0.024,-0.009,-0.995,-265.300,-72.700,-93.700,-0.125,2.375,0.125
23:15:35:817,0.026,-0.008,-0.995,-264.700,-72.000,-93.400,-0.250,2.625,-0.125
23:15:35:996,0.026,-0.013,-0.992,-265.000,-70.900,-93.700,0.125,2.625,0.250
23:15:36:166,0.024,-0.010,-0.991,-265.500,-73.100,-92.900,0.250,2.500,0.062
23:15:36:349,0.026,-0.013,-0.998,-266.100,-71.900,-93.000,0.562,2.812,0.438
