Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
21:17:25:060,0.025,-0.010,-0.996,-265.300,-72.300,-93.700,-0.250,3.375,0.125
21:17:25:203,0.026,-0.008,-0.989,-265.500,-71.900,-93.800,0.312,3.062,0.000
21:17:25:375,0.031,-0.013,-0.991,-265.200,-72.200,-92.600,-0.250,3.312,0.188
21:17:25:542,0.025,-0.013,-1.001,-265.700,-71.300,-93.600,-0.125,3.125,0.188
21:17:25:676,0.024,-0.011,-1.001,-265.100,-71.100,-91.200,0.188,3.062,0.188
21:17:25:833,0.028,-0.011,-1.000,-265.600,-72.000,-92.800,0.188,2.812,0.000
21:17:25:969,0.026,-0.010,-0.991,-265.700,-72.700,-91.500,0.250,2.562,0.438
21:17:26:114,0.029,-0.011,-0.997,-266.100,-72.300,-91.400,0.188,2.625,0.062
21:17:26:261,0.025,-0.010,-0.997,-266.000,-71.900,-91.700,-0.062,3.062,0.562
21:17:26:411,0.026,-0.013,-0.991,-265.900,-72.400,-93.100,-0.125,2.562,-0.062
21:17:26:544,0.029,-0.009,-0.998,-264.500,-71.900,-93.600,0.500,2.812,0.125
21:17:26:690,0.029,-0.008,-0.989,-265.000,-72.500,-91.900,0.438,2.750,0.250
21:17:26:814,0.027,-0.011,-1.000,-265.800,-70.600,-89.600,-0.250,2.625,0.000
21:17:26:958,0.029,-0.014,-0.996,-265.500,-70.500,-91.200,-0.062,2.625,0.062
21:17:27:100,0.024,-0.011,-0.990,-267.000,-73.000,-92.000,-0.062,2.500,0.125
21:17:27:246,0.033,-0.014,-0.991,-265.000,-73.100,-92.100,-0.062,2.562,0.125
21:17:27:400,0.028,-0.010,-0.992,-264.800,-72.300,-92.200,0.125,3.000,0.125
21:17:27:556,0.026,-0.008,-0.994,-266.100,-69.600,-90.400,0.438,2.875,0.312
21:17:27:696,0.023,-0.012,-0.989,-266.000,-71.600,-92.000,-0.500,2.375,0.312
21:17:27:842,0.031,-0.011,-0.992,-266.200,-72.900,-93.000,0.438,3.375,0.312
21:17:28:001,0.023,-0.017,-0.995,-265.500,-70.300,-92.400,-0.438,2.188,0.312
21:17:28:151,0.025,-0.014,-0.988,-265.500,-71.700,-93.000,-0.250,2.312,0.062
21:17:28:286,0.029,-0.009,-0.997,-266.200,-71.100,-93.400,0.000,3.062,0.062
21:17:28:442,0.028,-0.012,-0.990,-264.900,-71.900,-94.200,-0.250,2.562,0.125
21:17:28:604,0.024,-0.009,-0.992,-265.800,-72.500,-93.800,-0.500,2.500,0.312
21:17:28:730,0.026,-0.016,-0.998,-266.800,-70.800,-93.400,0.375,2.875,-0.312
21:17:28:850,0.028,-0.013,-0.991,-266.700,-73.600,-93.400,0.000,2.625,0.250
21:17:28:947,0.026,-0.012,-0.993,-264.600,-72.900,-94.700,-0.625,2.125,0.188
21:17:29:079,0.026,-0.013,-0.993,-266.100,-72.900,-92.700,0.125,2.562,0.375
21:17:29:215,0.024,-0.018,-0.991,-266.600,-72.000,-88.900,-0.250,3.062,0.312
21:17:29:361,0.028,-0.013,-0.991,-265.000,-71.800,-91.800,0.312,3.250,-0.125
21:17:29:522,0.028,-0.015,-1.003,-267.200,-71.200,-91.900,-0.375,2.625,0.000
21:17:29:665,0.025,-0.014,-1.000,-266.400,-72.400,-91.300,-0.312,2.438,0.312
21:17:29:830,0.025,-0.010,-1.005,-265.600,-71.300,-93.000,-0.375,2.938,-0.125
21:17:29:955,0.018,-0.015,-0.989,-265.300,-71.500,-93.000,0.000,2.688,0.062
21:17:30:135,0.024,-0.017,-0.995,-266.300,-72.300,-93.000,0.500,2.812,-0.062
21:17:30:263,0.028,-0.013,-0.989,-266.600,-72.100,-93.200,-0.250,2.875,-0.125
21:17:30:423,0.026,-0.016,-0.996,-265.700,-71.000,-91.500,-0.125,2.625,-0.312
21:17:30:592,0.031,-0.014,-0.992,-266.300,-71.900,-93.400,0.375,2.688,0.188
21:17:30:748,0.028,-0.014,-0.989,-265.300,-72.500,-92.600,0.500,2.688,-0.125
21:17:30:865,0.030,-0.013,-0.996,-265.300,-73.300,-92.400,-0.250,2.250,-0.188
21:17:30:998,0.030,-0.014,-0.992,-265.400,-72.500,-92.100,-0.062,2.938,0.250
21:17:31:116,0.030,-0.010,-0.996,-266.300,-71.700,-93.700,0.125,2.500,0.000
21:17:31:286,0.028,-0.015,-0.986,-264.900,-73.600,-91.700,0.500,3.000,0.000
21:17:31:431,0.029,-0.018,-0.989,-265.000,-72.000,-93.400,-0.125,2.750,0.125
21:17:31:575,0.023,-0.012,-0.992,-264.700,-72.500,-93.800,-0.188,2.938,0.188
21:17:31:748,0.021,-0.009,-0.995,-265.000,-71.300,-93.400,0.062,3.062,-0.125
21:17:31:909,0.028,-0.018,-0.993,-265.100,-73.000,-92.200,-0.062,2.812,0.125
21:17:32:059,0.028,-0.013,-1.001,-266.300,-72.400,-90.800,0.062,2.812,0.375
21:17:32:218,0.024,-0.012,-1.000,-265.600,-72.600,-93.300,-0.625,2.500,-0.125
21:17:32:377,0.024,-0.011,-0.992,-264.700,-71.300,-93.500,-0.188,2.438,-0.062
21:17:32:555,0.026,-0.013,-0.996,-265.700,-71.900,-92.500,-0.188,2.500,0.188
21:17:32:664,0.031,-0.011,-0.992,-265.800,-70.700,-92.400,-0.562,2.125,0.188
21:17:32:816,0.030,-0.013,-0.990,-265.100,-72.600,-93.800,0.312,2.812,-0.062
21:17:32:954,0.025,-0.010,-0.990,-264.600,-71.800,-90.400,-0.312,3.125,0.125
21:17:33:095,0.025,-0.008,-0.993,-265.300,-73.100,-91.600,0.312,2.312,0.188
21:17:33:238,0.023,-0.016,-0.993,-266.900,-71.900,-92.700,-0.312,2.438,0.250
21:17:33:336,0.021,-0.010,-0.996,-265.600,-70.800,-91.700,0.188,2.438,0.062
21:17:33:453,0.024,-0.014,-0.996,-267.100,-72.100,-91.100,-0.500,2.250,-0.062
21:17:33:589,0.028,-0.011,-0.992,-266.600,-72.000,-93.700,-0.062,2.938,-0.062
21:17:33:755,0.025,-0.009,-0.993,-264.800,-72.900,-90.200,-0.188,2.938,-0.062
21:17:33:923,0.024,-0.011,-0.997,-266.000,-72.700,-94.700,-0.812,2.812,0.125
21:17:34:084,0.028,-0.013,-1.001,-266.200,-71.700,-93.200,0.375,3.250,-0.125
