Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
00:43:35:321,0.027,-0.014,-0.996,-265.100,-73.700,-93.900,-0.250,2.375,0.562
00:43:35:479,0.030,-0.008,-0.991,-263.300,-71.600,-92.700,0.250,2.438,-0.125
00:43:35:573,0.028,-0.017,-0.993,-263.800,-74.000,-91.100,-0.125,2.812,0.062
00:43:35:692,0.027,-0.012,-0.987,-262.800,-73.800,-94.900,-0.438,2.812,0.000
00:43:35:797,0.021,-0.012,-0.992,-264.500,-74.500,-93.500,-0.125,2.750,0.438
00:43:35:938,0.027,-0.013,-0.996,-264.000,-73.200,-94.400,0.688,2.188,0.062
00:43:36:033,0.023,-0.011,-0.996,-263.500,-74.500,-93.300,0.062,3.000,0.125
00:43:36:133,0.029,-0.009,-0.996,-264.200,-73.800,-92.500,-0.375,2.688,-0.125
00:43:36:266,0.025,-0.014,-0.989,-264.100,-73.800,-93.000,-0.125,2.375,0.375
00:43:36:345,0.028,-0.014,-0.998,-262.900,-73.400,-92.600,0.312,2.562,0.312
00:43:36:466,0.028,-0.015,-0.998,-263.900,-73.900,-92.500,0.750,3.062,-0.062
00:43:36:557,0.022,-0.014,-0.997,-263.800,-75.000,-92.400,-0.625,2.562,0.312
00:43:36:677,0.025,-0.016,-0.989,-262.900,-72.900,-91.900,-0.688,2.562,-0.062
00:43:36:795,0.022,-0.011,-0.995,-263.900,-74.200,-93.100,0.312,2.375,0.188
00:43:36:906,0.026,-0.010,-1.001,-264.300,-73.700,-93.300,0.188,2.375,0.250
00:43:37:008,0.021,-0.013,-1.001,-263.600,-73.400,-91.300,-0.188,2.375,0.312
00:43:37:133,0.027,-0.015,-0.996,-263.800,-74.600,-92.900,0.000,2.562,-0.062
00:43:37:244,0.026,-0.011,-0.995,-264.700,-73.300,-92.400,0.125,2.438,0.125
00:43:37:363,0.030,-0.012,-1.001,-264.100,-75.100,-92.500,0.188,2.625,0.250
00:43:37:467,0.022,-0.015,-1.004,-262.800,-73.900,-94.000,0.312,2.562,-0.250
00:43:37:590,0.026,-0.014,-0.998,-262.200,-73.400,-93.000,0.375,2.688,-0.062
00:43:37:676,0.025,-0.009,-1.002,-264.600,-74.100,-92.600,0.500,2.688,0.125
00:43:37:813,0.027,-0.014,-0.997,-263.000,-73.100,-91.200,0.625,2.625,-0.188
00:43:37:907,0.023,-0.012,-0.999,-262.900,-73.300,-92.900,0.188,2.625,0.250
00:43:38:044,0.028,-0.011,-0.996,-262.600,-73.000,-92.600,-0.562,2.688,0.188
00:43:38:163,0.026,-0.012,-0.991,-263.200,-72.900,-94.400,0.312,2.750,0.125
00:43:38:265,0.023,-0.008,-0.996,-262.100,-73.100,-92.900,0.188,2.875,0.250
00:43:38:367,0.025,-0.008,-0.996,-264.000,-74.400,-92.300,0.375,2.688,0.312
00:43:38:485,0.026,-0.012,-1.000,-263.300,-74.000,-92.200,0.000,2.688,0.125
00:43:38:609,0.028,-0.016,-0.990,-264.600,-72.800,-93.200,-0.125,2.750,0.250
00:43:38:708,0.024,-0.020,-0.998,-263.900,-72.300,-94.000,-0.125,2.938,0.188
00:43:38:805,0.023,-0.013,-0.992,-262.700,-73.400,-92.500,-0.375,2.625,0.250
00:43:38:907,0.031,-0.015,-0.996,-261.800,-73.500,-93.200,0.688,3.188,0.062
00:43:39:042,0.028,-0.013,-0.993,-263.800,-75.000,-91.600,-0.125,2.938,0.125
00:43:39:144,0.028,-0.011,-0.992,-263.200,-74.500,-92.600,0.062,2.938,0.062
00:43:39:246,0.022,-0.014,-0.996,-263.200,-73.800,-93.500,0.312,2.812,0.125
00:43:39:365,0.026,-0.011,-0.991,-263.300,-75.700,-90.000,0.500,3.062,0.125
00:43:39:483,0.024,-0.011,-0.995,-262.900,-72.900,-91.900,0.688,3.375,-0.125
00:43:39:615,0.027,-0.018,-0.996,-264.200,-74.800,-94.700,0.312,2.688,-0.062
00:43:39:715,0.028,-0.010,-0.999,-261.900,-73.700,-94.400,-0.062,3.188,0.125
00:43:39:831,0.028,-0.011,-0.992,-262.600,-73.500,-92.200,0.062,3.000,0.188
00:43:39:954,0.025,-0.013,-0.992,-263.600,-73.600,-92.400,-0.062,2.375,0.250
00:43:40:076,0.021,-0.007,-0.990,-263.300,-73.700,-94.500,0.375,2.938,0.250
00:43:40:175,0.022,-0.010,-1.001,-263.300,-74.100,-91.500,0.188,2.688,-0.125
00:43:40:302,0.026,-0.011,-0.995,-263.800,-75.100,-91.900,0.250,2.625,0.312
00:43:40:420,0.026,-0.012,-0.992,-263.500,-73.600,-91.700,0.375,2.812,0.062
00:43:40:517,0.024,-0.011,-0.996,-263.900,-73.900,-92.500,-0.062,3.062,0.000
00:43:40:642,0.024,-0.014,-0.999,-264.300,-75.500,-91.500,0.000,2.750,0.125
00:43:40:749,0.028,-0.013,-0.990,-262.400,-73.100,-94.600,0.125,2.625,0.188
00:43:40:857,0.025,-0.013,-0.996,-263.700,-71.800,-93.400,-0.125,3.250,0.062
00:43:40:983,0.029,-0.016,-1.000,-262.500,-73.100,-90.600,0.312,2.438,0.188
00:43:41:079,0.027,-0.013,-1.001,-263.700,-72.900,-91.400,0.188,2.562,-0.062
00:43:41:204,0.025,-0.013,-0.993,-264.100,-74.000,-93.500,0.062,2.375,0.188
00:43:41:297,0.023,-0.010,-0.995,-262.800,-72.700,-92.500,1.000,2.938,0.250
00:43:41:398,0.027,-0.012,-0.989,-262.700,-74.500,-92.400,0.875,2.562,0.438
00:43:41:528,0.029,-0.015,-1.002,-265.200,-74.300,-92.000,-0.188,2.875,0.062
00:43:41:642,0.026,-0.015,-0.988,-262.600,-75.300,-92.300,-0.438,3.000,0.312
00:43:41:779,0.023,-0.014,-0.989,-264.100,-74.000,-93.700,0.188,2.438,0.750
00:43:41:882,0.023,-0.016,-0.988,-263.700,-74.500,-92.000,-0.188,2.438,0.312
00:43:41:997,0.025,-0.014,-0.987,-263.200,-72.400,-93.300,-0.062,2.250,0.062
00:43:42:111,0.026,-0.010,-0.985,-263.400,-74.500,-93.400,-0.062,2.875,0.375
00:43:42:231,0.030,-0.009,-1.005,-263.400,-73.100,-94.000,0.125,2.312,-0.125
00:43:42:352,0.030,-0.016,-0.973,-262.800,-73.400,-92.800,0.375,2.500,-0.125
00:43:42:460,0.024,-0.020,-0.986,-264.500,-75.100,-93.200,0.500,2.750,0.250
00:43:42:567,0.024,-0.012,-0.995,-263.100,-74.500,-90.500,-0.500,2.625,0.125
00:43:42:657,0.024,-0.016,-0.997,-262.500,-74.700,-91.500,0.312,2.312,0.250
00:43:42:780,0.025,-0.008,-0.996,-263.800,-72.800,-93.700,0.000,2.312,0.438
00:43:42:888,0.025,-0.011,-0.981,-264.100,-73.200,-95.500,0.250,2.875,0.062
00:43:42:996,0.023,-0.014,-0.991,-264.300,-73.000,-92.100,0.188,2.500,0.250
00:43:43:121,0.029,-0.014,-0.986,-263.600,-72.200,-91.900,-0.062,2.188,0.000
00:43:43:232,0.024,-0.015,-0.997,-261.900,-73.900,-91.600,-0.125,2.875,0.000
00:43:43:363,0.027,-0.015,-0.990,-263.600,-73.000,-92.500,0.188,2.500,0.188
