Time,Ax,Ay,Az,Gx,Gy,Gz
11:19:42:780,0.017079999670386314,0.009759999811649323,-0.9964960217475891,0.125,3.125,0.125
11:19:42:784,0.017079999670386314,0.009759999811649323,-0.9964960217475891,0.125,3.125,0.125
11:19:42:788,0.017079999670386314,0.009759999811649323,-0.9964960217475891,0.125,3.125,0.125
11:19:42:808,0.022447999566793442,0.00878399983048439,-0.9974719882011414,0.125,3.125,0.125
11:19:42:812,0.022447999566793442,0.00878399983048439,-0.9974719882011414,0.125,3.125,0.125
11:19:42:815,0.022447999566793442,0.00878399983048439,-0.9974719882011414,0.125,3.125,0.125
11:19:42:820,0.022447999566793442,0.00878399983048439,-0.9974719882011414,0.4375,3.3125,0.0625
11:19:42:826,0.022447999566793442,0.00878399983048439,-0.9974719882011414,0.4375,3.3125,0.0625
11:19:42:830,0.022447999566793442,0.00878399983048439,-0.9974719882011414,0.4375,3.3125,0.0625
11:19:42:835,0.02537599951028824,0.013663999736309052,-0.9896640181541443,0.4375,3.3125,0.0625
11:19:42:842,0.02537599951028824,0.013663999736309052,-0.9896640181541443,0.4375,3.3125,0.0625
11:19:42:845,0.02537599951028824,0.013663999736309052,-0.9896640181541443,0.4375,3.3125,0.0625
11:19:42:850,0.02537599951028824,0.013663999736309052,-0.9896640181541443,0.5,2.8125,0.5
11:19:42:855,0.02537599951028824,0.013663999736309052,-0.9896640181541443,0.5,2.8125,0.5
11:19:42:859,0.02537599951028824,0.013663999736309052,-0.9896640181541443,0.5,2.8125,0.5
11:19:42:863,0.024399999529123306,0.009759999811649323,-0.9906399846076965,0.5,2.8125,0.5
11:19:42:870,0.024399999529123306,0.009759999811649323,-0.9906399846076965,0.5,2.8125,0.5
11:19:42:874,0.024399999529123306,0.009759999811649323,-0.9906399846076965,0.5,2.8125,0.5
11:19:42:880,0.024399999529123306,0.009759999811649323,-0.9906399846076965,0.0625,2.75,0.375
11:19:42:884,0.024399999529123306,0.009759999811649323,-0.9906399846076965,0.0625,2.75,0.375
11:19:42:888,0.024399999529123306,0.009759999811649323,-0.9906399846076965,0.0625,2.75,0.375
11:19:42:894,0.016103999689221382,0.010735999792814255,-0.9955199956893921,0.0625,2.75,0.375
11:19:42:898,0.016103999689221382,0.010735999792814255,-0.9955199956893921,0.0625,2.75,0.375
11:19:42:901,0.016103999689221382,0.010735999792814255,-0.9955199956893921,0.0625,2.75,0.375
11:19:42:910,0.016103999689221382,0.010735999792814255,-0.9955199956893921,0.1875,2.75,0.25
11:19:42:913,0.016103999689221382,0.010735999792814255,-0.9955199956893921,0.1875,2.75,0.25
11:19:42:917,0.016103999689221382,0.010735999792814255,-0.9955199956893921,0.1875,2.75,0.25
11:19:42:923,0.023423999547958374,0.01659199967980385,-0.9886879920959473,0.1875,2.75,0.25
11:19:42:927,0.023423999547958374,0.01659199967980385,-0.9886879920959473,0.1875,2.75,0.25
11:19:42:932,0.023423999547958374,0.01659199967980385,-0.9886879920959473,0.1875,2.75,0.25
11:19:42:935,0.023423999547958374,0.01659199967980385,-0.9886879920959473,0.4375,2.5625,0.0625
11:19:42:943,0.023423999547958374,0.01659199967980385,-0.9886879920959473,0.4375,2.5625,0.0625
11:19:42:947,0.023423999547958374,0.01659199967980385,-0.9886879920959473,0.4375,2.5625,0.0625
11:19:42:956,0.021959999576210976,0.01659199967980385,-0.9916160106658936,0.4375,2.5625,0.0625
11:19:42:959,0.021959999576210976,0.01659199967980385,-0.9916160106658936,0.4375,2.5625,0.0625
11:19:42:962,0.021959999576210976,0.01659199967980385,-0.9916160106658936,0.4375,2.5625,0.0625
11:19:42:977,0.021959999576210976,0.01659199967980385,-0.9916160106658936,0.3125,2.6875,-0.0625
11:19:42:982,0.021959999576210976,0.01659199967980385,-0.9916160106658936,0.3125,2.6875,-0.0625
11:19:42:986,0.021959999576210976,0.01659199967980385,-0.9916160106658936,0.3125,2.6875,-0.0625
11:19:42:991,0.018543999642133713,0.009759999811649323,-0.9916160106658936,0.3125,2.6875,-0.0625
11:19:42:997,0.018543999642133713,0.009759999811649323,-0.9916160106658936,0.3125,2.6875,-0.0625
11:19:43:001,0.018543999642133713,0.009759999811649323,-0.9916160106658936,0.3125,2.6875,-0.0625
11:19:43:005,0.018543999642133713,0.009759999811649323,-0.9916160106658936,0.375,2.625,0.1875
11:19:43:009,0.018543999642133713,0.009759999811649323,-0.9916160106658936,0.375,2.625,0.1875
11:19:43:014,0.018543999642133713,0.009759999811649323,-0.9916160106658936,0.375,2.625,0.1875
11:19:43:019,0.021959999576210976,0.009759999811649323,-0.9935680031776428,0.375,2.625,0.1875
11:19:43:023,0.021959999576210976,0.009759999811649323,-0.9935680031776428,0.375,2.625,0.1875
11:19:43:028,0.021959999576210976,0.009759999811649323,-0.9935680031776428,0.375,2.625,0.1875
11:19:43:034,0.021959999576210976,0.009759999811649323,-0.9935680031776428,0.3125,2.5625,0.375
11:19:43:038,0.021959999576210976,0.009759999811649323,-0.9935680031776428,0.3125,2.5625,0.375
11:19:43:042,0.021959999576210976,0.009759999811649323,-0.9935680031776428,0.3125,2.5625,0.375
11:19:43:051,0.02537599951028824,0.011711999773979187,-1.0013760328292847,0.3125,2.5625,0.375
11:19:43:055,0.02537599951028824,0.011711999773979187,-1.0013760328292847,0.3125,2.5625,0.375
11:19:43:059,0.02537599951028824,0.011711999773979187,-1.0013760328292847,0.3125,2.5625,0.375
11:19:43:063,0.02537599951028824,0.011711999773979187,-1.0013760328292847,0.1875,2.375,0.1875
11:19:43:067,0.02537599951028824,0.011711999773979187,-1.0013760328292847,0.1875,2.375,0.1875
11:19:43:072,0.02537599951028824,0.011711999773979187,-1.0013760328292847,0.1875,2.375,0.1875
11:19:43:077,0.022447999566793442,0.014639999717473984,-1.0013760328292847,0.1875,2.375,0.1875
11:19:43:083,0.022447999566793442,0.014639999717473984,-1.0013760328292847,0.1875,2.375,0.1875
11:19:43:086,0.022447999566793442,0.014639999717473984,-1.0013760328292847,0.1875,2.375,0.1875
11:19:43:092,0.022447999566793442,0.014639999717473984,-1.0013760328292847,0.4375,2.125,0.25
11:19:43:096,0.022447999566793442,0.014639999717473984,-1.0013760328292847,0.4375,2.125,0.25
11:19:43:103,0.022447999566793442,0.014639999717473984,-1.0013760328292847,0.4375,2.125,0.25
11:19:43:107,0.023423999547958374,0.013663999736309052,-0.9906399846076965,0.4375,2.125,0.25
11:19:43:111,0.023423999547958374,0.013663999736309052,-0.9906399846076965,0.4375,2.125,0.25
11:19:43:115,0.023423999547958374,0.013663999736309052,-0.9906399846076965,0.4375,2.125,0.25
11:19:43:122,0.023423999547958374,0.013663999736309052,-0.9906399846076965,0.0625,2.875,0.0
11:19:43:124,0.023423999547958374,0.013663999736309052,-0.9906399846076965,0.0625,2.875,0.0
11:19:43:129,0.023423999547958374,0.013663999736309052,-0.9906399846076965,0.0625,2.875,0.0
11:19:43:136,0.024887999519705772,0.009759999811649323,-0.9974719882011414,0.0625,2.875,0.0
11:19:43:139,0.024887999519705772,0.009759999811649323,-0.9974719882011414,0.0625,2.875,0.0
11:19:43:142,0.024887999519705772,0.009759999811649323,-0.9974719882011414,0.0625,2.875,0.0
11:19:43:149,0.024887999519705772,0.009759999811649323,-0.9974719882011414,0.5625,3.0625,0.4375
11:19:43:153,0.024887999519705772,0.009759999811649323,-0.9974719882011414,0.5625,3.0625,0.4375
11:19:43:157,0.024887999519705772,0.009759999811649323,-0.9974719882011414,0.5625,3.0625,0.4375
11:19:43:162,0.02635199949145317,0.010735999792814255,-0.9906399846076965,0.5625,3.0625,0.4375
11:19:43:168,0.02635199949145317,0.010735999792814255,-0.9906399846076965,0.5625,3.0625,0.4375
11:19:43:173,0.02635199949145317,0.010735999792814255,-0.9906399846076965,0.5625,3.0625,0.4375
11:19:43:178,0.02635199949145317,0.010735999792814255,-0.9906399846076965,-0.125,2.625,0.3125
11:19:43:186,0.02635199949145317,0.010735999792814255,-0.9906399846076965,-0.125,2.625,0.3125
11:19:43:190,0.02635199949145317,0.010735999792814255,-0.9906399846076965,-0.125,2.625,0.3125
11:19:43:194,0.020983999595046043,0.015615999698638916,-0.9886879920959473,-0.125,2.625,0.3125
11:19:43:207,0.020983999595046043,0.015615999698638916,-0.9886879920959473,-0.125,2.625,0.3125
11:19:43:211,0.020983999595046043,0.015615999698638916,-0.9886879920959473,-0.125,2.625,0.3125
11:19:43:216,0.020983999595046043,0.015615999698638916,-0.9886879920959473,0.0,2.375,0.125
11:19:43:220,0.020983999595046043,0.015615999698638916,-0.9886879920959473,0.0,2.375,0.125
11:19:43:224,0.020983999595046043,0.015615999698638916,-0.9886879920959473,0.0,2.375,0.125
11:19:43:230,0.02147199958562851,0.011711999773979187,-0.987712025642395,0.0,2.375,0.125
11:19:43:235,0.02147199958562851,0.011711999773979187,-0.987712025642395,0.0,2.375,0.125
11:19:43:239,0.02147199958562851,0.011711999773979187,-0.987712025642395,0.0,2.375,0.125
11:19:43:245,0.02147199958562851,0.011711999773979187,-0.987712025642395,0.5,2.9375,0.25
11:19:43:255,0.02147199958562851,0.011711999773979187,-0.987712025642395,0.5,2.9375,0.25
11:19:43:259,0.02147199958562851,0.011711999773979187,-0.987712025642395,0.5,2.9375,0.25
11:19:43:263,0.020983999595046043,0.009759999811649323,-0.9886879920959473,0.5,2.9375,0.25
11:19:43:268,0.020983999595046043,0.009759999811649323,-0.9886879920959473,0.5,2.9375,0.25
11:19:43:272,0.020983999595046043,0.009759999811649323,-0.9886879920959473,0.5,2.9375,0.25
11:19:43:278,0.020983999595046043,0.009759999811649323,-0.9886879920959473,-0.0625,2.9375,0.0625
11:19:43:284,0.020983999595046043,0.009759999811649323,-0.9886879920959473,-0.0625,2.9375,0.0625
11:19:43:289,0.020983999595046043,0.009759999811649323,-0.9886879920959473,-0.0625,2.9375,0.0625
11:19:43:294,0.024399999529123306,0.01268799975514412,-0.9955199956893921,-0.0625,2.9375,0.0625
11:19:43:301,0.024399999529123306,0.01268799975514412,-0.9955199956893921,-0.0625,2.9375,0.0625
11:19:43:305,0.024399999529123306,0.01268799975514412,-0.9955199956893921,-0.0625,2.9375,0.0625
11:19:43:310,0.024399999529123306,0.01268799975514412,-0.9955199956893921,-0.0625,2.875,0.25
11:19:43:314,0.024399999529123306,0.01268799975514412,-0.9955199956893921,-0.0625,2.875,0.25
11:19:43:318,0.024399999529123306,0.01268799975514412,-0.9955199956893921,-0.0625,2.875,0.25
11:19:43:325,0.021959999576210976,0.010735999792814255,-0.9955199956893921,-0.0625,2.875,0.25
11:19:43:329,0.021959999576210976,0.010735999792814255,-0.9955199956893921,-0.0625,2.875,0.25
11:19:43:333,0.021959999576210976,0.010735999792814255,-0.9955199956893921,-0.0625,2.875,0.25
11:19:43:341,0.021959999576210976,0.010735999792814255,-0.9955199956893921,-0.1875,2.625,0.125
11:19:43:345,0.021959999576210976,0.010735999792814255,-0.9955199956893921,-0.1875,2.625,0.125
11:19:43:350,0.021959999576210976,0.010735999792814255,-0.9955199956893921,-0.1875,2.625,0.125
11:19:43:353,0.023423999547958374,0.014151999726891518,-0.9964960217475891,-0.1875,2.625,0.125
11:19:43:358,0.023423999547958374,0.014151999726891518,-0.9964960217475891,-0.1875,2.625,0.125
11:19:43:362,0.023423999547958374,0.014151999726891518,-0.9964960217475891,-0.1875,2.625,0.125
11:19:43:368,0.023423999547958374,0.014151999726891518,-0.9964960217475891,0.875,2.6875,-0.0625
11:19:43:372,0.023423999547958374,0.014151999726891518,-0.9964960217475891,0.875,2.6875,-0.0625
11:19:43:375,0.023423999547958374,0.014151999726891518,-0.9964960217475891,0.875,2.6875,-0.0625
11:19:43:381,0.024399999529123306,0.013663999736309052,-0.9916160106658936,0.875,2.6875,-0.0625
11:19:43:385,0.024399999529123306,0.013663999736309052,-0.9916160106658936,0.875,2.6875,-0.0625
11:19:43:392,0.024399999529123306,0.013663999736309052,-0.9916160106658936,0.875,2.6875,-0.0625
11:19:43:398,0.024399999529123306,0.013663999736309052,-0.9916160106658936,0.0,2.375,0.375
11:19:43:402,0.024399999529123306,0.013663999736309052,-0.9916160106658936,0.0,2.375,0.375
11:19:43:405,0.024399999529123306,0.013663999736309052,-0.9916160106658936,0.0,2.375,0.375
11:19:43:412,0.023423999547958374,0.013663999736309052,-1.002351999282837,0.0,2.375,0.375
11:19:43:416,0.023423999547958374,0.013663999736309052,-1.002351999282837,0.0,2.375,0.375
11:19:43:420,0.023423999547958374,0.013663999736309052,-1.002351999282837,0.0,2.375,0.375
11:19:43:426,0.023423999547958374,0.013663999736309052,-1.002351999282837,0.0625,2.875,0.0
11:19:43:430,0.023423999547958374,0.013663999736309052,-1.002351999282837,0.0625,2.875,0.0
11:19:43:434,0.023423999547958374,0.013663999736309052,-1.002351999282837,0.0625,2.875,0.0
11:19:43:441,0.024399999529123306,0.010735999792814255,-0.9872239828109741,0.0625,2.875,0.0
11:19:43:445,0.024399999529123306,0.010735999792814255,-0.9872239828109741,0.0625,2.875,0.0
11:19:43:449,0.024399999529123306,0.010735999792814255,-0.9872239828109741,0.0625,2.875,0.0
11:19:43:454,0.024399999529123306,0.010735999792814255,-0.9872239828109741,0.125,2.625,0.4375
11:19:43:460,0.024399999529123306,0.010735999792814255,-0.9872239828109741,0.125,2.625,0.4375
11:19:43:464,0.024399999529123306,0.010735999792814255,-0.9872239828109741,0.125,2.625,0.4375
11:19:43:470,0.02537599951028824,0.011711999773979187,-0.9935680031776428,0.125,2.625,0.4375
