Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
22:19:02:800,0.025,-0.016,-0.990,-264.700,-73.300,-91.700,0.562,2.938,0.750
22:19:03:350,0.026,-0.015,-0.990,-266.200,-72.500,-92.700,-0.500,2.688,0.000
22:19:03:905,0.029,-0.012,-0.996,-266.900,-73.200,-92.300,0.562,3.375,0.125
22:19:04:459,0.020,-0.008,-0.992,-266.900,-72.400,-91.500,-0.625,2.500,0.125
22:19:05:028,0.028,-0.015,-0.995,-266.000,-74.600,-92.400,-0.375,3.188,-0.188
22:19:05:595,0.026,-0.009,-0.996,-266.400,-70.900,-93.100,0.062,2.750,0.188
22:19:06:162,0.029,-0.014,-0.996,-264.900,-72.900,-92.400,0.188,2.938,0.312
22:19:06:730,0.027,-0.012,-0.996,-265.500,-73.100,-93.500,-0.125,2.375,0.125
22:19:07:297,0.030,-0.010,-0.991,-264.500,-72.100,-90.600,0.312,2.750,0.125
22:19:07:866,0.030,-0.012,-0.991,-265.500,-72.500,-92.500,-0.062,2.688,-0.125
