Time,Ax,Ay,Az,Gx,Gy,Gz
02:05:14:161,0.04879999905824661,-0.0004879999905824661,-0.9925919771194458,-0.125,2.8125,0.25
02:05:14:219,0.05319200083613396,0.0019519999623298645,-0.9896640181541443,0.0625,2.5625,0.0625
02:05:14:279,0.0453840009868145,0.003903999924659729,-0.9886879920959473,0.25,2.8125,0.0
02:05:14:340,0.04928800091147423,0.0019519999623298645,-1.0013760328292847,0.25,2.5625,0.5
02:05:14:400,0.048312000930309296,0.0004879999905824661,-0.9916160106658936,0.4375,2.4375,0.375
02:05:14:460,0.05270399898290634,0.0058559998869895935,-0.9906399846076965,-0.0625,2.1875,0.5
02:05:14:521,0.04928800091147423,0.003903999924659729,-0.9916160106658936,0.4375,2.5,0.4375
02:05:14:581,0.048312000930309296,0.0024399999529123306,-0.9935680031776428,-0.0625,2.3125,0.0625
02:05:14:637,0.04294399917125702,-0.0004879999905824661,-0.9984480142593384,-0.25,2.625,0.0
02:05:14:696,0.04928800091147423,-0.0029279999434947968,-0.9925919771194458,0.8125,2.4375,0.0625
02:05:14:756,0.05075199902057648,0.009759999811649323,-0.9906399846076965,0.25,3.0,-0.125
02:05:14:816,0.049775999039411545,0.004879999905824661,-0.9945440292358398,-0.125,2.1875,0.25
02:05:14:876,0.04879999905824661,-0.0009759999811649323,-0.9886879920959473,0.25,3.125,0.125
02:05:14:937,0.05124000087380409,0.0014639999717473984,-0.9906399846076965,0.1875,2.375,0.1875
02:05:14:997,0.05172799900174141,0.0004879999905824661,-0.9916160106658936,0.0,2.75,0.0625
02:05:15:057,0.05270399898290634,0.003903999924659729,-0.9886879920959473,-0.0625,2.625,0.25
02:05:15:117,0.05319200083613396,0.004879999905824661,-0.9886879920959473,0.4375,2.875,0.0625
02:05:15:177,0.04684799909591675,0.0014639999717473984,-0.9906399846076965,-0.0625,2.25,0.0
02:05:15:236,0.04733600094914436,-0.0024399999529123306,-0.9916160106658936,0.125,2.625,0.375
02:05:15:296,0.05270399898290634,0.0024399999529123306,-0.9896640181541443,-0.4375,3.0625,0.0
02:05:15:356,0.0453840009868145,0.0024399999529123306,-0.9833199977874756,0.0,2.8125,0.0
02:05:15:416,0.05026400089263916,-0.0004879999905824661,-0.9984480142593384,0.625,2.4375,0.375
02:05:15:476,0.05172799900174141,0.0019519999623298645,-0.9916160106658936,0.0625,2.5,0.1875
02:05:15:537,0.048312000930309296,0.003903999924659729,-0.9886879920959473,-0.375,2.5625,-0.1875
02:05:15:597,0.048312000930309296,0.006831999868154526,-0.9974719882011414,0.125,2.875,-0.1875
02:05:15:658,0.05075199902057648,-0.0029279999434947968,-1.002351999282837,-0.375,2.9375,-0.0625
02:05:15:718,0.05172799900174141,0.0014639999717473984,-0.9925919771194458,-0.0625,2.625,0.3125
02:05:15:778,0.048312000930309296,0.0014639999717473984,-0.9945440292358398,-0.125,2.375,0.4375
02:05:15:838,0.04733600094914436,0.0024399999529123306,-0.9813680052757263,0.4375,2.6875,0.25
02:05:15:898,0.04928800091147423,0.004879999905824661,-0.9862480163574219,0.0,2.5625,0.1875
02:05:15:958,0.04782399907708168,0.0019519999623298645,-0.9994239807128906,-0.4375,2.375,0.3125
02:05:16:028,0.04196799919009209,0.011711999773979187,-0.9525759816169739,0.375,2.125,0.25
