Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
22:23:11:378,0.031,-0.010,-0.996,-265.800,-73.400,-94.100,-0.500,2.688,0.062
22:23:11:975,0.034,-0.015,-0.996,-264.500,-73.800,-95.800,0.250,2.688,0.312
22:23:12:492,0.028,-0.013,-0.994,-263.600,-72.000,-95.000,0.625,2.938,0.188
22:23:13:056,0.028,-0.009,-0.992,-263.400,-72.900,-92.100,-0.438,2.812,0.000
22:23:13:625,0.026,-0.008,-0.995,-265.800,-72.000,-93.400,-0.250,2.500,-0.125
22:23:14:192,0.021,-0.015,-0.999,-264.100,-72.700,-92.600,0.062,3.375,0.250
22:23:14:764,0.031,-0.006,-0.995,-265.900,-72.800,-91.800,0.062,3.375,0.125
22:23:15:327,0.024,-0.010,-0.990,-265.000,-72.900,-94.800,-0.062,2.812,0.062
22:23:15:897,0.028,-0.015,-0.990,-264.600,-71.400,-90.300,-0.188,2.938,-0.062
22:23:16:464,0.026,-0.015,-0.998,-263.900,-72.500,-91.000,-0.312,2.500,0.375
22:23:17:031,0.025,-0.005,-0.993,-265.400,-72.100,-92.500,0.000,2.500,0.000
22:23:17:598,0.024,-0.016,-0.990,-262.200,-73.400,-94.900,0.125,3.062,0.312
22:23:18:165,0.031,-0.013,-0.995,-265.600,-72.300,-94.200,0.062,2.688,0.312
22:23:18:732,0.024,-0.014,-0.997,-265.500,-72.700,-91.000,0.062,2.688,0.062
