Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
12:13:19:001,0.023,-0.012,-0.992,-255.000,-73.700,-92.100,0.188,1.875,0.000
12:13:19:116,0.028,-0.018,-0.996,-257.100,-75.300,-92.100,-0.500,2.125,0.312
12:13:19:222,0.026,-0.011,-0.991,-256.700,-75.500,-90.300,0.562,2.750,-0.125
12:13:19:352,0.027,-0.018,-0.998,-257.100,-74.600,-95.100,0.750,2.500,0.062
12:13:19:464,0.028,-0.013,-1.003,-256.400,-75.900,-91.600,0.812,2.375,0.312
12:13:19:564,0.025,-0.013,-0.995,-257.600,-74.300,-90.700,-0.188,2.625,0.188
12:13:19:666,0.028,-0.011,-0.998,-256.600,-74.300,-94.900,0.125,2.750,0.312
12:13:19:760,0.026,-0.010,-0.992,-256.100,-76.600,-94.600,0.562,2.625,-0.062
12:13:19:873,0.029,-0.015,-0.995,-260.300,-74.400,-93.600,0.188,2.938,0.000
12:13:19:990,0.028,-0.013,-0.989,-257.600,-74.200,-87.400,0.062,2.500,0.312
12:13:20:105,0.022,-0.012,-1.000,-256.800,-75.500,-90.900,0.000,2.562,0.562
12:13:20:212,0.028,-0.015,-0.993,-256.900,-74.300,-90.800,-0.438,2.500,-0.125
12:13:20:325,0.027,-0.014,-0.988,-256.700,-74.400,-92.000,0.000,2.500,0.062
12:13:20:422,0.030,-0.016,-0.996,-257.000,-75.500,-93.300,0.000,2.188,0.000
12:13:20:525,0.022,-0.014,-0.993,-257.600,-76.200,-93.200,0.250,2.250,0.000
12:13:20:626,0.020,-0.012,-0.998,-257.300,-73.800,-92.300,0.000,2.500,0.312
12:13:20:737,0.026,-0.014,-1.004,-256.300,-76.300,-90.700,0.438,2.438,-0.188
12:13:20:842,0.025,-0.016,-0.997,-258.400,-75.500,-92.400,0.062,2.688,0.312
12:13:20:955,0.028,-0.016,-0.999,-256.800,-76.100,-93.100,0.625,2.562,0.000
12:13:21:068,0.025,-0.014,-0.997,-256.600,-74.700,-91.700,-0.062,2.500,0.312
12:13:21:161,0.027,-0.013,-0.996,-257.300,-73.600,-91.100,0.500,2.438,0.375
12:13:21:287,0.026,-0.013,-0.988,-257.800,-76.100,-92.700,-0.188,2.438,0.125
12:13:21:388,0.027,-0.013,-0.995,-256.000,-74.900,-94.700,-0.375,2.250,0.312
12:13:21:506,0.028,-0.015,-0.996,-256.300,-76.200,-93.600,0.500,2.750,0.125
12:13:21:615,0.026,-0.014,-0.994,-255.800,-75.300,-92.100,0.812,2.250,0.250
12:13:21:712,0.027,-0.011,-0.989,-257.000,-74.200,-92.800,0.000,2.438,0.188
12:13:21:810,0.027,-0.012,-0.997,-256.900,-74.800,-92.900,0.500,2.562,0.000
12:13:21:923,0.024,-0.020,-0.992,-257.000,-73.400,-93.800,0.125,2.625,-0.188
12:13:22:026,0.029,-0.016,-0.996,-257.300,-74.100,-91.900,0.625,2.875,0.250
12:13:22:135,0.026,-0.015,-0.990,-257.500,-73.800,-93.200,0.062,2.938,0.375
12:13:22:247,0.027,-0.008,-0.992,-257.100,-75.000,-91.600,0.000,2.500,0.438
12:13:22:347,0.026,-0.015,-0.996,-258.100,-73.800,-94.100,0.062,2.562,0.312
12:13:22:482,0.025,-0.013,-1.001,-255.900,-75.100,-92.500,0.000,2.125,0.312
12:13:22:573,0.024,-0.017,-0.992,-257.400,-74.300,-93.500,-0.375,2.438,-0.188
12:13:22:694,0.023,-0.015,-0.996,-257.300,-75.200,-94.500,0.125,2.438,0.000
12:13:22:792,0.025,-0.014,-0.992,-257.600,-75.700,-91.300,0.000,2.688,0.062
12:13:22:909,0.024,-0.015,-0.994,-256.000,-75.800,-92.400,0.062,2.688,0.000
12:13:23:022,0.023,-0.016,-1.001,-256.600,-74.300,-92.100,0.438,2.188,0.188
12:13:23:138,0.022,-0.012,-0.995,-258.000,-75.700,-92.000,0.250,2.562,0.188
12:13:23:238,0.022,-0.014,-0.997,-256.400,-75.000,-94.300,0.250,2.375,0.250
12:13:23:338,0.024,-0.013,-0.999,-257.200,-76.100,-90.300,0.000,2.625,0.000
12:13:23:439,0.028,-0.020,-0.997,-257.600,-74.800,-94.500,0.750,2.562,0.000
12:13:23:543,0.022,-0.014,-0.995,-256.700,-75.100,-92.900,-0.125,2.812,0.188
12:13:23:657,0.029,-0.010,-0.991,-257.500,-75.200,-94.000,0.625,2.875,0.250
12:13:23:765,0.023,-0.010,-0.991,-256.700,-74.900,-90.300,0.188,2.500,0.312
12:13:23:869,0.025,-0.016,-0.999,-257.000,-74.700,-92.100,0.188,2.188,0.312
12:13:23:977,0.021,-0.014,-0.994,-256.600,-75.000,-90.600,0.562,2.250,0.188
12:13:24:077,0.025,-0.013,-0.998,-256.800,-74.700,-89.600,0.250,2.875,0.062
12:13:24:190,0.026,-0.017,-0.996,-259.200,-75.200,-92.900,-0.500,2.375,0.125
12:13:24:294,0.022,-0.011,-1.000,-256.400,-75.300,-92.300,0.688,2.438,0.062
12:13:24:421,0.023,-0.017,-0.996,-255.900,-74.800,-92.600,0.312,2.562,0.312
12:13:24:518,0.027,-0.015,-0.998,-257.600,-74.900,-93.500,0.250,2.250,0.250
12:13:24:617,0.024,-0.012,-0.996,-257.200,-76.000,-91.100,0.312,2.250,0.188
12:13:24:736,0.024,-0.014,-0.991,-256.800,-74.700,-91.700,-0.062,2.500,-0.375
12:13:24:839,0.025,-0.015,-0.992,-256.900,-76.500,-93.000,0.000,2.625,0.188
12:13:24:955,0.029,-0.013,-1.001,-256.900,-74.500,-89.800,0.375,2.375,0.375
12:13:25:050,0.028,-0.015,-1.001,-258.600,-75.300,-92.900,0.562,2.750,0.062
12:13:25:167,0.025,-0.014,-1.001,-258.700,-75.700,-91.700,-0.250,2.750,0.188
12:13:25:278,0.026,-0.021,-1.001,-257.700,-75.200,-92.400,0.125,2.750,0.000
12:13:25:395,0.026,-0.013,-0.997,-256.700,-76.200,-92.300,0.375,2.438,0.312
12:13:25:487,0.027,-0.012,-0.995,-256.400,-76.500,-93.500,0.438,2.688,0.000
12:13:25:604,0.024,-0.012,-0.996,-258.400,-76.100,-93.200,0.375,2.438,-0.062
12:13:25:701,0.023,-0.012,-0.988,-256.500,-75.500,-93.500,-0.250,2.688,0.188
12:13:25:836,0.024,-0.014,-0.995,-258.400,-74.500,-92.400,-0.312,2.875,0.312
12:13:25:937,0.026,-0.011,-0.990,-256.700,-75.700,-91.600,0.312,2.438,0.062
12:13:26:032,0.029,-0.007,-0.996,-258.900,-75.700,-92.500,0.250,2.562,0.375
12:13:26:158,0.031,-0.016,-0.996,-256.700,-76.400,-93.300,0.375,2.812,0.312
12:13:26:259,0.022,-0.011,-0.994,-258.500,-75.300,-92.900,0.188,2.875,0.125
12:13:26:359,0.026,-0.009,-0.988,-256.000,-74.200,-90.600,0.375,2.625,0.250
12:13:26:464,0.027,-0.013,-0.994,-256.000,-74.400,-91.500,1.438,3.062,0.062
12:13:26:577,0.028,-0.012,-0.992,-257.800,-75.100,-91.900,0.375,2.438,0.062
12:13:26:684,0.025,-0.011,-0.997,-257.900,-74.300,-92.100,-0.438,2.688,0.188
12:13:26:782,0.022,-0.013,-0.991,-257.100,-75.800,-95.900,0.250,2.625,-0.062
12:13:26:916,0.027,-0.010,-0.997,-256.800,-75.000,-92.600,-0.312,2.188,-0.062
12:13:27:003,0.028,-0.011,-0.997,-258.500,-74.500,-92.500,0.000,2.500,0.562
12:13:27:111,0.020,-0.015,-1.003,-258.400,-74.300,-94.400,-0.500,2.312,0.000
12:13:27:210,0.023,-0.018,-0.997,-257.000,-74.900,-92.100,0.188,2.625,0.250
12:13:27:311,0.026,-0.014,-1.000,-256.800,-74.900,-92.200,-0.188,1.750,0.125
12:13:27:444,0.024,-0.013,-0.993,-258.100,-75.500,-91.000,0.000,2.375,0.250
12:13:27:548,0.026,-0.015,-0.987,-258.400,-76.200,-93.400,0.062,2.625,0.000
12:13:27:643,0.026,-0.011,-0.992,-255.600,-76.800,-93.200,0.375,2.562,0.375
12:13:27:774,0.027,-0.010,-0.998,-258.300,-75.100,-92.600,-0.250,2.312,-0.125
12:13:27:870,0.025,-0.016,-0.996,-257.400,-75.600,-92.200,0.688,2.625,0.188
12:13:27:986,0.026,-0.014,-0.994,-257.700,-74.200,-93.200,-0.125,2.875,0.312
12:13:28:084,0.022,-0.017,-0.989,-258.100,-75.700,-92.500,0.688,2.562,0.250
12:13:28:189,0.023,-0.015,-0.992,-259.000,-75.000,-94.300,-0.125,2.500,0.375
12:13:28:306,0.024,-0.013,-0.991,-257.500,-75.100,-91.700,-0.125,2.562,0.000
12:13:28:406,0.028,-0.011,-0.990,-257.300,-74.600,-93.500,-0.312,2.625,-0.062
12:13:28:515,0.027,-0.012,-0.989,-256.200,-74.700,-91.500,-0.375,2.562,0.125
12:13:28:612,0.028,-0.012,-0.990,-257.200,-74.300,-92.900,0.062,2.375,0.312
12:13:28:713,0.025,-0.013,-0.991,-258.800,-75.800,-93.000,0.812,2.750,0.312
12:13:28:837,0.023,-0.016,-0.990,-257.800,-76.700,-91.300,0.375,2.188,0.312
12:13:28:955,0.028,-0.010,-0.992,-257.000,-74.300,-91.800,-0.375,2.500,0.250
12:13:29:059,0.024,-0.012,-0.992,-257.200,-74.200,-90.800,-0.062,2.625,0.375
12:13:29:152,0.028,-0.013,-0.988,-257.200,-75.300,-92.300,-0.312,2.500,0.250
12:13:29:272,0.030,-0.016,-0.993,-255.700,-74.900,-93.200,0.000,2.250,0.062
12:13:29:404,0.026,-0.011,-0.990,-256.000,-75.700,-90.400,0.625,2.500,0.438
12:13:29:491,0.028,-0.009,-0.997,-256.400,-74.700,-95.700,0.938,2.688,0.312
12:13:29:600,0.023,-0.009,-0.996,-256.000,-73.800,-92.700,-0.312,2.688,0.125
12:13:29:724,0.029,-0.009,-0.997,-256.500,-76.300,-91.800,0.312,2.438,0.312
12:13:29:812,0.024,-0.017,-0.991,-258.100,-74.600,-92.400,-0.125,2.125,0.000
12:13:29:938,0.027,-0.011,-0.992,-256.400,-74.300,-90.600,0.438,3.000,0.000
12:13:30:039,0.029,-0.012,-0.987,-257.800,-75.600,-93.400,-0.062,2.625,0.125
12:13:30:137,0.023,-0.018,-0.995,-257.100,-75.400,-91.200,0.000,2.250,0.312
12:13:30:249,0.024,-0.014,-0.991,-258.000,-73.500,-95.300,0.938,2.875,0.000
12:13:30:348,0.020,-0.018,-0.997,-257.400,-75.900,-93.200,0.438,2.875,0.250
12:13:30:470,0.024,-0.013,-0.998,-258.400,-75.200,-92.600,0.562,2.688,0.500
12:13:30:579,0.023,-0.008,-0.998,-258.200,-75.400,-92.700,-0.125,3.062,0.312
12:13:30:678,0.024,-0.011,-0.992,-257.200,-73.700,-90.900,0.062,2.500,0.312
12:13:30:782,0.029,-0.017,-0.992,-256.500,-75.200,-93.000,0.125,2.438,0.438
12:13:30:893,0.024,-0.011,-0.989,-257.800,-73.500,-94.100,0.625,2.875,0.500
12:13:31:009,0.028,-0.012,-0.992,-257.800,-74.000,-92.800,-0.125,2.938,0.500
12:13:31:109,0.024,-0.011,-0.996,-257.300,-74.900,-91.500,0.375,2.688,0.250
12:13:31:217,0.026,-0.015,-0.992,-257.800,-74.800,-93.000,-0.062,2.500,0.250
12:13:31:318,0.024,-0.015,-0.991,-259.000,-73.200,-92.800,0.125,2.438,0.188
12:13:31:436,0.024,-0.011,-0.995,-257.700,-76.400,-92.600,0.438,3.000,0.438
12:13:31:540,0.031,-0.013,-0.991,-257.300,-75.100,-94.700,0.188,2.125,0.188
12:13:31:642,0.026,-0.013,-0.996,-258.600,-75.000,-90.800,0.625,2.812,0.062
12:13:31:753,0.030,-0.009,-0.991,-258.000,-76.600,-91.800,0.000,2.438,0.312
12:13:31:860,0.029,-0.012,-0.993,-258.000,-74.600,-87.600,-0.438,2.312,0.312
12:13:31:983,0.028,-0.012,-0.987,-257.800,-75.400,-92.100,0.562,2.688,0.250
12:13:32:085,0.024,-0.012,-0.990,-258.000,-74.300,-90.800,0.562,2.688,0.125
12:13:32:179,0.030,-0.017,-0.991,-257.700,-74.100,-90.600,0.062,2.312,0.438
12:13:32:289,0.031,-0.011,-0.991,-258.500,-75.200,-90.700,-0.250,2.688,-0.125
12:13:32:404,0.022,-0.011,-0.998,-257.600,-75.300,-92.300,0.062,2.562,-0.250
12:13:32:509,0.031,-0.012,-0.996,-256.700,-74.900,-92.900,0.812,2.625,0.375
12:13:32:619,0.028,-0.015,-0.992,-258.500,-74.400,-90.800,0.375,2.562,0.125
12:13:32:721,0.029,-0.012,-0.995,-259.100,-75.100,-91.900,-0.188,2.500,0.375
12:13:32:842,0.028,-0.014,-0.991,-260.000,-75.200,-92.400,0.000,2.812,0.375
12:13:32:941,0.022,-0.016,-0.991,-257.500,-73.800,-92.500,0.750,2.250,0.062
12:13:33:069,0.029,-0.012,-0.991,-258.000,-74.100,-93.000,0.000,2.500,-0.500
12:13:33:161,0.024,-0.010,-1.000,-259.200,-74.500,-92.700,0.188,2.188,0.250
12:13:33:263,0.021,-0.008,-0.993,-257.600,-74.800,-93.000,0.125,2.375,0.188
12:13:33:389,0.027,-0.011,-0.999,-257.400,-74.000,-91.300,0.250,2.125,0.438
12:13:33:495,0.025,-0.012,-1.000,-258.300,-74.500,-91.400,0.125,2.625,0.125
12:13:33:582,0.029,-0.012,-0.995,-259.500,-76.000,-93.000,0.438,2.500,0.188
12:13:33:698,0.025,-0.017,-1.009,-257.700,-75.700,-91.100,0.562,2.500,0.250
12:13:33:806,0.023,-0.014,-0.990,-257.000,-74.700,-92.800,0.000,2.625,0.125
12:13:33:915,0.025,-0.015,-0.995,-257.200,-74.400,-89.000,0.188,2.812,0.125
12:13:34:013,0.030,-0.022,-0.998,-258.400,-74.200,-94.000,-0.438,2.938,0.188
12:13:34:136,0.027,-0.014,-0.995,-257.500,-75.600,-93.100,0.625,2.625,0.250
12:13:34:231,0.025,-0.010,-1.001,-258.000,-74.700,-91.400,0.688,2.688,-0.062
12:13:34:352,0.025,-0.020,-1.002,-258.400,-75.200,-90.200,0.250,2.625,0.000
12:13:34:469,0.025,-0.010,-0.991,-256.800,-75.300,-90.200,0.125,2.500,0.438
12:13:34:580,0.028,-0.014,-1.001,-258.600,-75.300,-92.600,0.125,2.938,0.312
12:13:34:686,0.021,-0.012,-0.993,-258.900,-74.900,-92.800,-0.125,2.812,0.062
12:13:34:785,0.025,-0.012,-0.989,-257.900,-75.600,-91.200,0.000,2.562,0.750
12:13:34:889,0.026,-0.016,-1.006,-255.700,-75.600,-93.300,-0.062,3.188,0.188
12:13:34:998,0.026,-0.008,-0.991,-257.500,-74.700,-93.600,0.188,2.875,0.062
12:13:35:097,0.028,-0.010,-0.998,-257.900,-75.600,-92.200,0.500,3.062,0.125
12:13:35:201,0.023,-0.008,-1.001,-259.500,-74.400,-91.100,-0.312,2.562,0.062
12:13:35:311,0.025,-0.012,-0.989,-256.800,-74.900,-93.200,0.312,2.875,-0.125
12:13:35:418,0.024,-0.010,-0.996,-257.000,-74.700,-92.900,0.688,2.750,0.375
12:13:35:527,0.026,-0.015,-0.991,-256.700,-75.000,-93.500,0.375,2.188,0.000
12:13:35:636,0.022,-0.019,-0.996,-259.400,-74.600,-93.400,-0.125,2.375,0.125
12:13:35:742,0.028,-0.015,-1.004,-257.700,-75.500,-94.600,0.688,2.875,0.250
12:13:35:851,0.028,-0.017,-0.998,-256.700,-74.900,-92.900,0.250,2.812,0.188
12:13:35:970,0.027,-0.017,-1.004,-258.700,-74.600,-91.500,0.062,2.438,0.312
12:13:36:078,0.031,-0.015,-0.992,-257.000,-75.800,-88.700,0.188,2.312,0.125
12:13:36:185,0.028,-0.012,-0.991,-257.600,-76.000,-92.600,0.250,2.625,0.438
12:13:36:291,0.024,-0.013,-0.993,-257.500,-74.700,-92.100,0.125,2.125,0.125
12:13:36:399,0.027,-0.014,-0.996,-257.100,-75.000,-93.000,-0.250,2.562,0.250
12:13:36:522,0.022,-0.010,-0.994,-257.200,-74.800,-93.300,0.188,2.500,0.062
12:13:36:626,0.027,-0.014,-0.996,-258.500,-76.300,-92.200,0.500,2.688,0.125
12:13:36:725,0.026,-0.012,-0.995,-257.100,-74.400,-93.600,0.375,2.750,0.562
12:13:36:823,0.025,-0.011,-0.993,-258.700,-74.400,-93.400,0.000,2.938,0.188
12:13:36:942,0.024,-0.014,-1.002,-256.900,-74.500,-91.600,0.250,2.312,0.062
12:13:37:040,0.024,-0.009,-0.995,-258.500,-75.600,-92.900,-0.312,3.062,0.188
12:13:37:166,0.028,-0.010,-0.992,-257.000,-75.100,-94.500,0.125,2.875,0.062
12:13:37:273,0.023,-0.020,-0.996,-259.100,-74.900,-92.100,-0.688,2.188,0.000
12:13:37:362,0.024,-0.013,-0.993,-257.800,-74.200,-91.900,0.312,2.875,0.000
12:13:37:490,0.027,-0.015,-0.989,-258.300,-75.400,-91.200,0.000,2.438,0.188
12:13:37:599,0.025,-0.010,-0.992,-258.500,-74.700,-91.500,0.000,2.438,0.125
12:13:37:700,0.021,-0.010,-0.990,-258.200,-76.500,-93.100,-0.125,2.625,-0.188
12:13:37:807,0.028,-0.009,-0.994,-259.000,-75.500,-92.300,0.312,2.750,0.125
12:13:37:910,0.026,-0.012,-0.998,-258.500,-75.500,-89.900,0.562,2.312,-0.062
12:13:38:018,0.027,-0.012,-0.996,-258.000,-74.400,-90.900,0.250,2.750,0.250
12:13:38:127,0.027,-0.011,-0.993,-256.200,-77.200,-94.000,0.625,2.250,0.250
12:13:38:228,0.019,-0.016,-0.996,-258.300,-75.400,-92.700,-0.125,2.875,0.000
12:13:38:337,0.023,-0.010,-0.997,-257.100,-76.300,-92.800,-0.062,2.500,0.000
12:13:38:448,0.028,-0.011,-0.996,-257.900,-74.800,-92.800,0.000,2.188,-0.062
12:13:38:558,0.028,-0.011,-0.996,-257.600,-74.700,-92.200,0.500,2.750,0.312
12:13:38:667,0.028,-0.011,-0.995,-256.600,-75.300,-90.700,0.312,2.062,0.375
12:13:38:770,0.029,-0.017,-0.991,-257.100,-75.400,-92.800,0.250,2.250,-0.062
12:13:38:873,0.022,-0.013,-0.994,-257.800,-76.300,-92.600,0.500,2.688,0.375
12:13:38:997,0.028,-0.013,-0.996,-257.800,-74.500,-91.400,-0.188,2.562,-0.062
12:13:39:093,0.026,-0.014,-0.992,-257.700,-77.100,-94.800,0.250,2.750,0.188
12:13:39:200,0.029,-0.012,-0.989,-258.100,-74.200,-93.600,0.250,2.562,0.375
12:13:39:318,0.024,-0.014,-0.992,-257.400,-75.400,-91.700,0.562,2.688,-0.125
12:13:39:421,0.025,-0.010,-1.002,-257.700,-74.800,-93.600,-0.312,2.812,0.250
12:13:39:537,0.029,-0.013,-1.006,-258.000,-76.300,-91.800,-0.062,2.812,0.438
12:13:39:640,0.026,-0.016,-1.003,-257.400,-74.700,-92.800,0.375,3.000,0.250
12:13:39:743,0.027,-0.013,-0.992,-258.600,-74.900,-90.900,-0.188,2.812,0.000
12:13:39:848,0.024,-0.010,-0.996,-258.100,-76.900,-91.700,0.125,2.375,0.250
12:13:39:949,0.023,-0.016,-0.998,-257.700,-76.300,-92.600,-0.312,2.625,-0.125
12:13:40:061,0.032,-0.016,-1.003,-256.600,-74.200,-92.200,0.250,2.688,0.188
12:13:40:177,0.023,-0.013,-1.003,-256.600,-76.000,-93.100,0.500,2.500,-0.125
12:13:40:278,0.025,-0.014,-0.989,-257.700,-75.400,-93.200,0.000,2.438,0.312
12:13:40:397,0.030,-0.013,-1.000,-256.100,-75.100,-93.900,-0.625,2.312,0.062
12:13:40:504,0.024,-0.012,-0.999,-256.600,-74.200,-90.600,0.000,2.688,0.312
12:13:40:606,0.029,-0.014,-1.005,-257.700,-74.700,-93.500,-0.125,2.500,0.250
12:13:40:717,0.027,-0.014,-1.002,-258.100,-75.900,-93.100,0.375,2.875,0.062
12:13:40:818,0.026,-0.008,-0.990,-255.500,-74.800,-90.400,0.188,3.250,0.250
12:13:40:940,0.028,-0.004,-0.995,-257.000,-75.700,-91.800,-0.188,2.438,0.250
12:13:41:043,0.027,-0.012,-1.003,-257.600,-77.100,-91.000,-0.375,2.312,0.062
12:13:41:158,0.024,-0.012,-0.997,-257.700,-74.800,-91.800,0.000,2.438,-0.125
12:13:41:264,0.025,-0.013,-0.993,-257.300,-75.800,-91.000,-0.125,2.625,0.500
12:13:41:360,0.030,-0.009,-0.993,-257.600,-75.400,-89.200,-0.562,2.438,0.000
12:13:41:487,0.022,-0.012,-0.989,-256.100,-75.200,-92.500,0.188,2.562,0.250
12:13:41:584,0.030,-0.014,-0.993,-258.300,-73.500,-92.500,0.250,2.875,0.062
12:13:41:683,0.027,-0.006,-0.992,-257.100,-75.000,-92.000,0.562,2.562,0.438
12:13:41:793,0.028,-0.013,-0.994,-256.700,-75.300,-88.900,0.250,2.938,0.312
