Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
00:14:39:117,0.024,-0.012,-0.994,-263.600,-73.100,-91.300,-0.125,2.625,0.250
00:14:39:262,0.027,-0.006,-0.996,-265.800,-73.300,-92.700,0.000,2.250,0.312
00:14:39:363,0.024,-0.013,-0.994,-265.500,-71.700,-92.200,0.062,2.750,0.375
00:14:39:493,0.027,-0.012,-1.000,-265.700,-73.100,-91.700,-0.500,2.188,0.125
00:14:39:611,0.028,-0.011,-0.992,-266.600,-73.300,-93.700,-0.062,2.625,0.250
00:14:39:743,0.030,-0.012,-0.993,-262.800,-72.600,-93.100,-0.250,2.375,0.000
00:14:39:869,0.029,-0.011,-0.992,-265.000,-71.500,-92.600,0.062,2.562,0.438
00:14:39:967,0.023,-0.009,-1.003,-264.400,-72.600,-91.500,0.125,2.750,0.125
00:14:40:106,0.024,-0.013,-0.998,-264.400,-73.000,-92.600,0.312,2.375,0.188
00:14:40:196,0.024,-0.010,-0.996,-263.500,-71.800,-93.300,0.188,2.938,0.062
00:14:40:322,0.025,-0.010,-0.990,-264.800,-72.900,-93.300,0.062,2.750,-0.125
00:14:40:453,0.026,-0.012,-0.996,-264.500,-71.600,-94.100,-0.375,3.125,0.250
00:14:40:566,0.025,-0.014,-0.997,-265.300,-73.500,-91.100,-0.750,2.312,0.188
00:14:40:709,0.025,-0.013,-0.990,-264.800,-73.600,-94.300,0.125,2.500,0.375
00:14:40:808,0.021,-0.008,-0.995,-264.300,-72.800,-93.300,-0.125,2.625,0.312
00:14:40:941,0.026,-0.010,-0.988,-264.800,-73.200,-94.000,0.125,2.500,0.438
00:14:41:036,0.024,-0.011,-0.993,-264.800,-74.000,-95.600,0.000,2.750,-0.062
00:14:41:168,0.026,-0.012,-0.991,-262.800,-73.100,-91.900,0.250,2.938,0.000
00:14:41:296,0.026,-0.013,-0.988,-264.000,-72.700,-93.200,-0.062,2.625,0.000
00:14:41:423,0.026,-0.007,-0.992,-264.500,-72.400,-93.300,-0.188,2.625,0.250
00:14:41:535,0.028,-0.007,-1.000,-263.900,-72.800,-94.700,-0.312,2.188,0.062
00:14:41:671,0.024,-0.011,-0.994,-263.500,-73.400,-94.400,-0.438,2.562,0.188
00:14:41:790,0.023,-0.012,-0.991,-265.000,-71.600,-91.200,0.188,3.000,0.375
00:14:41:906,0.023,-0.011,-0.993,-264.700,-72.000,-94.400,0.812,2.938,0.250
00:14:42:021,0.025,-0.006,-0.991,-264.100,-74.000,-92.300,0.312,2.562,0.438
00:14:42:138,0.028,-0.012,-0.996,-264.800,-72.400,-93.600,-0.188,2.312,0.188
00:14:42:273,0.027,-0.015,-0.990,-264.400,-73.100,-93.000,0.250,2.688,0.000
00:14:42:413,0.024,-0.010,-0.994,-263.700,-72.400,-93.700,-0.375,2.562,0.312
00:14:42:530,0.030,-0.010,-0.988,-264.600,-72.100,-91.500,0.000,2.625,0.062
00:14:42:642,0.023,-0.017,-0.999,-264.900,-72.900,-93.700,-0.312,2.500,0.250
00:14:42:761,0.024,-0.013,-0.990,-264.400,-71.700,-94.200,0.438,3.062,-0.062
