Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
23:32:38:582,00,-91.500,-0.500,2.750,0.562,0.026,-0.022,-0.996,-265.300
23:32:38:757,.000,0.062,2.375,0.312,0.021,-0.011,-0.991,-265.800,-72.400
23:32:38:932,438,2.875,0.312,0.029,-0.014,-0.990,-264.300,-72.800,-91.800
23:32:39:108,625,0.000,0.025,-0.011,-0.991,-265.600,-72.000,-91.200,-0.062
23:32:39:283,.312,0.029,-0.012,-0.990,-265.100,-70.300,-90.100,0.188,2.688
23:32:39:498,0.033,-0.014,-0.999,-264.100,-70.800,-91.300,0.312,2.812,0.625
23:32:39:700,0.023,-0.011,-0.994,-265.100,-72.400,-94.600,0.250,2.812,0.000
23:32:39:894,0.028,-0.013,-0.988,-264.100,-71.900,-93.100,0.062,2.375,-0.125
23:32:40:070,-0.010,-0.989,-265.200,-72.700,-92.500,0.312,2.250,0.312,0.029
23:32:40:246,-1.001,-266.000,-70.300,-91.800,-0.125,2.688,0.312,0.027,-0.012
23:32:40:420,-266.000,-73.300,-92.300,0.125,2.375,-0.062,0.026,-0.011,-0.995
23:32:40:597,100,-71.400,-92.800,-0.312,2.625,0.125,0.025,-0.010,-0.995
23:32:40:771,2.100,-93.300,-0.125,2.812,-0.125,0.026,-0.009,-0.997,-265.300
23:32:40:947,-92.400,0.125,2.750,0.188,0.028,-0.012,-0.992,-264.900,-72.800
23:32:41:121,0,0.188,1.875,0.188,0.029,-0.010,-0.990,-266.300,-72.600
23:32:41:297,3.125,0.188,0.027,-0.007,-0.993,-264.400,-71.600,-92.000,0.188
23:32:41:472,0.125,0.031,-0.015,-0.993,-264.900,-72.000,-92.900,0.125,2.812
23:32:41:685,0.029,-0.019,-0.990,-266.000,-71.400,-92.900,-0.188,2.938,0.250
23:32:41:887,0.026,-0.012,-0.990,-266.100,-71.700,-92.000,-0.062,2.562,-0.188
23:32:42:087,0.028,-0.013,-0.997,-264.400,-72.300,-93.800,0.500,2.812,0.125
23:32:42:263,0.012,-0.995,-264.900,-73.200,-93.700,-0.500,3.000,0.000,0.029
23:32:42:438,-0.990,-265.300,-71.300,-95.400,0.188,2.812,-0.188,0.027,-0.012
23:32:42:613,-266.100,-72.900,-92.500,-0.125,2.438,0.375,0.026,-0.010,-0.992
23:32:42:789,300,-73.500,-92.900,0.000,2.125,0.062,0.025,-0.010,-0.991
23:32:42:964,.500,-92.600,0.750,2.812,0.125,0.026,-0.013,-0.996,-265.900
23:32:43:139,2.500,0.438,2.438,0.250,0.023,-0.012,-0.991,-263.600,-73.300
