Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
21:49:58:907,0.025,-0.011,-0.992,-265.000,-71.000,-92.900,-0.438,2.500,0.125
21:49:59:183,0.031,-0.012,-0.995,-266.300,-71.900,-94.500,-0.062,2.438,0.062
21:49:59:450,0.027,-0.011,-0.996,-266.200,-71.500,-94.100,0.000,2.875,0.062
21:49:59:698,0.023,-0.015,-0.997,-265.400,-71.800,-93.200,-0.125,2.438,0.000
21:49:59:968,0.027,-0.011,-0.996,-265.400,-71.800,-91.900,-0.250,2.188,0.062
21:50:00:253,0.025,-0.010,-0.996,-265.100,-72.300,-90.100,-0.312,2.625,0.125
21:50:00:524,0.026,-0.010,-0.993,-264.500,-72.100,-90.900,0.000,2.500,0.188
21:50:00:786,0.028,-0.013,-0.990,-265.200,-72.100,-91.900,0.250,3.000,0.000
21:50:01:052,0.030,-0.015,-0.995,-266.000,-71.300,-90.400,0.375,2.438,0.312
21:50:01:318,0.026,-0.005,-0.996,-264.700,-72.600,-91.700,-0.125,2.500,0.125
21:50:01:597,0.023,-0.015,-0.989,-264.900,-70.600,-91.100,0.500,2.938,0.312
21:50:01:848,0.028,-0.012,-0.996,-266.000,-72.300,-92.500,-0.250,3.000,0.000
21:50:02:134,0.026,-0.007,-0.990,-264.900,-72.600,-92.000,-0.688,2.750,0.125
21:50:02:405,0.026,-0.006,-0.992,-265.500,-71.100,-90.100,-0.125,2.688,0.312
21:50:02:672,0.023,-0.011,-0.998,-264.400,-71.900,-91.400,0.000,2.812,0.062
21:50:02:933,0.027,-0.008,-0.996,-266.000,-71.000,-91.500,0.188,3.312,0.250
21:50:03:194,0.029,-0.010,-0.998,-265.400,-71.900,-93.800,-0.500,2.562,0.000
21:50:03:483,0.031,-0.010,-1.002,-265.800,-72.400,-90.200,-0.438,2.688,-0.188
21:50:03:737,0.027,-0.007,-0.996,-265.800,-73.000,-90.500,0.438,2.688,0.062
21:50:03:988,0.026,-0.009,-0.992,-264.900,-70.700,-91.500,0.125,3.062,-0.250
21:50:04:278,0.026,-0.006,-0.990,-264.500,-71.000,-94.700,-0.438,2.562,0.125
21:50:04:528,0.024,-0.007,-1.004,-265.300,-71.900,-90.500,-0.312,2.500,0.500
21:50:04:821,0.026,-0.012,-0.983,-265.100,-71.000,-91.900,0.312,2.875,0.125
21:50:05:100,0.025,-0.014,-0.998,-264.700,-71.600,-93.400,-0.062,2.812,0.312
