Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
22:02:56:757,0.028,-0.010,-0.994,-265.600,-72.200,-91.300,-0.312,2.625,0.500
22:02:57:312,0.028,-0.016,-0.992,-264.900,-71.500,-91.000,0.500,2.688,-0.188
22:02:57:880,0.029,-0.014,-0.996,-265.600,-70.800,-92.500,-0.312,2.500,0.375
22:02:58:447,0.028,-0.010,-0.995,-265.700,-72.000,-92.100,0.000,3.000,0.062
22:02:59:015,0.029,-0.011,-0.991,-265.300,-73.700,-92.300,0.000,2.438,0.312
22:02:59:583,0.030,-0.015,-0.992,-264.100,-72.300,-91.900,-0.375,2.688,-0.062
22:03:00:155,0.030,-0.012,-0.993,-265.100,-72.200,-92.700,-0.062,2.125,0.125
22:03:00:719,0.027,-0.010,-0.994,-264.200,-72.200,-94.100,-0.125,2.750,0.562
22:03:01:286,0.028,-0.011,-0.996,-266.400,-73.500,-91.400,0.000,2.250,0.250
22:03:01:853,0.022,-0.013,-0.989,-266.600,-73.700,-92.700,0.188,2.438,0.125
22:03:02:421,0.027,-0.014,-0.996,-265.600,-72.400,-92.800,0.188,2.938,0.375
22:03:02:987,0.030,-0.013,-0.990,-265.900,-72.200,-92.800,0.062,2.562,0.312
22:03:03:592,0.027,-0.017,-0.999,-266.200,-73.500,-93.500,0.125,2.812,0.312
22:03:04:121,0.025,-0.011,-0.990,-265.200,-72.200,-92.900,0.000,2.562,0.562
22:03:04:689,0.026,-0.016,-0.997,-265.600,-71.900,-94.000,-0.375,2.188,0.250
22:03:05:257,0.025,-0.011,-0.996,-265.000,-73.000,-92.400,-0.125,2.875,0.188
22:03:05:824,0.026,-0.020,-0.996,-265.400,-71.100,-93.800,0.000,2.438,0.438
