Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
21:46:28:383,0.026,-0.014,-0.992,-266.600,-71.400,-94.100,0.000,2.625,0.125
21:46:28:548,0.029,-0.013,-0.996,-265.300,-73.400,-91.500,-0.562,2.875,0.000
21:46:28:698,0.029,-0.012,-0.984,-266.600,-72.200,-90.600,0.250,2.500,-0.062
21:46:28:848,0.024,-0.011,-0.997,-266.300,-71.600,-92.300,-0.250,2.750,0.312
21:46:29:030,0.028,-0.009,-0.997,-266.000,-73.300,-90.300,0.562,2.812,0.000
21:46:29:199,0.023,-0.010,-0.996,-264.400,-72.200,-93.100,0.000,2.938,0.375
21:46:29:364,0.032,-0.013,-0.989,-266.100,-71.700,-92.800,0.062,2.500,0.188
21:46:29:511,0.028,-0.013,-1.003,-265.900,-71.700,-93.800,0.375,2.938,0.312
21:46:29:681,0.024,-0.012,-0.989,-266.400,-71.400,-91.900,0.500,2.875,0.125
21:46:29:840,0.024,-0.013,-0.999,-266.900,-72.500,-92.000,0.000,2.562,0.125
21:46:29:997,0.028,-0.013,-0.995,-266.700,-72.200,-90.300,0.000,3.625,0.125
21:46:30:173,0.024,-0.013,-0.999,-266.600,-72.400,-91.400,0.125,2.812,0.250
21:46:30:328,0.025,-0.012,-0.993,-266.100,-70.900,-91.500,0.375,2.562,0.188
21:46:30:489,0.027,-0.013,-0.990,-266.200,-72.300,-93.200,-0.125,2.875,-0.125
21:46:30:628,0.025,-0.011,-0.990,-265.000,-72.000,-93.400,-0.250,3.000,0.188
21:46:30:811,0.024,-0.008,-0.989,-264.800,-72.400,-92.700,0.000,2.750,-0.125
21:46:30:980,0.030,-0.015,-0.992,-266.700,-74.200,-92.800,0.375,2.875,0.312
21:46:31:148,0.022,-0.011,-0.996,-266.800,-71.600,-94.300,-0.500,2.500,0.375
21:46:31:310,0.025,-0.011,-0.990,-265.400,-72.800,-92.500,-0.312,2.688,0.250
21:46:31:463,0.028,-0.012,-0.998,-265.900,-71.000,-93.200,-0.062,2.688,0.188
21:46:31:629,0.025,-0.014,-0.990,-267.100,-73.800,-92.500,-0.562,3.000,-0.125
21:46:31:782,0.028,-0.012,-0.998,-266.100,-72.800,-92.800,0.188,2.250,0.000
21:46:31:950,0.029,-0.012,-0.992,-262.600,-72.400,-92.800,0.312,3.312,0.500
21:46:32:114,0.022,-0.015,-0.992,-266.500,-72.000,-94.200,0.375,2.438,0.312
21:46:32:256,0.030,-0.013,-0.991,-266.500,-72.600,-93.000,0.375,2.562,0.000
21:46:32:414,0.023,-0.012,-0.996,-265.800,-72.400,-95.900,0.438,3.125,-0.125
21:46:32:567,0.028,-0.010,-0.991,-264.300,-72.200,-92.000,0.312,2.875,0.000
21:46:32:749,0.026,-0.013,-0.992,-266.100,-72.200,-92.900,0.938,2.875,0.188
21:46:32:917,0.026,-0.012,-0.993,-264.700,-71.500,-89.700,-0.500,3.062,0.062
21:46:33:083,0.028,-0.013,-0.995,-265.600,-72.700,-93.300,0.000,2.438,0.125
21:46:33:245,0.023,-0.014,-0.990,-265.000,-70.600,-92.000,-0.188,2.312,0.250
21:46:33:390,0.023,-0.010,-0.989,-266.500,-73.200,-91.700,0.000,2.000,0.062
21:46:33:548,0.026,-0.011,-0.991,-264.800,-72.900,-93.100,0.562,2.812,0.438
21:46:33:719,0.027,-0.011,-0.993,-264.100,-74.600,-92.200,0.125,2.875,0.438
21:46:33:883,0.024,-0.011,-1.001,-265.900,-71.600,-90.700,0.062,2.312,0.125
21:46:34:062,0.023,-0.013,-0.995,-264.700,-72.100,-93.600,0.062,2.562,-0.062
21:46:34:199,0.030,-0.013,-0.996,-264.900,-73.200,-91.700,0.062,2.938,0.438
