Time,Ax,Ay,Az,Gx,Gy,Gz
02:00:26:676,0.05026400089263916,0.006831999868154526,-0.9496480226516724,-1.375,1.8125,-0.0625
02:00:26:736,0.08344800025224686,0.24887999892234802,-1.0989760160446167,0.125,1.6875,0.9375
02:00:26:796,0.03513599932193756,-0.0424560010433197,-1.0570080280303955,0.375,4.5,-0.8125
02:00:26:856,0.07417599856853485,-0.017079999670386314,-1.0243120193481445,0.375,3.8125,-0.9375
02:00:26:936,0.05514400079846382,0.00634399987757206,-1.0413919687271118,-0.1875,3.25,0.6875
02:00:27:027,0.04928800091147423,0.0029279999434947968,-1.0033279657363892,-0.1875,2.8125,0.0625
02:00:27:111,0.053679998964071274,0.0004879999905824661,-0.9964960217475891,-0.4375,3.0,-0.0625
02:00:27:167,0.05172799900174141,-0.0009759999811649323,-0.9945440292358398,-0.0625,2.8125,0.0625
02:00:27:227,0.05270399898290634,0.003903999924659729,-1.0003999471664429,-0.375,2.625,0.5
02:00:27:287,0.048312000930309296,0.0058559998869895935,-0.9974719882011414,-0.1875,2.5,0.3125
02:00:27:347,0.04782399907708168,-0.0019519999623298645,-0.9916160106658936,-0.125,2.5,0.125
02:00:27:407,0.04782399907708168,0.003903999924659729,-0.9984480142593384,0.125,2.375,0.0625
02:00:27:467,0.04733600094914436,0.0004879999905824661,-0.9935680031776428,0.1875,2.1875,0.0625
02:00:27:527,0.04879999905824661,0.003415999934077263,-1.0003999471664429,-0.5,1.875,0.4375
02:00:27:587,0.045871999114751816,-0.0014639999717473984,-0.9916160106658936,-0.625,1.8125,0.0625
02:00:27:649,0.048312000930309296,0.0,-0.9935680031776428,0.875,2.5625,0.375
02:00:27:709,0.05270399898290634,0.0004879999905824661,-0.9945440292358398,0.0625,2.625,0.4375
02:00:27:769,0.05416800081729889,-0.0014639999717473984,-0.9964960217475891,-0.25,2.625,0.375
02:00:27:829,0.05172799900174141,0.0004879999905824661,-0.9974719882011414,0.5,2.875,0.25
