Time,Ax,Ay,Az,Gx,Gy,Gz
02:05:44:979,0.05172799900174141,-0.0014639999717473984,-0.9955199956893921,-0.125,2.0625,0.0
02:05:45:039,0.05172799900174141,-0.0014639999717473984,-0.9925919771194458,0.1875,2.875,0.0625
02:05:45:099,0.058559998869895935,-0.0029279999434947968,-0.9896640181541443,0.375,2.0625,0.125
02:05:45:159,0.057583998888731,0.0029279999434947968,-0.9955199956893921,0.0625,2.375,0.1875
02:05:45:215,0.05514400079846382,0.0004879999905824661,-0.9833199977874756,-0.25,2.5,0.25
02:05:45:306,0.054655998945236206,0.0014639999717473984,-0.9935680031776428,0.3125,2.8125,0.25
02:05:45:396,0.04148000106215477,-0.006831999868154526,-0.9633119702339172,9.375,4.1875,0.5625
02:05:45:465,0.039528001099824905,0.02000799961388111,-1.0194319486618042,0.25,27.1875,-4.25
02:05:45:525,-0.0009759999811649323,-0.06197600066661835,-0.9154880046844482,-11.0625,94.0625,17.25
02:05:45:585,0.20983999967575073,0.07173600047826767,-0.9994239807128906,9.6875,-6.5,-4.5
02:05:45:645,0.18885600566864014,-0.061000000685453415,-1.0179680585861206,34.6875,-68.125,-12.75
02:05:45:705,0.07027199864387512,-0.06734400242567062,-1.0989760160446167,17.3125,-27.6875,-7.3125
02:05:45:767,0.05904800072312355,-0.049775999039411545,-0.9564800262451172,-3.0,8.625,-7.375
02:05:45:827,0.08198399841785431,-0.04294399917125702,-0.8930400013923645,-15.125,-10.4375,1.4375
02:05:45:887,0.031231999397277832,-0.08881600201129913,-1.1868159770965576,-28.4375,-41.375,-6.0625
02:05:45:947,0.12151200324296951,0.014639999717473984,-0.8774240016937256,-9.1875,51.375,21.0
02:05:46:007,0.0936959981918335,-0.037087999284267426,-0.8764479756355286,-6.5,37.625,7.0
02:05:46:067,0.14395999908447266,-0.022447999566793442,-0.9642879962921143,-7.375,4.5625,-37.9375
02:05:46:127,0.07075999677181244,-0.0331839993596077,-0.8437520265579224,7.4375,18.4375,-63.9375
02:05:46:187,0.09516000002622604,0.08979199826717377,-0.9774640202522278,-39.0,18.4375,-3.375
02:05:46:243,0.07710400223731995,0.19568799436092377,-1.0989760160446167,-14.0625,-49.625,15.6875
02:05:46:302,0.08832799643278122,0.09711199998855591,-0.9320799708366394,-13.9375,8.0625,3.4375
02:05:46:362,0.20154400169849396,0.11224000155925751,-0.9886879920959473,-2.375,6.0,15.25
02:05:46:422,0.056120000779628754,0.029279999434947968,-0.5368000268936157,-1.875,36.3125,14.3125
02:05:46:482,0.09955199807882309,0.03855200111865997,-0.8705919981002808,31.75,12.875,47.1875
02:05:46:542,0.08442399650812149,0.014639999717473984,-0.8427760004997253,-28.375,-5.199348164998597e+29,-1.0376293541461623e+20
02:05:46:876,0.0331839993596077,-0.04879999905824661,-0.9023119807243347,36.4375,-14.5625,12.0
02:05:46:937,0.15079200267791748,0.022935999557375908,-0.9662399888038635,-22.1875,20.6875,-1.0625
02:05:46:996,0.1668960005044937,0.044895999133586884,-1.0653040409088135,-31.5,-9.75,-20.25
02:05:47:056,0.11028800159692764,0.05660799890756607,-0.9896640181541443,-25.5,0.6875,-1.4375
02:05:47:116,0.16543200612068176,0.06002400070428848,-1.0862879753112793,-0.75,11.5,8.4375
02:05:47:176,0.12443999946117401,-0.010735999792814255,-0.913536012172699,36.5,2.5625,19.5625
02:05:47:237,0.1029679998755455,0.015615999698638916,-0.9008479714393616,4.6875,55.9375,15.5625
02:05:47:297,0.12590399384498596,0.05172799900174141,-0.9642879962921143,-11.25,-16.9375,-3.875
02:05:47:357,0.13127200305461884,-0.02147199958562851,-0.9672160148620605,1.75,15.0,-7.9375
02:05:47:417,0.22008800506591797,-0.09613599628210068,-0.9852719902992249,23.375,12.625,-2.1875
02:05:47:478,0.11467999964952469,-0.0302559994161129,-0.8842560052871704,6.0625,-11.0625,14.375
02:05:47:538,0.11272799968719482,0.1239520013332367,-0.9838079810142517,-62.9375,-10.25,13.375
02:05:47:598,0.11565600335597992,0.06831999868154526,-0.9691680073738098,5.6875,-3.9375,0.25
02:05:47:658,0.090768001973629,-0.05075199902057648,-0.9384239912033081,47.4375,-16.75,-17.625
02:05:47:718,0.1029679998755455,-0.05075199902057648,-0.9960079789161682,31.75,-10.375,0.8125
02:05:47:773,0.17763200402259827,0.03757600113749504,-1.0233360528945923,-13.9375,10.625,6.4375
02:05:47:833,0.19764000177383423,0.01512799970805645,-1.0033279657363892,-24.75,27.3125,7.0625
