Time,Ax,Ay,Az,Gx,Gy,Gz
18:41:08:070,0.11419200152158737,0.0058559998869895935,-0.9906399846076965,0.75,2.4375,0.1875
18:41:08:130,0.11077599972486496,0.006831999868154526,-0.9886879920959473,0.5625,2.8125,0.25
18:41:08:190,0.11760800331830978,0.0058559998869895935,-0.9803919792175293,0.0,2.5,0.0625
18:41:08:250,0.11321599781513214,0.0014639999717473984,-0.986735999584198,0.375,3.0625,0.125
18:41:08:310,0.115167997777462,0.00878399983048439,-0.986735999584198,0.25,2.8125,-0.125
18:41:08:370,0.11126399785280228,0.00878399983048439,-0.986735999584198,0.25,3.4375,0.0
18:41:08:430,0.11711999773979187,0.006831999868154526,-0.9886879920959473,0.1875,2.4375,0.0625
18:41:08:486,0.11565600335597992,0.004879999905824661,-0.9813680052757263,0.5625,2.5,0.25
18:41:08:545,0.11126399785280228,0.007807999849319458,-0.987712025642395,-0.25,2.375,0.0
18:41:08:605,0.10687199980020523,0.0029279999434947968,-0.987712025642395,0.625,2.4375,0.1875
18:41:08:665,0.11321599781513214,0.004879999905824661,-1.0003999471664429,0.3125,3.125,0.0625
18:41:08:725,0.11175200343132019,0.0029279999434947968,-0.9935680031776428,0.1875,2.625,0.375
18:41:08:785,0.11419200152158737,0.004879999905824661,-0.9847840070724487,0.5,2.9375,0.0
18:41:08:845,0.10735999792814255,0.0029279999434947968,-0.9842960238456726,0.4375,2.6875,0.125
18:41:08:901,0.11467999964952469,0.007807999849319458,-0.985759973526001,-0.3125,2.8125,0.25
18:41:08:961,0.11321599781513214,0.004879999905824661,-0.9906399846076965,0.125,3.3125,0.125
18:41:09:021,0.11224000155925751,0.004879999905824661,-0.986735999584198,0.0625,2.6875,0.3125
18:41:09:081,0.11760800331830978,0.003903999924659729,-0.9896640181541443,0.25,3.1875,0.0
18:41:09:141,0.11419200152158737,0.00634399987757206,-0.9906399846076965,0.0,2.8125,0.25
18:41:09:201,0.11467999964952469,0.007807999849319458,-0.986735999584198,0.0625,3.0625,0.125
18:41:09:261,0.10980000346899033,0.006831999868154526,-0.985759973526001,0.0,3.0625,0.375
18:41:09:321,0.11419200152158737,0.00878399983048439,-0.9886879920959473,-0.125,2.25,0.25
18:41:09:381,0.11321599781513214,0.003903999924659729,-0.985759973526001,0.4375,2.625,-0.125
18:41:09:441,0.11175200343132019,0.004879999905824661,-0.9886879920959473,0.8125,2.4375,0.25
