Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
12:57:31:132,0.508,0.103,-0.944,-286.300,-108.900,-92.900,48.938,-124.188,-0.250
12:57:31:229,0.329,0.071,-0.970,-281.000,-108.500,-88.900,-47.375,-64.750,-7.500
12:57:31:339,0.331,0.191,-0.913,-280.300,-113.100,-93.900,-75.438,40.500,0.000
12:57:31:447,0.472,0.271,-0.803,-284.000,-117.300,-99.000,-33.438,90.688,9.938
12:57:31:570,0.603,0.298,-0.812,-286.800,-114.000,-101.400,32.438,69.500,8.500
12:57:31:668,0.641,0.256,-0.956,-289.300,-112.800,-99.200,52.688,-51.625,-6.812
12:57:31:779,0.390,0.163,-0.811,-282.500,-113.600,-94.400,30.500,-151.938,-14.125
12:57:31:876,0.221,0.208,-0.829,-278.000,-112.100,-96.700,-27.375,-1.125,-0.688
12:57:32:004,0.356,0.189,-0.817,-280.100,-112.400,-97.100,22.938,119.875,28.312
12:57:32:098,0.599,0.126,-0.831,-287.700,-109.200,-97.000,25.562,104.250,28.062
12:57:32:226,0.694,0.168,-0.898,-291.400,-108.900,-98.400,-26.875,-14.938,-14.750
12:57:32:338,0.509,0.160,-0.863,-284.200,-112.000,-94.500,-30.500,-168.125,-38.062
12:57:32:462,0.265,0.225,-0.941,-275.000,-114.500,-95.300,-27.188,-99.875,-11.875
12:57:32:547,0.172,0.248,-0.686,-273.100,-113.500,-95.200,25.562,50.875,4.750
12:57:32:673,0.394,0.151,-0.999,-282.400,-111.800,-92.800,57.250,152.438,40.375
12:57:32:770,0.638,0.052,-0.936,-290.500,-107.100,-97.000,32.562,96.125,23.812
12:57:32:895,0.639,0.153,-0.870,-291.900,-107.400,-94.700,-53.938,-49.000,-31.688
12:57:33:005,0.445,0.168,-0.909,-283.000,-113.200,-95.700,-59.750,-166.938,-51.375
12:57:33:108,0.174,0.292,-0.839,-273.900,-116.400,-95.100,-32.062,-121.500,-20.312
12:57:33:199,0.122,0.274,-0.760,-272.200,-115.600,-94.900,58.562,88.875,11.125
12:57:33:298,0.361,0.151,-1.034,-280.000,-110.500,-94.200,68.750,136.125,42.125
12:57:33:408,0.570,0.087,-0.942,-288.100,-108.100,-96.900,33.312,88.500,13.875
12:57:33:520,0.581,0.066,-0.868,-289.100,-107.700,-94.800,-48.375,-58.062,-18.875
12:57:33:639,0.358,0.161,-0.840,-279.400,-111.000,-94.500,-61.438,-127.562,-31.312
12:57:33:754,0.188,0.297,-0.777,-274.500,-115.200,-92.900,-68.438,-59.812,-20.500
12:57:33:838,0.228,0.455,-0.719,-274.000,-118.100,-98.600,-48.688,78.188,-15.438
12:57:33:972,0.361,0.420,-0.911,-277.600,-118.700,-101.600,16.375,139.438,18.000
12:57:34:094,0.555,0.280,-0.811,-286.700,-115.300,-99.100,90.062,92.625,41.938
12:57:34:212,0.669,0.224,-0.854,-290.300,-110.700,-99.500,66.188,21.250,50.875
12:57:34:318,0.610,0.081,-0.842,-287.600,-106.200,-97.200,15.812,-107.812,17.750
12:57:34:418,0.409,0.095,-0.963,-282.100,-108.000,-90.900,-31.375,-119.125,-9.938
12:57:34:544,0.212,0.164,-0.924,-274.700,-110.900,-92.900,-77.688,-64.938,-24.312
12:57:34:655,0.210,0.303,-0.813,-274.800,-115.500,-95.300,-28.000,41.062,-2.250
12:57:34:763,0.335,0.210,-0.929,-278.800,-115.600,-95.900,48.250,95.750,36.000
12:57:34:884,0.426,0.142,-0.876,-283.900,-110.600,-93.100,81.375,-6.938,32.688
12:57:34:978,0.329,0.030,-0.775,-280.500,-106.200,-90.600,16.375,-47.938,-1.250
12:57:35:113,0.288,-0.015,-1.018,-280.300,-106.600,-89.800,29.562,-31.188,9.188
12:57:35:209,0.196,-0.001,-1.138,-278.300,-103.800,-87.900,-1.812,-35.125,15.812
12:57:35:308,0.163,0.027,-1.081,-278.800,-104.800,-88.600,-3.250,-21.312,2.125
12:57:35:426,0.122,-0.102,-1.101,-278.600,-106.800,-90.500,-1.125,13.125,2.000
12:57:35:546,0.133,0.007,-1.005,-278.700,-108.400,-89.600,0.500,2.562,-0.750
12:57:35:647,0.095,0.000,-0.971,-277.200,-107.100,-89.100,-0.875,-20.938,-1.875
12:57:35:775,0.084,0.004,-1.022,-275.000,-107.800,-88.600,1.500,-30.688,-1.625
12:57:35:883,0.038,0.016,-0.985,-274.800,-107.300,-89.300,0.938,-5.812,5.000
12:57:35:967,0.021,0.034,-0.876,-272.900,-106.500,-88.400,2.562,1.562,0.312
12:57:36:094,0.016,0.006,-0.988,-273.100,-106.900,-87.800,-0.312,2.125,0.000
12:57:36:213,0.043,-0.040,-1.002,-274.500,-106.500,-89.000,0.688,2.000,-1.250
12:57:36:307,0.015,0.009,-0.992,-272.900,-107.500,-87.800,-0.812,2.750,0.000
12:57:36:419,0.020,0.010,-0.990,-273.800,-107.500,-87.800,-1.188,2.250,-0.188
12:57:36:534,0.017,0.010,-0.991,-272.900,-107.200,-90.000,-0.750,2.250,-0.062
12:57:36:635,0.016,0.006,-0.993,-274.100,-105.900,-88.400,0.688,2.812,0.000
12:57:36:737,0.019,0.006,-0.989,-273.800,-107.700,-87.000,-0.625,2.250,0.125
12:57:36:841,0.014,0.003,-0.992,-272.000,-106.800,-89.400,0.250,2.875,0.062
12:57:36:937,0.016,0.007,-0.990,-274.600,-106.100,-87.400,-0.438,2.625,0.062
12:57:37:054,0.020,0.008,-0.992,-273.200,-107.000,-86.100,0.062,2.812,-0.062
12:57:37:145,0.018,0.004,-0.998,-273.500,-106.300,-89.000,1.000,2.688,-0.062
12:57:37:255,0.031,0.015,-1.017,-273.100,-105.900,-87.600,0.625,3.125,0.188
12:57:37:381,0.033,-0.066,-1.009,-273.900,-107.600,-87.600,-0.250,2.625,5.375
12:57:37:484,-0.003,0.085,-1.001,-272.900,-106.500,-83.900,0.500,3.125,-2.875
12:57:37:595,0.032,-0.013,-1.009,-273.100,-106.900,-88.000,0.625,3.312,-16.188
12:57:37:695,0.020,0.002,-0.995,-271.500,-108.200,-87.300,0.688,2.625,-3.188
12:57:37:784,0.010,0.015,-0.975,-272.100,-107.600,-89.600,-0.312,3.375,-4.125
12:57:37:882,0.015,-0.018,-0.988,-272.200,-106.400,-89.900,-0.312,2.375,-6.000
12:57:37:969,0.014,0.003,-0.994,-271.400,-106.500,-89.400,0.438,2.125,0.188
12:57:38:086,0.014,0.001,-1.003,-272.800,-109.000,-87.800,-0.375,2.062,0.312
12:57:38:188,0.014,0.009,-0.988,-271.600,-107.600,-87.700,0.500,2.625,-0.188
12:57:38:316,0.020,0.007,-0.988,-271.500,-106.100,-89.300,0.750,2.688,0.188
12:57:38:409,0.018,0.006,-0.994,-272.900,-106.600,-89.100,1.625,2.438,0.125
12:57:38:526,0.022,0.006,-0.992,-271.700,-106.000,-88.100,-0.188,2.938,0.125
12:57:38:650,0.016,-0.000,-0.990,-272.300,-106.700,-88.600,-0.312,2.625,0.188
12:57:38:746,0.017,0.008,-0.994,-271.600,-106.500,-87.300,0.000,2.625,-0.062
12:57:38:852,0.018,0.007,-0.999,-272.400,-107.900,-88.700,1.062,2.500,-0.062
12:57:38:945,0.016,0.006,-0.993,-272.300,-107.200,-88.500,0.812,2.688,0.062
12:57:39:062,0.014,-0.002,-0.995,-271.800,-107.100,-88.100,0.438,2.625,0.312
12:57:39:157,0.013,0.008,-0.986,-270.300,-107.900,-88.600,0.062,2.938,-0.125
12:57:39:268,0.014,0.013,-0.992,-271.500,-108.400,-88.700,-0.188,2.375,0.062
12:57:39:383,0.016,0.007,-0.998,-271.600,-107.100,-88.100,-0.188,2.625,-0.188
12:57:39:505,0.021,0.007,-0.999,-271.100,-107.600,-90.300,-0.562,2.688,-0.125
12:57:39:613,0.019,0.005,-1.000,-272.700,-108.100,-87.100,1.062,2.688,-0.062
12:57:39:698,0.021,0.008,-0.997,-270.800,-107.600,-89.300,-0.562,2.625,0.000
12:57:39:815,0.015,0.012,-0.989,-272.200,-108.800,-87.100,1.125,2.562,-0.250
12:57:39:924,0.020,0.003,-0.990,-271.700,-108.200,-89.000,-0.312,2.438,0.062
12:57:40:006,0.020,0.005,-0.998,-272.500,-107.200,-88.600,-0.750,2.188,0.125
12:57:40:100,0.023,0.005,-0.998,-270.900,-107.500,-89.300,1.000,2.688,0.375
12:57:40:199,0.016,0.004,-0.996,-272.200,-107.200,-86.300,0.500,2.688,-0.188
12:57:40:317,0.019,0.004,-0.996,-272.400,-107.500,-88.500,-0.500,2.875,0.000
12:57:40:428,0.020,0.008,-0.994,-271.400,-107.200,-87.200,0.812,2.750,-0.188
12:57:40:537,0.020,0.006,-0.991,-273.000,-107.500,-88.800,0.250,2.250,-0.188
12:57:40:671,0.015,0.009,-0.988,-272.200,-106.200,-89.800,0.125,2.812,0.062
12:57:40:759,0.020,0.006,-0.996,-272.900,-108.200,-87.200,0.250,2.812,0.125
12:57:40:857,0.014,0.004,-0.994,-272.700,-107.300,-90.600,0.000,2.812,0.250
12:57:40:978,0.020,0.005,-0.996,-272.000,-107.400,-87.900,0.188,2.750,-0.125
12:57:41:111,0.021,0.007,-0.992,-272.600,-106.700,-88.400,0.562,3.312,0.188
12:57:41:196,0.010,0.006,-0.992,-273.100,-108.100,-89.000,0.438,2.875,0.062
12:57:41:288,0.020,0.007,-0.991,-272.700,-106.900,-88.700,0.000,2.688,0.062
12:57:41:407,0.015,0.002,-0.991,-270.500,-106.500,-88.100,0.625,2.438,0.250
12:57:41:511,0.016,0.007,-1.003,-272.500,-108.200,-87.900,-0.375,2.938,0.312
12:57:41:608,0.017,0.004,-0.994,-272.400,-106.300,-90.700,0.125,2.625,-0.312
12:57:41:733,0.016,0.005,-0.997,-271.400,-106.700,-87.100,1.000,2.750,-0.312
12:57:41:830,0.018,0.008,-1.000,-272.500,-106.500,-88.800,-0.125,2.688,0.188
12:57:41:927,0.020,-0.000,-0.994,-271.500,-105.900,-89.400,-0.188,2.750,0.188
12:57:42:044,0.020,0.008,-0.991,-271.700,-108.400,-86.600,0.312,2.375,0.000
12:57:42:143,0.014,0.011,-1.002,-270.900,-107.600,-87.600,0.875,2.812,-0.188
12:57:42:243,0.020,0.011,-0.997,-271.500,-106.800,-88.400,1.375,2.375,0.125
12:57:42:351,0.015,0.008,-0.998,-271.700,-109.200,-87.400,2.125,2.875,-0.188
12:57:42:449,0.016,0.004,-0.991,-273.400,-107.200,-89.300,-0.125,2.562,0.188
12:57:42:565,0.012,0.005,-0.996,-271.300,-107.800,-88.800,-0.250,2.562,0.188
12:57:42:665,0.017,0.007,-0.998,-272.300,-106.900,-82.100,-1.000,2.625,0.062
12:57:42:770,0.015,0.007,-0.993,-272.000,-107.500,-88.500,0.438,2.875,0.188
12:57:42:884,0.020,0.007,-0.996,-272.300,-107.700,-88.200,0.500,2.312,0.125
12:57:42:995,0.016,0.000,-0.993,-272.600,-106.700,-88.500,-0.250,2.562,0.000
12:57:43:094,0.020,0.007,-0.994,-273.200,-107.800,-89.800,0.250,2.688,0.125
12:57:43:204,0.021,0.007,-1.002,-271.200,-106.000,-88.600,0.562,2.688,0.000
12:57:43:305,0.017,0.010,-1.000,-271.800,-107.900,-86.200,-0.062,3.000,0.062
12:57:43:445,0.016,0.009,-0.989,-271.700,-107.400,-89.900,-0.750,2.250,0.250
12:57:43:562,0.020,0.005,-1.006,-270.900,-107.300,-87.100,0.750,3.000,-0.312
12:57:43:649,0.014,0.005,-0.993,-272.400,-106.800,-86.300,0.375,2.688,-0.125
12:57:43:785,0.012,0.006,-0.988,-273.300,-108.200,-87.800,-0.312,2.438,0.312
12:57:43:881,0.020,0.000,-0.993,-272.200,-106.700,-86.800,0.500,2.812,0.000
12:57:43:975,0.016,0.003,-0.987,-271.900,-107.000,-88.500,0.000,3.000,0.062
12:57:44:074,0.019,0.003,-0.991,-272.600,-106.800,-85.800,0.938,2.000,0.125
12:57:44:203,0.020,0.005,-0.995,-270.900,-106.600,-87.400,0.000,2.438,-0.188
12:57:44:297,0.017,0.007,-0.993,-271.000,-106.600,-87.300,0.125,2.438,0.312
12:57:44:405,0.016,0.004,-0.998,-272.700,-107.500,-86.900,0.875,2.625,0.188
12:57:44:503,0.018,0.003,-0.992,-271.100,-107.800,-87.400,0.125,2.938,0.062
12:57:44:615,0.017,0.014,-0.989,-272.900,-107.500,-87.600,-1.000,2.688,-0.125
12:57:44:714,0.018,0.006,-0.991,-274.100,-107.800,-89.600,0.750,3.250,0.312
12:57:44:824,0.021,0.005,-0.999,-272.600,-108.200,-86.600,0.625,3.000,0.125
12:57:44:935,0.013,0.013,-0.989,-272.000,-106.500,-87.600,0.938,2.188,0.062
12:57:45:040,0.013,0.007,-0.990,-271.100,-107.200,-86.700,0.312,2.625,-0.062
12:57:45:160,0.016,0.007,-0.989,-272.200,-106.900,-87.500,0.188,2.938,-0.062
12:57:45:256,0.016,0.003,-0.988,-273.200,-108.000,-88.200,-0.188,2.625,0.125
12:57:45:380,0.019,0.007,-0.995,-271.100,-107.500,-85.100,0.250,3.000,0.000
12:57:45:495,0.017,0.006,-0.999,-271.200,-107.300,-88.600,1.250,3.000,0.312
12:57:45:592,0.013,0.009,-0.991,-273.100,-107.900,-91.000,1.438,2.562,0.438
12:57:45:699,0.014,0.010,-0.994,-271.400,-107.700,-90.900,-1.000,2.375,0.188
12:57:45:799,0.016,0.004,-0.992,-272.400,-107.500,-87.000,0.062,2.375,0.000
12:57:45:890,0.014,0.010,-1.001,-272.600,-106.700,-88.300,0.312,2.875,0.000
12:57:46:004,0.017,0.007,-0.993,-273.400,-106.500,-89.100,0.500,2.750,0.312
12:57:46:123,0.016,0.005,-0.989,-270.500,-107.700,-86.700,-0.188,2.375,-0.188
12:57:46:227,-0.006,0.003,-0.893,-272.200,-106.200,-88.800,-0.125,4.000,-18.750
12:57:46:365,0.022,-0.010,-1.010,-271.900,-108.100,-89.000,0.250,1.438,-3.250
12:57:46:464,-0.058,-0.013,-0.961,-271.100,-107.600,-86.200,-0.688,0.562,2.062
12:57:46:568,0.068,-0.020,-1.010,-273.800,-108.400,-88.100,1.312,24.312,-9.875
12:57:46:686,0.079,-0.049,-0.988,-275.100,-110.300,-86.900,0.688,-0.250,-5.688
12:57:46:795,0.048,0.027,-0.981,-273.200,-109.400,-88.400,-0.062,-11.438,-8.875
12:57:46:922,0.067,0.011,-0.994,-273.400,-109.300,-89.200,-0.750,0.312,-3.500
12:57:47:009,0.031,-0.000,-1.002,-272.000,-109.300,-89.400,-0.062,3.750,-2.812
12:57:47:114,0.041,0.009,-1.014,-273.500,-108.800,-87.300,0.000,0.688,0.625
12:57:47:225,0.034,0.004,-0.991,-272.500,-108.600,-89.000,-0.125,2.375,0.000
12:57:47:330,0.040,-0.001,-0.992,-273.900,-109.400,-88.500,0.375,1.812,-0.500
12:57:47:445,0.028,0.003,-0.990,-272.900,-109.300,-89.000,0.875,1.562,-2.750
12:57:47:558,0.033,0.004,-0.993,-272.500,-109.700,-87.100,-0.062,2.875,0.938
12:57:47:663,0.025,0.009,-0.997,-270.600,-108.700,-87.000,0.375,2.562,0.500
12:57:47:767,0.028,-0.002,-0.986,-273.600,-108.500,-87.300,-1.188,2.125,-4.500
12:57:47:876,0.039,0.014,-1.026,-270.600,-109.500,-86.700,1.000,2.625,0.062
12:57:47:993,0.024,0.011,-0.999,-271.200,-108.800,-87.700,0.312,2.125,-0.188
12:57:48:096,0.022,0.011,-1.000,-270.800,-109.500,-87.600,0.000,2.375,-2.500
12:57:48:212,0.014,0.020,-0.990,-271.700,-108.100,-86.700,-1.875,3.250,0.125
12:57:48:323,0.026,0.012,-0.997,-272.200,-108.300,-84.700,0.688,2.375,-4.500
12:57:48:418,0.030,-0.019,-0.996,-270.900,-109.600,-87.400,-0.125,2.562,-7.062
12:57:48:517,0.025,0.004,-1.002,-271.500,-107.900,-88.200,0.812,2.188,-0.125
12:57:48:634,-1.999,0.736,-0.688,-272.600,-109.000,-86.800,-4.938,1.938,3.812
12:57:48:739,0.174,-0.106,-0.923,-271.900,-107.300,-88.200,-0.188,3.125,8.688
12:57:48:852,0.057,-0.018,-0.991,-273.200,-107.700,-86.800,2.125,0.938,0.562
12:57:48:925,0.028,0.000,-0.992,-272.000,-108.700,-88.800,-0.375,2.562,4.438
12:57:49:002,0.021,0.008,-1.000,-272.100,-108.400,-89.200,-0.375,2.688,4.125
12:57:49:109,0.020,0.011,-0.990,-273.000,-107.000,-88.500,1.250,0.938,2.688
12:57:49:217,0.021,0.009,-0.990,-271.800,-108.300,-87.900,0.125,2.938,5.188
12:57:49:326,0.022,0.016,-0.980,-272.100,-106.300,-88.400,-0.562,1.812,1.250
12:57:49:434,0.038,0.008,-0.995,-271.800,-107.500,-86.800,0.312,1.812,-2.562
12:57:49:551,0.026,0.010,-1.003,-271.500,-108.100,-88.800,0.750,3.250,-0.688
12:57:49:650,0.030,0.012,-0.997,-271.700,-107.600,-89.600,-0.438,3.750,-0.938
12:57:49:757,0.012,0.021,-0.995,-272.100,-107.900,-86.200,-0.312,1.188,7.188
12:57:49:865,0.057,-0.010,-1.033,-270.800,-107.900,-87.700,0.438,1.875,-4.062
12:57:49:972,0.020,0.006,-0.995,-272.600,-106.700,-86.600,0.000,2.188,0.188
12:57:50:081,0.024,-0.006,-0.987,-271.000,-108.300,-88.700,-0.688,2.250,0.000
12:57:50:188,0.023,0.002,-0.996,-270.400,-107.200,-88.700,0.375,3.000,0.250
12:57:50:296,0.020,0.004,-1.002,-271.500,-108.100,-88.500,0.500,2.312,-0.250
12:57:50:405,0.029,0.076,-1.184,-269.800,-107.700,-86.700,-0.312,3.938,-9.250
12:57:50:513,0.030,0.071,-1.011,-270.400,-106.500,-86.300,-1.688,2.812,-5.000
12:57:50:621,-0.019,0.019,-0.797,-269.900,-108.100,-87.500,-8.688,5.438,8.625
12:57:50:730,0.046,0.089,-1.050,-271.000,-107.500,-88.900,-27.625,9.812,-4.500
12:57:50:838,0.077,0.072,-1.079,-270.600,-111.200,-91.000,-33.812,17.500,-5.188
12:57:50:945,0.125,0.102,-1.000,-274.000,-108.500,-89.800,32.938,25.188,21.562
12:57:51:061,0.145,0.036,-0.978,-274.700,-107.200,-89.000,9.688,33.938,11.375
12:57:51:160,0.203,0.031,-0.936,-277.800,-106.000,-87.900,8.688,28.562,7.250
12:57:51:268,0.237,-0.021,-0.951,-278.400,-106.400,-90.100,3.938,26.438,-4.188
12:57:51:377,0.295,0.015,-0.958,-279.600,-105.800,-88.700,-18.938,20.812,-5.812
12:57:51:484,0.305,0.022,-0.886,-280.600,-106.800,-91.600,-8.750,26.062,-0.312
12:57:51:593,0.381,0.030,-0.981,-279.500,-108.200,-88.400,-12.312,23.625,-6.500
12:57:51:700,0.402,0.059,-0.901,-281.600,-108.600,-90.800,6.812,23.438,-6.750
12:57:51:808,0.400,0.066,-0.872,-279.500,-108.200,-90.500,9.188,11.625,-0.750
12:57:51:916,0.430,0.079,-0.883,-282.700,-109.200,-90.100,-6.688,32.312,0.938
12:57:52:024,0.467,0.054,-0.809,-283.600,-108.500,-91.800,7.000,16.438,-2.750
12:57:52:132,0.478,0.060,-0.888,-283.600,-106.900,-92.200,15.062,3.500,-1.375
12:57:52:241,0.495,-0.005,-0.848,-284.500,-104.200,-90.000,48.438,14.062,-1.062
12:57:52:349,0.493,-0.087,-0.843,-285.100,-100.800,-89.200,10.875,-5.875,-9.125
12:57:52:457,0.492,-0.103,-0.883,-284.000,-101.200,-88.200,12.000,-5.438,-12.438
12:57:52:571,0.514,-0.110,-0.847,-282.600,-100.200,-88.300,14.438,15.312,-3.625
12:57:52:671,0.513,-0.120,-0.839,-283.600,-99.500,-89.400,3.000,4.625,-4.688
12:57:52:779,0.516,-0.132,-0.866,-282.900,-99.600,-89.200,5.312,7.250,-6.938
12:57:52:887,0.518,-0.122,-0.871,-283.200,-99.900,-88.500,10.625,4.438,-7.688
12:57:52:994,0.532,-0.119,-0.783,-283.600,-98.900,-89.000,3.375,4.938,-4.500
12:57:53:103,0.520,-0.115,-0.821,-283.700,-99.800,-90.500,-1.000,1.688,-4.375
12:57:53:210,0.533,-0.113,-0.851,-281.900,-99.900,-87.200,6.625,6.625,2.625
12:57:53:318,0.539,-0.135,-0.821,-283.500,-99.600,-89.200,2.000,3.438,-0.188
12:57:53:427,0.528,-0.105,-0.793,-282.800,-99.000,-88.100,-2.312,-4.625,1.750
12:57:53:537,0.517,-0.123,-0.793,-283.000,-100.200,-91.600,-27.125,-11.562,0.750
12:57:53:644,0.503,-0.096,-0.776,-282.100,-102.100,-88.300,2.438,-16.125,-1.562
12:57:53:753,0.487,-0.151,-0.842,-280.700,-101.700,-87.800,-1.750,-40.188,-15.062
12:57:53:860,0.418,-0.142,-0.889,-278.000,-100.100,-88.900,6.062,-25.312,-15.188
12:57:53:968,0.318,-0.081,-0.933,-275.600,-100.300,-85.900,-20.938,-30.188,-23.500
12:57:54:078,0.257,-0.029,-0.930,-272.600,-103.100,-87.300,-26.062,-36.438,-22.625
12:57:54:186,0.187,0.002,-1.046,-270.600,-104.700,-88.900,-19.938,-42.750,-27.062
12:57:54:293,0.127,0.079,-1.064,-268.400,-106.400,-88.100,12.750,-9.312,-7.688
12:57:54:401,0.093,0.041,-0.950,-265.900,-104.700,-89.500,9.000,-11.562,-10.188
12:57:54:509,0.049,0.053,-0.965,-264.300,-104.300,-93.600,11.125,-11.375,-3.375
12:57:54:616,0.059,0.007,-0.981,-262.700,-103.700,-94.200,-5.500,7.688,-8.062
