Time,Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz
23:53:10:180,0.030,-0.011,-0.988,-265.500,-72.000,-94.000,0.000,3.000,0.438
23:53:10:366,0.026,-0.012,-0.993,-265.900,-71.900,-95.000,0.375,2.688,0.000
23:53:10:519,0.025,-0.019,-0.996,-265.400,-72.200,-92.200,0.250,2.812,0.375
23:53:10:715,0.022,-0.008,-0.996,-266.100,-71.900,-92.500,-0.062,2.812,0.188
23:53:10:867,0.026,-0.014,-0.995,-265.800,-72.100,-90.700,-0.500,2.438,0.000
23:53:11:043,0.028,-0.013,-0.990,-264.700,-72.200,-93.700,0.312,2.688,-0.188
23:53:11:231,0.029,-0.010,-0.989,-264.300,-71.400,-93.500,0.000,2.562,0.000
23:53:11:376,0.029,-0.010,-0.993,-266.500,-72.300,-91.800,0.250,2.812,0.062
23:53:11:590,0.028,-0.007,-0.995,-265.800,-71.200,-91.300,-0.062,2.625,0.125
23:53:11:708,0.031,-0.011,-1.002,-265.300,-71.700,-94.300,-0.062,2.562,0.125
23:53:11:920,0.025,-0.010,-0.986,-264.000,-72.300,-91.700,0.312,2.500,0.250
23:53:12:034,0.028,-0.008,-0.997,-266.500,-72.000,-92.900,0.188,2.625,0.125
23:53:12:223,0.030,-0.011,-0.996,-264.300,-72.000,-91.200,0.562,2.562,0.000
23:53:12:411,0.028,-0.017,-0.992,-265.100,-71.300,-93.600,0.625,2.938,0.188
23:53:12:564,0.025,-0.009,-0.992,-265.600,-70.900,-91.400,0.625,3.062,0.375
23:53:12:733,0.033,-0.011,-0.995,-265.100,-71.000,-91.500,0.062,2.750,0.125
23:53:12:895,0.028,-0.010,-0.990,-264.900,-72.000,-91.900,0.000,2.688,0.312
23:53:13:064,0.027,-0.013,-0.998,-263.600,-72.900,-92.600,0.125,2.438,0.312
23:53:13:217,0.023,-0.010,-0.996,-265.200,-71.400,-92.800,-0.250,2.938,-0.125
23:53:13:413,0.029,-0.010,-1.002,-266.400,-72.500,-92.000,-0.125,2.625,-0.062
23:53:13:565,0.027,-0.012,-0.993,-265.900,-71.400,-94.000,0.188,2.250,-0.062
23:53:13:751,0.029,-0.015,-0.998,-265.500,-72.400,-92.300,0.375,3.062,0.188
23:53:13:919,0.025,-0.014,-0.991,-266.400,-72.300,-91.000,0.125,3.188,0.250
23:53:14:066,0.026,-0.014,-0.994,-265.300,-71.800,-94.300,0.062,2.562,0.250
23:53:14:247,0.027,-0.014,-0.992,-266.600,-72.500,-93.600,0.125,2.375,0.500
23:53:14:404,0.025,-0.011,-0.997,-265.400,-71.500,-92.500,0.188,2.750,0.188
23:53:14:581,0.023,-0.011,-0.990,-264.500,-72.800,-93.300,1.000,2.625,0.000
23:53:14:737,0.029,-0.010,-0.996,-265.400,-73.000,-92.000,0.312,3.375,0.062
23:53:14:934,0.026,-0.014,-0.994,-266.400,-73.000,-91.500,-0.250,2.938,0.188
23:53:15:120,0.030,-0.013,-0.992,-264.800,-73.400,-93.600,-0.375,2.875,0.062
23:53:15:260,0.027,-0.007,-0.990,-264.500,-72.200,-93.500,-0.500,2.812,0.250
23:53:15:427,0.026,-0.013,-0.992,-264.800,-72.300,-92.700,-0.438,2.625,0.188
