01:57:08:218,0.04440800100564957,-0.003903999924659729,-0.9916160106658936,-0.4375,3.0,0.1875
01:57:08:278,0.044895999133586884,-0.003903999924659729,-1.0013760328292847,-0.25,2.1875,0.1875
01:57:08:338,0.04684799909591675,-0.00878399983048439,-0.9886879920959473,-0.75,1.8125,0.0625
01:57:08:398,0.048312000930309296,0.0004879999905824661,-0.9955199956893921,0.0625,2.625,0.0625
01:57:08:458,0.04636000096797943,-0.0019519999623298645,-0.9955199956893921,0.625,2.375,-0.125
01:57:08:518,0.048312000930309296,-0.004879999905824661,-0.9945440292358398,-0.4375,2.5,0.1875
01:57:08:578,0.05075199902057648,-0.0019519999623298645,-0.9974719882011414,0.1875,2.5625,0.5
01:57:08:634,0.04733600094914436,-0.004879999905824661,-1.0003999471664429,0.125,2.75,0.0625
01:57:08:693,0.048312000930309296,-0.0029279999434947968,-1.0072319507598877,-0.4375,2.5,0.375
01:57:08:753,0.049775999039411545,-0.0019519999623298645,-1.002351999282837,0.25,2.75,-0.125
01:57:08:813,0.044895999133586884,-0.004879999905824661,-0.987712025642395,0.4375,2.4375,-0.0625
01:57:08:873,0.04050400108098984,-0.007807999849319458,-0.9886879920959473,0.25,2.6875,0.4375
01:57:08:933,0.045871999114751816,-0.004879999905824661,-0.9964960217475891,-0.125,1.75,0.25
01:57:08:993,0.04148000106215477,0.0014639999717473984,-0.9916160106658936,-0.0625,2.5625,0.25
01:57:09:054,0.04733600094914436,-0.0029279999434947968,-0.9964960217475891,0.5,2.5625,0.125
01:57:09:114,0.0424560010433197,-0.0029279999434947968,-0.9916160106658936,0.5625,2.875,0.0625
01:57:09:170,0.04636000096797943,-0.004879999905824661,-0.9964960217475891,0.125,2.125,0.1875
01:57:09:229,0.045871999114751816,-0.006831999868154526,-0.9935680031776428,0.375,2.1875,0.5
01:57:09:289,0.04196799919009209,-0.003903999924659729,-0.9945440292358398,0.3125,2.8125,0.125
01:57:09:349,0.04196799919009209,-0.0019519999623298645,-0.9916160106658936,-0.125,2.75,0.125
01:57:09:409,0.048312000930309296,-0.00878399983048439,-0.9925919771194458,-0.3125,2.3125,0.125
01:57:09:469,0.04148000106215477,-0.0058559998869895935,-0.9916160106658936,0.0,2.5625,0.125
01:57:09:529,0.04391999915242195,-0.0009759999811649323,-0.987712025642395,-0.25,2.625,0.1875
01:57:09:589,0.04391999915242195,0.0004879999905824661,-0.9906399846076965,0.0625,2.875,0.0625
01:57:09:645,0.045871999114751816,-0.0029279999434947968,-0.9935680031776428,0.0,2.6875,0.125
01:57:09:704,0.049775999039411545,-0.0009759999811649323,-0.987712025642395,-0.125,2.8125,0.0
01:57:09:764,0.04636000096797943,-0.0004879999905824661,-0.9935680031776428,-0.125,2.5,0.25
01:57:09:824,0.0424560010433197,0.0004879999905824661,-0.9906399846076965,-0.0625,2.0625,0.3125
01:57:09:884,0.04733600094914436,-0.010735999792814255,-0.9886879920959473,0.25,3.0625,0.3125
01:57:09:944,0.044895999133586884,-0.0029279999434947968,-0.9964960217475891,0.125,2.625,0.0
01:57:10:004,0.04636000096797943,-0.0029279999434947968,-0.9955199956893921,-0.125,2.375,0.0
01:57:10:060,0.04733600094914436,-0.0058559998869895935,-0.9984480142593384,-0.25,2.4375,0.125
01:57:10:124,0.04148000106215477,-0.004879999905824661,-0.9955199956893921,0.75,2.75,0.375
01:57:10:180,0.04294399917125702,-0.003903999924659729,-0.9906399846076965,0.0625,2.5,0.375
01:57:10:240,0.04636000096797943,-0.0058559998869895935,-0.9896640181541443,-0.0625,2.5625,-0.0625
01:57:10:300,0.04879999905824661,-0.0029279999434947968,-0.9955199956893921,-0.25,2.5625,0.0625
01:57:10:360,0.044895999133586884,-0.0058559998869895935,-0.9916160106658936,-0.3125,2.875,0.4375
01:57:10:420,0.048312000930309296,-0.0019519999623298645,-0.9974719882011414,0.0625,2.5625,0.25
01:57:10:480,0.04636000096797943,-0.003903999924659729,-0.9935680031776428,0.25,2.875,0.1875
01:57:10:540,0.048312000930309296,-0.003903999924659729,-0.9935680031776428,0.0,2.5625,0.0625
01:57:10:600,0.043432001024484634,-0.0009759999811649323,-0.9935680031776428,0.1875,2.375,0.0
01:57:10:656,0.048312000930309296,-0.0058559998869895935,-0.9964960217475891,-0.0625,2.0,0.4375
01:57:10:725,0.04440800100564957,-0.007807999849319458,-1.002351999282837,0.1875,2.5625,-0.125
01:57:10:775,0.04148000106215477,0.0019519999623298645,-0.9955199956893921,-0.25,2.4375,0.1875
01:57:10:835,0.04928800091147423,-0.0029279999434947968,-0.9935680031776428,0.6875,1.875,0.4375
01:57:10:895,0.048312000930309296,-0.0029279999434947968,-0.9906399846076965,-0.125,1.75,-0.125
01:57:10:955,0.04294399917125702,-0.003903999924659729,-0.9916160106658936,0.0625,2.875,0.0
01:57:11:015,0.04684799909591675,-0.0029279999434947968,-0.9916160106658936,0.625,2.4375,0.4375
01:57:11:076,0.044895999133586884,-0.0058559998869895935,-0.9955199956893921,-0.25,3.0,0.0
01:57:11:136,0.04636000096797943,-0.004879999905824661,-0.9906399846076965,0.375,2.75,0.125
01:57:11:192,0.045871999114751816,-0.0019519999623298645,-0.9955199956893921,0.25,2.8125,-0.25
01:57:11:251,0.04636000096797943,-0.0014639999717473984,-0.9964960217475891,0.0,2.4375,0.1875
01:57:11:311,0.04636000096797943,0.0,-0.9964960217475891,0.3125,2.5,0.25
01:57:11:371,0.045871999114751816,-0.0014639999717473984,-0.9974719882011414,-0.125,2.625,0.0625
01:57:11:431,0.04391999915242195,-0.006831999868154526,-0.987712025642395,-0.25,1.625,-0.25
01:57:11:491,0.04391999915242195,-0.003903999924659729,-0.9896640181541443,0.375,2.6875,0.0625
01:57:11:551,0.04391999915242195,-0.003903999924659729,-0.985759973526001,0.125,2.3125,0.375
01:57:11:611,0.05026400089263916,-0.0004879999905824661,-0.9925919771194458,-0.5625,2.3125,0.4375
01:57:11:667,0.04294399917125702,-0.0009759999811649323,-0.9935680031776428,-0.125,2.3125,0.0
01:57:11:726,0.04440800100564957,-0.0058559998869895935,-0.9906399846076965,-0.1875,2.4375,0.25
01:57:11:786,0.048312000930309296,-0.0019519999623298645,-0.9945440292358398,-0.3125,2.5625,-0.125
01:57:11:846,0.04391999915242195,-0.0009759999811649323,-0.9896640181541443,0.0,2.375,0.0
01:57:11:906,0.045871999114751816,-0.0058559998869895935,-0.9925919771194458,-0.1875,2.375,0.1875
01:57:11:966,0.04391999915242195,-0.0029279999434947968,-0.9896640181541443,-0.1875,3.0,0.25
01:57:12:026,0.04733600094914436,-0.0029279999434947968,-0.9945440292358398,0.0,2.25,0.3125
01:57:12:082,0.0424560010433197,0.0019519999623298645,-0.9935680031776428,0.0625,2.1875,-0.1875
01:57:12:141,0.04391999915242195,-0.003903999924659729,-1.0033279657363892,0.3125,2.6875,0.25
01:57:12:202,0.04733600094914436,-0.0029279999434947968,-0.9994239807128906,0.0,3.0,0.1875
01:57:12:262,0.04733600094914436,-0.0058559998869895935,-0.9896640181541443,-0.0625,2.25,0.25
01:57:12:322,0.044895999133586884,-0.003903999924659729,-0.9945440292358398,-0.125,2.5,0.625
01:57:12:382,0.048312000930309296,-0.006831999868154526,-0.9964960217475891,-0.0625,2.125,0.125
01:57:12:442,0.04733600094914436,-0.005367999896407127,-1.002351999282837,1.625,2.625,0.1875
01:57:12:502,0.04782399907708168,-0.010735999792814255,-0.9886879920959473,0.1875,3.3125,0.0625
01:57:12:562,0.04050400108098984,0.045871999114751816,-0.9906399846076965,-0.875,1.875,0.0
01:57:12:622,0.02147199958562851,0.06441599875688553,-0.9803919792175293,0.125,3.0625,0.5625
01:57:12:678,0.043432001024484634,0.0019519999623298645,-0.9984480142593384,0.125,2.3125,0.375
01:57:12:737,0.04148000106215477,0.0,-0.986735999584198,0.1875,2.5,0.125
01:57:12:797,0.04294399917125702,-0.0019519999623298645,-0.987712025642395,0.1875,2.375,0.0
