Time,Ax,Ay,Az,Gx,Gy,Gz
05:17:14:876,0.8510720133781433,-0.13566400110721588,-0.1542080044746399,60.9375,-23.5625,-53.8125
05:17:14:936,0.76664799451828,-0.2361920028924942,-0.37917599081993103,27.4375,-72.625,-55.125
05:17:14:996,0.7256559729576111,0.23131200671195984,-0.35916799306869507,22.625,-66.5625,-67.5
05:17:15:056,0.9364719986915588,-0.22935999929904938,-0.6509919762611389,141.1875,-174.125,-84.9375
05:17:15:116,0.87254399061203,0.25278401374816895,-0.28889599442481995,22.3125,89.9375,-61.25
05:17:15:176,1.274656057357788,-0.08588799834251404,-0.7973920106887817,-43.125,31.4375,-42.6875
05:17:15:236,1.0804320573806763,0.15664799511432648,-0.2391200065612793,-132.4375,214.625,-43.3125
05:17:15:291,0.8510720133781433,0.4201680123806,-0.2391200065612793,-134.6875,109.4375,-31.25
05:17:15:351,0.9852719902992249,0.25327199697494507,-0.17031200230121613,-79.25,82.5625,-15.3125
05:17:15:411,0.9569680094718933,0.3362320065498352,-0.0014639999717473984,-59.3125,29.8125,-51.125
05:17:15:473,0.9574559926986694,0.4060159921646118,-0.18055999279022217,-10.8125,13.0,-21.1875
05:17:15:531,0.8803520202636719,0.38649600744247437,0.062463998794555664,15.3125,16.1875,-12.6875
05:17:15:591,0.9169520139694214,0.48214399814605713,-0.07124800235033035,10.25,2.5,-22.625
05:17:15:654,0.955016016960144,0.4089440107345581,0.022935999557375908,7.125,-1.1875,-12.5
05:17:15:706,0.9979599714279175,0.36160799860954285,-0.12346400320529938,37.5,4.125,2.25
05:17:15:768,1.5650160312652588,1.0487120151519775,0.864736020565033,-0.875,9.125,9.875
05:17:15:827,0.9476959705352783,0.460671991109848,0.5826719999313354,70.875,2.5625,90.4375
05:17:15:887,1.028704047203064,0.4172399938106537,0.04440800100564957,20.625,-129.8125,34.5625
05:17:15:947,0.9930800199508667,0.26449599862098694,-0.26742398738861084,10.25,-50.4375,43.3125
05:17:16:007,0.750544011592865,0.33525601029396057,-0.024887999519705772,-7.8125,56.8125,38.6875
05:17:16:067,0.9281759858131409,0.32891198992729187,-0.2879199981689453,-1.5,22.9375,-19.375
05:17:16:127,1.142896056175232,0.3781999945640564,-0.02537599951028824,0.75,-7.5,-3.375
05:17:16:187,0.9828320145606995,0.24400000274181366,-0.20983999967575073,31.875,4.6875,47.8125
05:17:16:247,0.881816029548645,0.2762080132961273,0.029279999434947968,7.625,-10.6875,-9.0625
05:17:16:302,0.9594079852104187,0.2117920070886612,-0.19227199256420135,0.125,20.25,5.875
05:17:16:362,0.985759973526001,0.19324800372123718,-0.09467200189828873,-3.375,14.9375,-13.4375
05:17:16:422,1.0047919750213623,0.2601040005683899,-0.17324000597000122,7.875,-6.75,4.0625
05:17:16:482,0.9394000172615051,0.230335995554924,-0.16592000424861908,-5.1875,25.4375,11.6875
05:17:16:542,0.9979599714279175,0.17812000215053558,-0.14054399728775024,16.875,-12.125,14.875
05:17:16:602,0.9237840175628662,0.3084160089492798,-0.06148799881339073,-14.9375,4.0,2.375
05:17:16:667,1.1141040325164795,0.21276800334453583,-0.2391200065612793,-11.75,23.0625,-3.0
05:17:16:727,0.8915759921073914,0.18641600012779236,0.05270399898290634,4.0,17.0,13.625
05:17:16:787,0.9394000172615051,0.2776719927787781,-0.09467200189828873,-4.5625,7.1875,6.5625
